Wavelength (nm),Unnamed: 1,Unnamed: 2,Unnamed: 3,THYLTHA,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,THYRTHA,Unnamed: 10,Unnamed: 11,Unnamed: 12,Wavelength (nm)2,Abs
,,,,,,,,,,,,,6435999756.0,315718949.0
,,,,,,,,,,,,,6432000122.0,311968207.0
,,,,,,,,,,,,,6427999878.0,308880866.0
,,,,,,,,,,,,,6424000244.0,305218756.0
,,,,,,,,,,,,,642.0,302224368.0
,,,,,,,,,,,,,6415999756.0,299107254.0
,,,,,,,,,,,,,6412000122.0,295815319.0
,,,,,,,,,,,,,6407999878.0,292460859.0
,,,,,,,,,,,,,6404000244.0,289407134.0
,,,,,,,,,,,,,640.0,28647694.0
,,,,,,,,,,,,,6395999756.0,283615261.0
,,,,,,,,,,,,,6392000122.0,280826598.0
,,,,,,,,,,,,,6387999878.0,278041065.0
,,,,,,,,,,,,,6384000244.0,27507782.0
,,,,,,,,,,,,,638.0,273136973.0
,,,,,,,,,,,,,6375999756.0,270340502.0
,,,,,,,,,,,,,6372000122.0,268151611.0
,,,,,,,,,,,,,6367999878.0,266140014.0
,,,,,,,,,,,,,6364000244.0,264126122.0
,,,,,,,,,,,,,636.0,262109757.0
,,,,,,,,,,,,,6355999756.0,260116607.0
,,,,,,,,,,,,,6352000122.0,25903073.0
,,,,,,,,,,,,,6347999878.0,257362574.0
,,,,,,,,,,,,,6344000244.0,256020635.0
,,,,,,,,,,,,,634.0,254665166.0
,,,,,,,,,,,,,6335999756.0,254114509.0
,,,,,,,,,,,,,6332000122.0,253085077.0
,,,,,,,,,,,,,6327999878.0,251894385.0
,,,,,,,,,,,,,6324000244.0,251552135.0
,,,,,,,,,,,,,632.0,250649452.0
,,,,,,,,,,,,,6315999756.0,250187814.0
,,,,,,,,,,,,,6312000122.0,249912217.0
,,,,,,,,,,,,,6307999878.0,249842778.0
,,,,,,,,,,,,,6304000244.0,249512777.0
,,,,,,,,,,,,,630.0,249551043.0
,,,,,,,,,,,,,6295999756.0,248871133.0
,,,,,,,,,,,,,6292000122.0,248966053.0
,,,,,,,,,,,,,6287999878.0,249181896.0
,,,,,,,,,,,,,6284000244.0,249378994.0
,,,,,,,,,,,,,628.0,249013856.0
,,,,,,,,,,,,,6275999756.0,249387413.0
,,,,,,,,,,,,,6272000122.0,249214053.0
,,,,,,,,,,,,,6267999878.0,24901624.0
,,,,,,,,,,,,,6264000244.0,248995811.0
,,,,,,,,,,,,,626.0,249681473.0
,,,,,,,,,,,,,6255999756.0,248824954.0
,,,,,,,,,,,,,6252000122.0,248932749.0
,,,,,,,,,,,,,6247999878.0,248465642.0
,,,,,,,,,,,,,6244000244.0,248066932.0
,,,,,,,,,,,,,624.0,248179317.0
,,,,,,,,,,,,,6235999756.0,248169512.0
,,,,,,,,,,,,,6232000122.0,247630179.0
,,,,,,,,,,,,,6227999878.0,247386321.0
,,,,,,,,,,,,,6224000244.0,246689007.0
,,,,,,,,,,,,,622.0,245381624.0
,,,,,,,,,,,,,6215999756.0,245827138.0
,,,,,,,,,,,,,6212000122.0,244687006.0
,,,,,,,,,,,,,6207999878.0,244653493.0
,,,,,,,,,,,,,6204000244.0,243741438.0
,,,,,,,,,,,,,620.0,243152931.0
,,,,,,,,,,,,,6195999756.0,242170751.0
,,,,,,,,,,,,,6192000122.0,241054371.0
,,,,,,,,,,,,,6187999878.0,240681782.0
,,,,,,,,,,,,,6184000244.0,239716381.0
,,,,,,,,,,,,,618.0,238695696.0
,,,,,,,,,,,,,6175999756.0,237939969.0
,,,,,,,,,,,,,6172000122.0,236935601.0
,,,,,,,,,,,,,6167999878.0,235927671.0
,,,,,,,,,,,,,6164000244.0,234847873.0
,,,,,,,,,,,,,616.0,233850315.0
,,,,,,,,,,,,,6155999756.0,233375296.0
,,,,,,,,,,,,,6152000122.0,231401578.0
,,,,,,,,,,,,,6147999878.0,230979979.0
,,,,,,,,,,,,,6144000244.0,229041189.0
,,,,,,,,,,,,,614.0,22881943.0
,,,,,,,,,,,,,6135999756.0,227868095.0
,,,,,,,,,,,,,6132000122.0,226524219.0
,,,,,,,,,,,,,6127999878.0,225891724.0
,,,,,,,,,,,,,6124000244.0,224617675.0
,,,,,,,,,,,,,612.0,223651633.0
,,,,,,,,,,,,,6115999756.0,222937733.0
,,,,,,,,,,,,,6112000122.0,221837685.0
,,,,,,,,,,,,,6107999878.0,220856801.0
,,,,,,,,,,,,,6104000244.0,219960496.0
,,,,,,,,,,,,,610.0,219171032.0
,,,,,,,,,,,,,6095999756.0,218249917.0
,,,,,,,,,,,,,6092000122.0,217527628.0
,,,,,,,,,,,,,6087999878.0,216871917.0
,,,,,,,,,,,,,6084000244.0,215436548.0
,,,,,,,,,,,,,608.0,215259656.0
,,,,,,,,,,,,,6075999756.0,214309424.0
,,,,,,,,,,,,,6072000122.0,213146791.0
,,,,,,,,,,,,,6067999878.0,212559894.0
,,,,,,,,,,,,,6064000244.0,211539626.0
,,,,,,,,,,,,,606.0,211376444.0
,,,,,,,,,,,,,6055999756.0,210477755.0
,,,,,,,,,,,,,6052000122.0,209211856.0
,,,,,,,,,,,,,6047999878.0,209652513.0
,,,,,,,,,,,,,6044000244.0,208640873.0
,,,,,,,,,,,,,604.0,208156347.0
,,,,,,,,,,,,,6035999756.0,20776403.0
,,,,,,,,,,,,,6032000122.0,206744999.0
,,,,,,,,,,,,,6027999878.0,206525743.0
,,,,,,,,,,,,,6024000244.0,20596458.0
,,,,,,,,,,,,,602.0,205811322.0
,,,,,,,,,,,,,6015999756.0,205181405.0
,,,,,,,,,,,,,6012000122.0,205052093.0
,,,,,,,,,,,,,6007999878.0,20459874.0
,,,,,,,,,,,,,6004000244.0,203914598.0
,,,,,,,,,,,,,600.0,203858256.0
,,,,,,,,,,,,,5995999756.0,202864274.0
,,,,,,,,,,,,,5992000122.0,203320041.0
,,,,,,,,,,,,,5987999878.0,202489659.0
,,,,,,,,,,,,,5984000244.0,202333465.0
,,,,,,,,,,,,,598.0,20184125.0
,,,,,,,,,,,,,5975999756.0,20156464.0
,,,,,,,,,,,,,5972000122.0,200617835.0
,,,,,,,,,,,,,5967999878.0,200719982.0
,,,,,,,,,,,,,5964000244.0,200962469.0
,,,,,,,,,,,,,596.0,199657142.0
,,,,,,,,,,,,,5955999756.0,198996782.0
,,,,,,,,,,,,,5952000122.0,198961243.0
,,,,,,,,,,,,,5947999878.0,198594555.0
,,,,,,,,,,,,,5944000244.0,19776696.0
,,,,,,,,,,,,,594.0,197935939.0
,,,,,,,,,,,,,5935999756.0,197105065.0
,,,,,,,,,,,,,5932000122.0,196806446.0
,,,,,,,,,,,,,5927999878.0,196094647.0
,,,,,,,,,,,,,5924000244.0,19515042.0
,,,,,,,,,,,,,592.0,195105523.0
,,,,,,,,,,,,,5915999756.0,194398806.0
,,,,,,,,,,,,,5912000122.0,19329378.0
,,,,,,,,,,,,,5907999878.0,193185732.0
,,,,,,,,,,,,,5904000244.0,191940263.0
,,,,,,,,,,,,,590.0,191724688.0
,,,,,,,,,,,,,5895999756.0,191130132.0
,,,,,,,,,,,,,5892000122.0,190839484.0
,,,,,,,,,,,,,5887999878.0,189339161.0
,,,,,,,,,,,,,5884000244.0,189096183.0
,,,,,,,,,,,,,588.0,187537387.0
,,,,,,,,,,,,,5875999756.0,187191933.0
,,,,,,,,,,,,,5872000122.0,18641068.0
,,,,,,,,,,,,,5867999878.0,185622543.0
,,,,,,,,,,,,,5864000244.0,185479373.0
,,,,,,,,,,,,,586.0,184037387.0
,,,,,,,,,,,,,5855999756.0,183400258.0
,,,,,,,,,,,,,5852000122.0,182313174.0
,,,,,,,,,,,,,5847999878.0,181066796.0
,,,,,,,,,,,,,5844000244.0,180952787.0
,,,,,,,,,,,,,584.0,179775268.0
,,,,,,,,,,,,,5835999756.0,179258511.0
,,,,,,,,,,,,,5832000122.0,178527832.0
,,,,,,,,,,,,,5827999878.0,177591354.0
,,,,,,,,,,,,,5824000244.0,176614583.0
,,,,,,,,,,,,,582.0,175218582.0
,,,,,,,,,,,,,5815999756.0,173868895.0
,,,,,,,,,,,,,5812000122.0,173450261.0
,,,,,,,,,,,,,5807999878.0,171801016.0
,,,,,,,,,,,,,5804000244.0,171557412.0
,,,,,,,,,,,,,580.0,170448855.0
,,,,,,,,,,,,,5795999756.0,170205399.0
,,,,,,,,,,,,,5792000122.0,168888852.0
,,,,,,,,,,,,,5787999878.0,167516291.0
,,,,,,,,,,,,,5784000244.0,16676718.0
,,,,,,,,,,,,,578.0,165782213.0
,,,,,,,,,,,,,5775999756.0,164899766.0
,,,,,,,,,,,,,5772000122.0,163600087.0
,,,,,,,,,,,,,5767999878.0,162380248.0
,,,,,,,,,,,,,5764000244.0,161506668.0
,,,,,,,,,,,,,576.0,15989396.0
,,,,,,,,,,,,,5755999756.0,158829376.0
,,,,,,,,,,,,,5752000122.0,15706256.0
,,,,,,,,,,,,,5747999878.0,156318575.0
,,,,,,,,,,,,,5744000244.0,154835701.0
,,,,,,,,,,,,,574.0,154494524.0
,,,,,,,,,,,,,5735999756.0,153985605.0
,,,,,,,,,,,,,5732000122.0,15200448.0
,,,,,,,,,,,,,5727999878.0,15042232.0
,,,,,,,,,,,,,5724000244.0,149389193.0
,,,,,,,,,,,,,572.0,148174658.0
,,,,,,,,,,,,,5715999756.0,146526665.0
,,,,,,,,,,,,,5712000122.0,145018935.0
,,,,,,,,,,,,,5707999878.0,144645363.0
,,,,,,,,,,,,,5704000244.0,142875776.0
,,,,,,,,,,,,,570.0,142339751.0
,,,,,,,,,,,,,5695999756.0,140671492.0
,,,,,,,,,,,,,5692000122.0,139251784.0
,,,,,,,,,,,,,5687999878.0,137968913.0
,,,,,,,,,,,,,5684000244.0,136805266.0
,,,,,,,,,,,,,568.0,135813579.0
,,,,,,,,,,,,,5675999756.0,134238228.0
,,,,,,,,,,,,,5672000122.0,132705852.0
,,,,,,,,,,,,,5667999878.0,132186651.0
,,,,,,,,,,,,,5664000244.0,130531028.0
,,,,,,,,,,,,,566.0,129608214.0
,,,,,,,,,,,,,5655999756.0,128301755.0
,,,,,,,,,,,,,5652000122.0,127617791.0
,,,,,,,,,,,,,5647999878.0,126481623.0
,,,,,,,,,,,,,5644000244.0,125279799.0
,,,,,,,,,,,,,564.0,124646671.0
,,,,,,,,,,,,,5635999756.0,123494119.0
,,,,,,,,,,,,,5632000122.0,12275824.0
,,,,,,,,,,,,,5627999878.0,121414878.0
,,,,,,,,,,,,,5624000244.0,12061771.0
,,,,,,,,,,,,,562.0,120059207.0
,,,,,,,,,,,,,5615999756.0,119149186.0
,,,,,,,,,,,,,5612000122.0,118553177.0
,,,,,,,,,,,,,5607999878.0,117990427.0
,,,,,,,,,,,,,5604000244.0,117663384.0
,,,,,,,,,,,,,560.0,11677926.0
,,,,,,,,,,,,,5595999756.0,116797186.0
,,,,,,,,,,,,,5592000122.0,116025075.0
,,,,,,,,,,,,,5587999878.0,115821295.0
,,,,,,,,,,,,,5584000244.0,114947394.0
,,,,,,,,,,,,,558.0,115348049.0
,,,,,,,,,,,,,5575999756.0,114638135.0
,,,,,,,,,,,,,5572000122.0,114157826.0
,,,,,,,,,,,,,5567999878.0,114366725.0
,,,,,,,,,,,,,5564000244.0,114240527.0
,,,,,,,,,,,,,556.0,113346703.0
,,,,,,,,,,,,,5555999756.0,114216782.0
,,,,,,,,,,,,,5552000122.0,113465317.0
,,,,,,,,,,,,,5547999878.0,11355561.0
,,,,,,,,,,,,,5544000244.0,11312715.0
,,,,,,,,,,,,,554.0,1134912.0
,,,,,,,,,,,,,5535999756.0,113572627.0
,,,,,,,,,,,,,5532000122.0,113240488.0
,,,,,,,,,,,,,5527999878.0,113458663.0
,,,,,,,,,,,,,5524000244.0,113422126.0
,,,,,,,,,,,,,552.0,113199942.0
,,,,,,,,,,,,,5515999756.0,113235518.0
,,,,,,,,,,,,,5512000122.0,113489717.0
,,,,,,,,,,,,,5507999878.0,113584764.0
,,,,,,,,,,,,,5504000244.0,113588192.0
,,,,,,,,,,,,,550.0,114402495.0
,,,,,,,,,,,,,5495999756.0,11393483.0
,,,,,,,,,,,,,5492000122.0,113898456.0
,,,,,,,,,,,,,5487999878.0,114655495.0
,,,,,,,,,,,,,5484000244.0,114782423.0
,,,,,,,,,,,,,548.0,115167737.0
,,,,,,,,,,,,,5475999756.0,114867128.0
,,,,,,,,,,,,,5472000122.0,11526683.0
,,,,,,,,,,,,,5467999878.0,115238816.0
,,,,,,,,,,,,,5464000244.0,115561299.0
,,,,,,,,,,,,,546.0,115624271.0
,,,,,,,,,,,,,5455999756.0,116022945.0
,,,,,,,,,,,,,5452000122.0,115820184.0
,,,,,,,,,,,,,5447999878.0,115841039.0
,,,,,,,,,,,,,5444000244.0,116198912.0
,,,,,,,,,,,,,544.0,116557524.0
,,,,,,,,,,,,,5435999756.0,116331436.0
,,,,,,,,,,,,,5432000122.0,116350822.0
,,,,,,,,,,,,,5427999878.0,117088832.0
,,,,,,,,,,,,,5424000244.0,116617046.0
,,,,,,,,,,,,,542.0,116627306.0
,,,,,,,,,,,,,5415999756.0,116764262.0
,,,,,,,,,,,,,5412000122.0,117239833.0
,,,,,,,,,,,,,5407999878.0,117280491.0
,,,,,,,,,,,,,5404000244.0,117987268.0
,,,,,,,,,,,,,540.0,116955772.0
,,,,,,,,,,,,,5395999756.0,117732868.0
,,,,,,,,,,,,,5392000122.0,117951706.0
,,,,,,,,,,,,,5387999878.0,118404239.0
,,,,,,,,,,,,,5384000244.0,118259288.0
,,,,,,,,,,,,,538.0,11899446.0
,,,,,,,,,,,,,5375999756.0,118965112.0
,,,,,,,,,,,,,5372000122.0,119889036.0
,,,,,,,,,,,,,5367999878.0,119440064.0
,,,,,,,,,,,,,5364000244.0,120129004.0
,,,,,,,,,,,,,536.0,12047144.0
,,,,,,,,,,,,,5355999756.0,120642006.0
,,,,,,,,,,,,,5352000122.0,121152848.0
,,,,,,,,,,,,,5347999878.0,122272469.0
,,,,,,,,,,,,,5344000244.0,12218751.0
,,,,,,,,,,,,,534.0,123016566.0
,,,,,,,,,,,,,5335999756.0,123583704.0
,,,,,,,,,,,,,5332000122.0,124241583.0
,,,,,,,,,,,,,5327999878.0,124856941.0
,,,,,,,,,,,,,5324000244.0,125711277.0
,,,,,,,,,,,,,532.0,126821727.0
,,,,,,,,,,,,,5315999756.0,127410963.0
,,,,,,,,,,,,,5312000122.0,128309846.0
,,,,,,,,,,,,,5307999878.0,129147306.0
,,,,,,,,,,,,,5304000244.0,130301803.0
,,,,,,,,,,,,,530.0,131086081.0
,,,,,,,,,,,,,5295999756.0,132236496.0
,,,,,,,,,,,,,5292000122.0,134381875.0
,,,,,,,,,,,,,5287999878.0,135426685.0
,,,,,,,,,,,,,5284000244.0,135756314.0
,,,,,,,,,,,,,528.0,137037277.0
,,,,,,,,,,,,,5275999756.0,138877258.0
,,,,,,,,,,,,,5272000122.0,141050249.0
,,,,,,,,,,,,,5267999878.0,142595977.0
,,,,,,,,,,,,,5264000244.0,144258902.0
,,,,,,,,,,,,,526.0,146430045.0
,,,,,,,,,,,,,5255999756.0,148589477.0
,,,,,,,,,,,,,5252000122.0,150846511.0
,,,,,,,,,,,,,5247999878.0,151487783.0
,,,,,,,,,,,,,5244000244.0,15425013.0
,,,,,,,,,,,,,524.0,156741843.0
,,,,,,,,,,,,,5235999756.0,159205794.0
,,,,,,,,,,,,,5232000122.0,161344424.0
,,,,,,,,,,,,,5227999878.0,164544359.0
,,,,,,,,,,,,,5224000244.0,166867912.0
,,,,,,,,,,,,,522.0,169403195.0
,,,,,,,,,,,,,5215999756.0,171886191.0
,,,,,,,,,,,,,5212000122.0,175380215.0
,,,,,,,,,,,,,5207999878.0,177412346.0
,,,,,,,,,,,,,5204000244.0,18065843.0
,,,,,,,,,,,,,520.0,184196949.0
,,,,,,,,,,,,,5195999756.0,187792093.0
,,,,,,,,,,,,,5192000122.0,191166073.0
,,,,,,,,,,,,,5187999878.0,194477752.0
,,,,,,,,,,,,,5184000244.0,197056398.0
,,,,,,,,,,,,,518.0,201291531.0
,,,,,,,,,,,,,5175999756.0,205202416.0
,,,,,,,,,,,,,5172000122.0,209547445.0
,,,,,,,,,,,,,5167999878.0,213277638.0
,,,,,,,,,,,,,5164000244.0,216625929.0
,,,,,,,,,,,,,516.0,220430046.0
,,,,,,,,,,,,,5155999756.0,224832609.0
,,,,,,,,,,,,,5152000122.0,229095534.0
,,,,,,,,,,,,,5147999878.0,233879224.0
,,,,,,,,,,,,,5144000244.0,237000465.0
,,,,,,,,,,,,,514.0,242099196.0
,,,,,,,,,,,,,5135999756.0,246224985.0
,,,,,,,,,,,,,5132000122.0,250164032.0
,,,,,,,,,,,,,5127999878.0,254715741.0
,,,,,,,,,,,,,5124000244.0,25927487.0
,,,,,,,,,,,,,512.0,263720483.0
,,,,,,,,,,,,,5116000061.0,268802553.0
,,,,,,,,,,,,,5111999817.0,273637056.0
,,,,,,,,,,,,,5107999878.0,278504849.0
,,,,,,,,,,,,,5103999939.0,283382207.0
,,,,,,,,,,,,,510.0,288731545.0
,,,,,,,,,,,,,5096000061.0,292919248.0
,,,,,,,,,,,,,5091999817.0,297986567.0
,,,,,,,,,,,,,5087999878.0,30271098.0
,,,,,,,,,,,,,5083999939.0,308735967.0
,,,,,,,,,,,,,508.0,313115865.0
,,,,,,,,,,,,,5076000061.0,317964047.0
,,,,,,,,,,,,,5071999817.0,322672188.0
,,,,,,,,,,,,,5067999878.0,327754349.0
,,,,,,,,,,,,,5063999939.0,332843483.0
,,,,,,,,,,,,,506.0,338727802.0
,,,,,,,,,,,,,5056000061.0,343418121.0
,,,,,,,,,,,,,5051999817.0,348636031.0
,,,,,,,,,,,,,5047999878.0,353049278.0
,,,,,,,,,,,,,5043999939.0,357775986.0
,,,,,,,,,,,,,504.0,363073766.0
,,,,,,,,,,,,,5036000061.0,367895752.0
,,,,,,,,,,,,,5031999817.0,372652739.0
,,,,,,,,,,,,,5027999878.0,377771974.0
,,,,,,,,,,,,,5023999939.0,382709652.0
,,,,,,,,,,,,,502.0,388142109.0
,,,,,,,,,,,,,5016000061.0,391758084.0
,,,,,,,,,,,,,5011999817.0,396496683.0
,,,,,,,,,,,,,5007999878.0,401883453.0
,,,,,,,,,,,,,5003999939.0,40607512.0
,,,,,,,,,,,,,500.0,410589397.0
,,,,,,,,,,,,,4996000061.0,415489227.0
,,,,,,,,,,,,,4991999817.0,419708997.0
,,,,,,,,,,,,,4987999878.0,423565894.0
,,,,,,,,,,,,,4983999939.0,427991152.0
,,,,,,,,,,,,,498.0,432015508.0
,,,,,,,,,,,,,4976000061.0,436142951.0
,,,,,,,,,,,,,4971999817.0,439781457.0
,,,,,,,,,,,,,4967999878.0,443426937.0
,,,,,,,,,,,,,4963999939.0,447423458.0
,,,,,,,,,,,,,496.0,450714827.0
,,,,,,,,,,,,,4956000061.0,453428954.0
,,,,,,,,,,,,,4951999817.0,457480043.0
,,,,,,,,,,,,,4947999878.0,460775256.0
,,,,,,,,,,,,,4943999939.0,463454217.0
,,,,,,,,,,,,,494.0,466957122.0
,,,,,,,,,,,,,4936000061.0,470092505.0
,,,,,,,,,,,,,4931999817.0,473510355.0
,,,,,,,,,,,,,4927999878.0,475057244.0
,,,,,,,,,,,,,4923999939.0,477882147.0
,,,,,,,,,,,,,492.0,480824143.0
,,,,,,,,,,,,,4916000061.0,483253121.0
,,,,,,,,,,,,,4911999817.0,485482305.0
,,,,,,,,,,,,,4907999878.0,487787902.0
,,,,,,,,,,,,,4903999939.0,489974856.0
,,,,,,,,,,,,,490.0,492310613.0
,,,,,,,,,,,,,4896000061.0,494302392.0
,,,,,,,,,,,,,4891999817.0,49609074.0
,,,,,,,,,,,,,4887999878.0,497349292.0
,,,,,,,,,,,,,4883999939.0,499449492.0
,,,,,,,,,,,,,488.0,500678957.0
,,,,,,,,,,,,,4876000061.0,502305746.0
,,,,,,,,,,,,,4871999817.0,503861666.0
,,,,,,,,,,,,,4867999878.0,505577564.0
,,,,,,,,,,,,,4863999939.0,505664945.0
,,,,,,,,,,,,,486.0,507169902.0
,,,,,,,,,,,,,4856000061.0,507914245.0
,,,,,,,,,,,,,4851999817.0,509566486.0
,,,,,,,,,,,,,4847999878.0,509602189.0
,,,,,,,,,,,,,4843999939.0,509849787.0
,,,,,,,,,,,,,484.0,512029946.0
,,,,,,,,,,,,,4836000061.0,512310028.0
,,,,,,,,,,,,,4831999817.0,51368171.0
,,,,,,,,,,,,,4827999878.0,513625443.0
,,,,,,,,,,,,,4823999939.0,515058041.0
,,,,,,,,,,,,,482.0,515131474.0
,,,,,,,,,,,,,4816000061.0,515221715.0
,,,,,,,,,,,,,4811999817.0,516397059.0
,,,,,,,,,,,,,4807999878.0,516811609.0
,,,,,,,,,,,,,4803999939.0,517780244.0
,,,,,,,,,,,,,480.0,518401444.0
,,,,,,,,,,,,,4796000061.0,519127846.0
,,,,,,,,,,,,,4791999817.0,519605756.0
,,,,,,,,,,,,,4787999878.0,520992577.0
,,,,,,,,,,,,,4783999939.0,521725416.0
,,,,,,,,,,,,,478.0,522300363.0
,,,,,,,,,,,,,4776000061.0,523095191.0
,,,,,,,,,,,,,4771999817.0,523622096.0
,,,,,,,,,,,,,4767999878.0,524391174.0
,,,,,,,,,,,,,4763999939.0,525548756.0
,,,,,,,,,,,,,476.0,527027667.0
,,,,,,,,,,,,,4756000061.0,527948022.0
,,,,,,,,,,,,,4751999817.0,527830243.0
,,,,,,,,,,,,,4747999878.0,529603422.0
,,,,,,,,,,,,,4743999939.0,529355288.0
,,,,,,,,,,,,,474.0,530065119.0
,,,,,,,,,,,,,4736000061.0,530620694.0
,,,,,,,,,,,,,4731999817.0,53133291.0
,,,,,,,,,,,,,4727999878.0,531217396.0
,,,,,,,,,,,,,4723999939.0,531805575.0
,,,,,,,,,,,,,472.0,532452345.0
,,,,,,,,,,,,,4716000061.0,531833053.0
,,,,,,,,,,,,,4711999817.0,532444835.0
,,,,,,,,,,,,,4707999878.0,53190881.0
,,,,,,,,,,,,,4703999939.0,530983508.0
,,,,,,,,,,,,,470.0,532230794.0
,,,,,,,,,,,,,4696000061.0,530653834.0
,,,,,,,,,,,,,4691999817.0,53114605.0
,,,,,,,,,,,,,4687999878.0,530755699.0
,,,,,,,,,,,,,4683999939.0,530698538.0
,,,,,,,,,,,,,468.0,530362904.0
,,,,,,,,,,,,,4676000061.0,529615223.0
,,,,,,,,,,,,,4671999817.0,528634429.0
,,,,,,,,,,,,,4667999878.0,528014481.0
,,,,,,,,,,,,,4663999939.0,528301358.0
,,,,,,,,,,,,,466.0,528251648.0
,,,,,,,,,,,,,4656000061.0,527790368.0
,,,,,,,,,,,,,4651999817.0,527553558.0
,,,,,,,,,,,,,4647999878.0,526217222.0
,,,,,,,,,,,,,4643999939.0,525761187.0
,,,,,,,,,,,,,464.0,525379658.0
,,,,,,,,,,,,,4636000061.0,52489984.0
,,,,,,,,,,,,,4631999817.0,524528742.0
,,,,,,,,,,,,,4627999878.0,523446083.0
,,,,,,,,,,,,,4623999939.0,52373755.0
,,,,,,,,,,,,,462.0,52298671.0
,,,,,,,,,,,,,4616000061.0,523644269.0
,,,,,,,,,,,,,4611999817.0,523501098.0
,,,,,,,,,,,,,4607999878.0,522918463.0
,,,,,,,,,,,,,4603999939.0,522738874.0
,,,,,,,,,,,,,460.0,521842897.0
,,,,,,,,,,,,,4596000061.0,522298515.0
,,,,,,,,,,,,,4591999817.0,521689057.0
,,,,,,,,,,,,,4587999878.0,522660434.0
,,,,,,,,,,,,,4583999939.0,522307694.0
,,,,,,,,,,,,,458.0,522567749.0
,,,,,,,,,,,,,4576000061.0,5239591.0
,,,,,,,,,,,,,4571999817.0,523356617.0
,,,,,,,,,,,,,4567999878.0,524459243.0
,,,,,,,,,,,,,4563999939.0,525628209.0
,,,,,,,,,,,,,456.0,526137054.0
,,,,,,,,,,,,,4556000061.0,527266979.0
,,,,,,,,,,,,,4551999817.0,52721405.0
,,,,,,,,,,,,,4547999878.0,529799819.0
,,,,,,,,,,,,,4543999939.0,53011322.0
,,,,,,,,,,,,,454.0,532810211.0
,,,,,,,,,,,,,4536000061.0,533945262.0
,,,,,,,,,,,,,4531999817.0,535759151.0
,,,,,,,,,,,,,4527999878.0,538312912.0
,,,,,,,,,,,,,4523999939.0,540619314.0
,,,,,,,,,,,,,452.0,542829037.0
,,,,,,,,,,,,,4516000061.0,54460305.0
,,,,,,,,,,,,,4511999817.0,547217131.0
,,,,,,,,,,,,,4507999878.0,549327314.0
,,,,,,,,,,,,,4503999939.0,551953256.0
,,,,,,,,,,,,,450.0,554821849.0
,,,,,,,,,,,,,4496000061.0,557776153.0
,,,,,,,,,,,,,4491999817.0,560822427.0
,,,,,,,,,,,,,4487999878.0,563153029.0
,,,,,,,,,,,,,4483999939.0,56670177.0
,,,,,,,,,,,,,448.0,570377052.0
,,,,,,,,,,,,,4476000061.0,572960138.0
,,,,,,,,,,,,,4471999817.0,575740516.0
,,,,,,,,,,,,,4467999878.0,577889204.0
,,,,,,,,,,,,,4463999939.0,581230521.0
,,,,,,,,,,,,,446.0,5836308.0
,,,,,,,,,,,,,4456000061.0,586401939.0
,,,,,,,,,,,,,4451999817.0,590127528.0
,,,,,,,,,,,,,4447999878.0,591835976.0
,,,,,,,,,,,,,4443999939.0,594013035.0
,,,,,,,,,,,,,444.0,596298754.0
,,,,,,,,,,,,,4436000061.0,598438799.0
,,,,,,,,,,,,,4431999817.0,600618124.0
,,,,,,,,,,,,,4427999878.0,602033913.0
,,,,,,,,,,,,,4423999939.0,604664207.0
,,,,,,,,,,,,,442.0,606120467.0
,,,,,,,,,,,,,4416000061.0,608654976.0
,,,,,,,,,,,,,4411999817.0,609312475.0
,,,,,,,,,,,,,4407999878.0,610604048.0
,,,,,,,,,,,,,4403999939.0,61075449.0
,,,,,,,,,,,,,440.0,611481488.0
,,,,,,,,,,,,,4396000061.0,61256808.0
,,,,,,,,,,,,,4391999817.0,612930358.0
,,,,,,,,,,,,,4387999878.0,613983572.0
,,,,,,,,,,,,,4383999939.0,614366174.0
,,,,,,,,,,,,,438.0,614448369.0
,,,,,,,,,,,,,4376000061.0,614662468.0
,,,,,,,,,,,,,4371999817.0,613951147.0
,,,,,,,,,,,,,4367999878.0,614934146.0
,,,,,,,,,,,,,4363999939.0,614843071.0
,,,,,,,,,,,,,436.0,61519748.0
,,,,,,,,,,,,,4356000061.0,614346564.0
,,,,,,,,,,,,,4351999817.0,613666713.0
,,,,,,,,,,,,,4347999878.0,613145351.0
,,,,,,,,,,,,,4343999939.0,613102734.0
,,,,,,,,,,,,,434.0,611944437.0
,,,,,,,,,,,,,4336000061.0,611666501.0
,,,,,,,,,,,,,4331999817.0,611009896.0
,,,,,,,,,,,,,4327999878.0,61038053.0
,,,,,,,,,,,,,4323999939.0,608332157.0
,,,,,,,,,,,,,432.0,609141409.0
,,,,,,,,,,,,,4316000061.0,608276129.0
,,,,,,,,,,,,,4311999817.0,606563211.0
,,,,,,,,,,,,,4307999878.0,603733063.0
,,,,,,,,,,,,,4303999939.0,60403651.0
,,,,,,,,,,,,,430.0,602985919.0
,,,,,,,,,,,,,4296000061.0,600496411.0
,,,,,,,,,,,,,4291999817.0,60013938.0
,,,,,,,,,,,,,4287999878.0,59960556.0
,,,,,,,,,,,,,4283999939.0,597551525.0
,,,,,,,,,,,,,428.0,596336186.0
,,,,,,,,,,,,,4276000061.0,595139444.0
,,,,,,,,,,,,,4271999817.0,593767643.0
,,,,,,,,,,,,,4267999878.0,592003465.0
,,,,,,,,,,,,,4263999939.0,591329038.0
,,,,,,,,,,,,,426.0,590521514.0
,,,,,,,,,,,,,4256000061.0,589612722.0
