Wavelength (nm);Abs_HP;Wavelength (nm);Abs_AT
508,7999878;0,090299979;558,7999878;0,054994717
508,3999939;0,09294951;558,4000244;0,054600466
508;0,095283374;558;0,054569118
507,6000061;0,097715288;557,5999756;0,05476338
507,1999817;0,10043405;557,2000122;0,054455042
506,7999878;0,102981679;556,7999878;0,054078836
506,3999939;0,105735429;556,4000244;0,053942058
506;0,108662903;556;0,053871222
505,6000061;0,111554861;555,5999756;0,053627156
505,1999817;0,114445314;555,2000122;0,053624433
504,7999878;0,117314674;554,7999878;0,053519592
504,3999939;0,120510489;554,4000244;0,053492833
504;0,123608753;554;0,053354833
503,6000061;0,126731947;553,5999756;0,053278562
503,1999817;0,130095661;553,2000122;0,053557545
502,7999878;0,133441016;552,7999878;0,053245876
502,3999939;0,136761814;552,4000244;0,053375117
502;0,140271634;552;0,053467184
501,6000061;0,14381142;551,5999756;0,053642824
501,1999817;0,14739117;551,2000122;0,053717401
500,7999878;0,15120551;550,7999878;0,053696282
500,3999939;0,154912174;550,4000244;0,053626657
500;0,158729389;550;0,053895839
499,6000061;0,16232574;549,5999756;0,054073852
499,1999817;0,166318014;549,2000122;0,05416334
498,7999878;0,170327723;548,7999878;0,054187067
498,3999939;0,174369648;548,4000244;0,05428664
498;0,178406805;548;0,054656826
497,6000061;0,182451099;547,5999756;0,054815095
497,1999817;0,186721981;547,2000122;0,054792657
496,7999878;0,190810934;546,7999878;0,054981645
496,3999939;0,19502686;546,4000244;0,055075727
496;0,199357823;546;0,055194553
495,6000061;0,203497917;545,5999756;0,055338196
495,1999817;0,207614616;545,2000122;0,055690184
494,7999878;0,211957097;544,7999878;0,055537276
494,3999939;0,216366962;544,4000244;0,055835962
494;0,220519841;544;0,056126017
493,6000061;0,224641815;543,5999756;0,056342464
493,1999817;0,229002237;543,2000122;0,056477524
492,7999878;0,232919246;542,7999878;0,056846458
492,3999939;0,236787736;542,4000244;0,05695786
492;0,240778267;542;0,057246126
491,6000061;0,244827449;541,5999756;0,057388764
491,1999817;0,248623326;541,2000122;0,057723232
490,7999878;0,25219363;540,7999878;0,058100328
490,3999939;0,255905062;540,4000244;0,058144953
490;0,259351611;540;0,058660142
489,6000061;0,262756676;539,5999756;0,058962289
489,1999817;0,266164184;539,2000122;0,058975603
488,7999878;0,269089669;538,7999878;0,059276637
488,3999939;0,272056639;538,4000244;0,05939807
488;0,275003642;538;0,059845842
487,6000061;0,277843118;537,5999756;0,060171533
487,1999817;0,280133218;537,2000122;0,060267668
486,7999878;0,282611489;536,7999878;0,060698241
486,3999939;0,284975708;536,4000244;0,061525114
486;0,287065268;536;0,061526876
485,6000061;0,289231718;535,5999756;0,061728366
485,1999817;0,291197777;535,2000122;0,062424991
484,7999878;0,292948127;534,7999878;0,063053563
484,3999939;0,294824719;534,4000244;0,063156895
484;0,296591371;534;0,064012825
483,6000061;0,298211753;533,5999756;0,064340964
483,1999817;0,299712122;533,2000122;0,065318786
482,7999878;0,301086187;532,7999878;0,065690942
482,3999939;0,302581936;532,4000244;0,06648156
482;0,303824365;532;0,067018278
481,6000061;0,305199951;531,5999756;0,067738637
481,1999817;0,306452155;531,2000122;0,068466254
480,7999878;0,307873458;530,7999878;0,069488831
480,3999939;0,309120446;530,4000244;0,070447326
480;0,310288072;530;0,071194537
479,6000061;0,311799258;529,5999756;0,072100148
479,1999817;0,31321165;529,2000122;0,073153757
478,7999878;0,314499348;528,7999878;0,074399598
478,3999939;0,315946281;528,4000244;0,075405896
478;0,317509741;528;0,076733001
477,6000061;0,318882316;527,5999756;0,077812508
477,1999817;0,320522219;527,2000122;0,079232857
476,7999878;0,322162777;526,7999878;0,080666535
476,3999939;0,323864132;526,4000244;0,082172163
476;0,325359941;526;0,083407894
475,6000061;0,326883495;525,5999756;0,085105903
475,1999817;0,32854113;525,2000122;0,086969495
474,7999878;0,330151975;524,7999878;0,088457353
474,3999939;0,331436008;524,4000244;0,090130918
474;0,332951248;524;0,092272215
473,6000061;0,33433488;523,5999756;0,094132572
473,1999817;0,335619628;523,2000122;0,096220434
472,7999878;0,336850405;522,7999878;0,098495498
472,3999939;0,338036895;522,4000244;0,100529246
472;0,338855952;522;0,102945089
471,6000061;0,33954519;521,5999756;0,105111368
471,1999817;0,340240926;521,2000122;0,107559741
470,7999878;0,340859324;520,7999878;0,10986425
470,3999939;0,341215044;520,4000244;0,112462238
470;0,341593325;520;0,114853673
469,6000061;0,341671616;519,5999756;0,117700785
469,1999817;0,341648608;519,2000122;0,120218448
468,7999878;0,341848344;518,7999878;0,122903459
468,3999939;0,341504544;518,4000244;0,12565133
468;0,341137797;518;0,128256112
467,6000061;0,340765506;517,5999756;0,131517127
467,1999817;0,340462536;517,2000122;0,134435564
466,7999878;0,339781642;516,7999878;0,137505308
466,3999939;0,339208305;516,4000244;0,140326411
466;0,338561952;516;0,14372842
465,6000061;0,337836653;515,5999756;0,146981314
465,1999817;0,33711192;515,2000122;0,15010339
464,7999878;0,336639136;514,7999878;0,153577372
464,3999939;0,335815132;514,4000244;0,15676029
464;0,335025191;514;0,159955457
463,6000061;0,33415693;513,5999756;0,163131565
463,1999817;0,333504677;513,2000122;0,166497856
462,7999878;0,332957536;512,7999878;0,170038059
462,3999939;0,332406521;512,4000244;0,17348592
462;0,331730217;512;0,177292377
461,6000061;0,331081241;511,6000061;0,180439264
461,1999817;0,33063072;511,1999817;0,18406032
460,7999878;0,330171585;510,7999878;0,18776001
460,3999939;0,32982105;510,3999939;0,191494957
460;0,32972005;510;0,194758967
459,6000061;0,329520732;509,6000061;0,198490381
459,1999817;0,329774797;509,1999817;0,202511534
458,7999878;0,329935759;508,7999878;0,206165388
458,3999939;0,329994202;508,3999939;0,209819749
458;0,330415994;508;0,213457838
457,6000061;0,331014186;507,6000061;0,217228711
457,1999817;0,331782639;507,1999817;0,220823824
456,7999878;0,332758516;506,7999878;0,22433351
456,3999939;0,333827198;506,3999939;0,228088155
456;0,335403681;506;0,232149765
455,6000061;0,336888641;505,6000061;0,236045331
455,1999817;0,338858038;505,1999817;0,239742905
454,7999878;0,340988696;504,7999878;0,243296728
454,3999939;0,34333691;504,3999939;0,246870965
454;0,345943481;504;0,250838697
453,6000061;0,34900555;503,6000061;0,254320145
453,1999817;0,352509171;503,1999817;0,257923633
452,7999878;0,356056452;502,7999878;0,261393189
452,3999939;0,359956503;502,3999939;0,26513496
452;0,364477515;502;0,26848805
451,6000061;0,369185478;501,6000061;0,271711052
451,1999817;0,374423236;501,1999817;0,274963677
450,7999878;0,379753768;500,7999878;0,278236687
450,3999939;0,385619074;500,3999939;0,281145215
450;0,391761869;500;0,284005642
449,6000061;0,398257673;499,6000061;0,287336737
449,1999817;0,404884249;499,1999817;0,290223271
448,7999878;0,412382275;498,7999878;0,292947918
448,3999939;0,41972065;498,3999939;0,295618624
448;0,427358508;498;0,298071533
447,6000061;0,435259253;497,6000061;0,30082041
447,1999817;0,443370611;497,1999817;0,3034679
446,7999878;0,451632202;496,7999878;0,305818737
446,3999939;0,460285097;496,3999939;0,308076412
446;0,469153047;496;0,310581327
445,6000061;0,47793898;495,6000061;0,312481403
445,1999817;0,486649603;495,1999817;0,314591885
444,7999878;0,495079905;494,7999878;0,316809684
444,3999939;0,503507376;494,3999939;0,318783045
444;0,511645794;494;0,320625514
443,6000061;0,519939005;493,6000061;0,32253623
443,1999817;0,527908027;493,1999817;0,324170619
442,7999878;0,535506547;492,7999878;0,325952739
442,3999939;0,542774856;492,3999939;0,327538401
442;0,549474239;492;0,32950744
441,6000061;0,55599457;491,6000061;0,331261694
441,1999817;0,562101781;491,1999817;0,333086908
440,7999878;0,56761533;490,7999878;0,334900856
440,3999939;0,572883427;490,3999939;0,336376578
440;0,577614188;490;0,337947846
439,6000061;0,58160466;489,6000061;0,339838892
439,1999817;0,585250318;489,1999817;0,341252118
438,7999878;0,588249981;488,7999878;0,34288168
438,3999939;0,590880573;488,3999939;0,344808281
438;0,593259454;488;0,346598148
437,6000061;0,594988823;487,6000061;0,348664343
437,1999817;0,595839918;487,1999817;0,350150704
436,7999878;0,596648395;486,7999878;0,352109879
436,3999939;0,596775591;486,3999939;0,353745312
436;0,596203148;486;0,355657637
435,6000061;0,595339119;485,6000061;0,357780755
435,1999817;0,594213784;485,1999817;0,359557003
434,7999878;0,592753589;484,7999878;0,361653119
434,3999939;0,590736628;484,3999939;0,363796443
434;0,588537037;484;0,366136789
433,6000061;0,585848749;483,6000061;0,368289262
433,1999817;0,58282876;483,1999817;0,370629042
432,7999878;0,579540551;482,7999878;0,373044789
432,3999939;0,575923801;482,3999939;0,375781864
432;0,572024465;482;0,378131777
431,6000061;0,568221152;481,6000061;0,380625814
431,1999817;0,564016938;481,1999817;0,383760274
430,7999878;0,559467852;480,7999878;0,386243105
430,3999939;0,555132985;480,3999939;0,389085293
430;0,550746322;480;0,392374873
429,6000061;0,54610908;479,6000061;0,395315349
429,1999817;0,541699231;479,1999817;0,398646385
428,7999878;0,537389159;478,7999878;0,401570499
428,3999939;0,533091784;478,3999939;0,40465951
428;0,528754652;478;0,407846093
427,6000061;0,524521291;477,6000061;0,411289305
427,1999817;0,520660043;477,1999817;0,414753556
426,7999878;0,516570628;476,7999878;0,417994857
426,3999939;0,513167977;476,3999939;0,420478851
426;0,509507537;476;0,423438221
425,6000061;0,506168902;475,6000061;0,426475078
425,1999817;0,503250837;475,1999817;0,429349393
424,7999878;0,50037396;474,7999878;0,432291687
424,3999939;0,497883111;474,3999939;0,434744686
424;0,495387584;474;0,437474102
423,6000061;0,492959231;473,6000061;0,439794391
423,1999817;0,490864098;473,1999817;0,442033291
422,7999878;0,48891598;472,7999878;0,444198281
422,3999939;0,486918807;472,3999939;0,445817381
422;0,485086024;472;0,447502971
421,6000061;0,483651549;471,6000061;0,449144691
421,1999817;0,482085645;471,1999817;0,450977534
420,7999878;0,480589658;470,7999878;0,451899767
420,3999939;0,479072958;470,3999939;0,453134507
420;0,477500975;470;0,454295456
419,6000061;0,476129443;469,6000061;0,45503661
419,1999817;0,474594712;469,1999817;0,455782473
418,7999878;0,473021746;468,7999878;0,456397206
418,3999939;0,471526086;468,3999939;0,456758142
418;0,469823837;468;0,457192898
417,6000061;0,467868686;467,6000061;0,457464755
417,1999817;0,465981305;467,1999817;0,457578957
416,7999878;0,463971853;466,7999878;0,457777828
416,3999939;0,462097079;466,3999939;0,45786494
416;0,459764719;466;0,45791778
415,6000061;0,457428575;465,6000061;0,457957983
415,1999817;0,454845697;465,1999817;0,457855731
414,7999878;0,452245921;464,7999878;0,457941592
414,3999939;0,449362308;464,3999939;0,458328307
414;0,446554601;464;0,458477765
413,6000061;0,443305463;463,6000061;0,458281577
413,1999817;0,440302134;463,1999817;0,458224237
412,7999878;0,43693924;462,7999878;0,458730668
412,3999939;0,433328748;462,3999939;0,459042668
412;0,42973429;462;0,459605932
411,6000061;0,426074624;461,6000061;0,460539937
411,1999817;0,422175884;461,1999817;0,46136117
410,7999878;0,417957842;460,7999878;0,462781996
410,3999939;0,414155573;460,3999939;0,464202017
410;0,409831315;460;0,46571365
409,6000061;0,405681312;459,6000061;0,467824161
409,1999817;0,401521057;459,1999817;0,470596999
408,7999878;0,397104353;458,7999878;0,473422051
408,3999939;0,392657191;458,3999939;0,476661831
408;0,388436139;458;0,480300933
407,6000061;0,38401854;457,6000061;0,484637857
407,1999817;0,379774004;457,1999817;0,489435285
406,7999878;0,375529587;456,7999878;0,494959891
406,3999939;0,371156871;456,3999939;0,500838876
406;0,367135137;456;0,507322669
405,6000061;0,363056034;455,6000061;0,514768302
405,1999817;0,358858913;455,1999817;0,522996247
404,7999878;0,354951829;454,7999878;0,531738639
404,3999939;0,351215035;454,3999939;0,541392684
404;0,347494632;454;0,55148685
403,6000061;0,343715578;453,6000061;0,563064516
403,1999817;0,340403348;453,1999817;0,575459003
402,7999878;0,337158769;452,7999878;0,58831358
402,3999939;0,333875001;452,3999939;0,601809263
402;0,330775797;452;0,616395235
401,6000061;0,327943802;451,6000061;0,631811023
401,1999817;0,325420737;451,1999817;0,648208618
400,7999878;0,322917104;450,7999878;0,665041208
400,3999939;0,320351064;450,3999939;0,682424247
400;0,318216652;450;0,70019567
399,6000061;0,315936178;449,6000061;0,719485045
399,1999817;0,314089924;449,1999817;0,739121079
398,7999878;0,312155128;448,7999878;0,758702159
398,3999939;0,310529292;448,3999939;0,779234767
398;0,308845341;448;0,799801946
397,6000061;0,307485312;447,6000061;0,820313811
397,1999817;0,30639863;447,1999817;0,84074527
396,7999878;0,305125177;446,7999878;0,861913323
396,3999939;0,304106921;446,3999939;0,882555604
396;0,303293049;446;0,902803659
395,6000061;0,302590609;445,6000061;0,923166871
395,1999817;0,301686943;445,1999817;0,943207085
394,7999878;0,300924599;444,7999878;0,962103844
394,3999939;0,300467193;444,3999939;0,979992509
394;0,300065368;444;0,997444272
393,6000061;0,299547404;443,6000061;1,014546514
393,1999817;0,299074829;443,1999817;1,030498981
392,7999878;0,298813671;442,7999878;1,046025753
392,3999939;0,298592836;442,3999939;1,060457349
392;0,298214406;442;1,073323369
391,6000061;0,298101932;441,6000061;1,085113764
391,1999817;0,298035294;441,1999817;1,09627378
390,7999878;0,297502786;440,7999878;1,105904341
390,3999939;0,297485799;440,3999939;1,115062594
390;0,297489703;440;1,122744083
389,6000061;0,297403246;439,6000061;1,12927568
389,1999817;0,297314584;439,1999817;1,134144068
388,7999878;0,297236204;438,7999878;1,138505459
388,3999939;0,297114849;438,3999939;1,142167926
388;0,296896905;438;1,144230843
387,6000061;0,296417207;437,6000061;1,145471692
387,1999817;0,296484113;437,1999817;1,145487547
386,7999878;0,296554864;436,7999878;1,144753695
386,3999939;0,29624939;436,3999939;1,14334023
386;0,296232939;436;1,140522242
385,6000061;0,295830578;435,6000061;1,137854457
385,1999817;0,295511216;435,1999817;1,13378036
384,7999878;0,295242012;434,7999878;1,129178405
384,3999939;0,295037001;434,3999939;1,124121666
384;0,294784367;434;1,118464828
383,6000061;0,294029325;433,6000061;1,112465739
383,1999817;0,293560475;433,1999817;1,106181264
382,7999878;0,29313907;432,7999878;1,09947288
382,3999939;0,2923733;432,3999939;1,092429757
382;0,291741252;432;1,085577488
381,6000061;0,291205794;431,6000061;1,07795918
381,1999817;0,290155858;431,1999817;1,07085073
380,7999878;0,289379537;430,7999878;1,064056158
380,3999939;0,288449466;430,3999939;1,056687593
380;0,287509441;430;1,049450278
379,6000061;0,286586016;429,6000061;1,042629004
379,1999817;0,285283208;429,1999817;1,03608954
378,7999878;0,28402549;428,7999878;1,029887915
378,3999939;0,283009589;428,3999939;1,023831606
378;0,281587899;428;1,018499136
377,6000061;0,280336082;427,6000061;1,013177872
377,1999817;0,278977782;427,1999817;1,008178353
376,7999878;0,277646989;426,7999878;1,003741264
376,3999939;0,276194155;426,3999939;0,999111652
376;0,274700761;426;0,995186329
375,6000061;0,273345262;425,6000061;0,991934955
375,1999817;0,271793544;425,1999817;0,988702893
374,7999878;0,270247996;424,7999878;0,985465646
374,3999939;0,268559188;424,3999939;0,983116686
374;0,267299444;424;0,981098235
373,6000061;0,265471339;423,6000061;0,978646457
373,1999817;0,264152527;423,1999817;0,976722479
372,7999878;0,262614816;422,7999878;0,974891424
372,3999939;0,261044949;422,3999939;0,97292167
372;0,259566993;422;0,971010208
371,6000061;0,258157581;421,6000061;0,969794869
371,1999817;0,257020742;421,1999817;0,967827201
370,7999878;0,255473018;420,7999878;0,965773821
370,3999939;0,254133374;420,3999939;0,964366913
370;0,252671123;420;0,962274432
369,6000061;0,251635522;419,6000061;0,96037668
369,1999817;0,250175327;419,1999817;0,958141089
368,7999878;0,249097541;418,7999878;0,955328763
368,3999939;0,24785687;418,3999939;0,952722073
368;0,246477589;418;0,949512839
367,6000061;0,245417789;417,6000061;0,945917547
367,1999817;0,244426578;417,1999817;0,942450523
366,7999878;0,243283853;416,7999878;0,938221455
366,3999939;0,241942331;416,3999939;0,933898032
366;0,241082564;416;0,929200947
365,6000061;0,240023807;415,6000061;0,924215317
365,1999817;0,238897577;415,1999817;0,918586969
364,7999878;0,238147184;414,7999878;0,913212359
364,3999939;0,237095505;414,3999939;0,906535506
364;0,236170664;414;0,900315583
363,6000061;0,23511757;413,6000061;0,893447399
363,1999817;0,234260142;413,1999817;0,886525631
362,7999878;0,233346671;412,7999878;0,879100442
362,3999939;0,232388705;412,3999939;0,872037649
362;0,231281459;412;0,864244402
361,6000061;0,230198845;411,6000061;0,856026888
361,1999817;0,229511708;411,1999817;0,847666562
360,7999878;0,228632882;410,7999878;0,839231551
360,3999939;0,2278817;410,3999939;0,830778182
360;0,227078691;410;0,822619259
359,6000061;0,226202101;409,6000061;0,813822329
359,1999817;0,224999756;409,1999817;0,805389345
358,7999878;0,224338442;408,7999878;0,796700358
358,3999939;0,223745167;408,3999939;0,788522959
358;0,222992629;408;0,779828012
357,6000061;0,221863017;407,6000061;0,771599293
357,1999817;0,221554935;407,1999817;0,763603807
356,7999878;0,220947281;406,7999878;0,755623043
356,3999939;0,220555842;406,3999939;0,747711062
356;0,220105186;406;0,739759803
355,6000061;0,219455838;405,6000061;0,732562363
355,1999817;0,219254658;405,1999817;0,725555062
354,7999878;0,218946323;404,7999878;0,718569398
354,3999939;0,218748033;404,3999939;0,711887658
354;0,218824804;404;0,705340624
353,6000061;0,218326002;403,6000061;0,699296117
353,1999817;0,218564987;403,1999817;0,694036067
352,7999878;0,218875185;402,7999878;0,688173533
352,3999939;0,218847334;402,3999939;0,683084607
352;0,219395816;402;0,677934647
351,6000061;0,219911575;401,6000061;0,673404515
351,1999817;0,220203176;401,1999817;0,669314563
350,7999878;0,220663399;400,7999878;0,665073216
350,3999939;0,22115317;400,3999939;0,66108489
350;0,221557915;400;0,657312572
;;399,6000061;0,654393792
;;399,1999817;0,651324928
;;398,7999878;0,64844501
;;398,3999939;0,645782292
;;398;0,643997431
;;397,6000061;0,641478658
;;397,1999817;0,639461637
;;396,7999878;0,637605071
;;396,3999939;0,636020303
;;396;0,634567499
;;395,6000061;0,632864118
;;395,1999817;0,631544471
;;394,7999878;0,630312502
;;394,3999939;0,62906605
;;394;0,627654254
;;393,6000061;0,626977384
;;393,1999817;0,625477314
;;392,7999878;0,624729633
;;392,3999939;0,623808324
;;392;0,623024881
;;391,6000061;0,621985078
;;391,1999817;0,621076286
;;390,7999878;0,620448887
;;390,3999939;0,619667471
;;390;0,618286192
;;389,6000061;0,617604673
;;389,1999817;0,616832018
;;388,7999878;0,616252601
;;388,3999939;0,615159929
;;388;0,614114702
;;387,6000061;0,613313377
;;387,1999817;0,61195004
;;386,7999878;0,611426473
;;386,3999939;0,610296249
;;386;0,609245896
;;385,6000061;0,608365059
;;385,1999817;0,606750727
;;384,7999878;0,605501413
;;384,3999939;0,604200304
;;384;0,602562487
;;383,6000061;0,600748241
;;383,1999817;0,598903537
;;382,7999878;0,597271681
;;382,3999939;0,595223367
;;382;0,593049347
;;381,6000061;0,590654314
;;381,1999817;0,588011563
;;380,7999878;0,585437298
;;380,3999939;0,582318187
;;380;0,579380333
;;379,6000061;0,576590657
;;379,1999817;0,573165417
;;378,7999878;0,569746614
;;378,3999939;0,566522956
;;378;0,563272953
;;377,6000061;0,559409261
;;377,1999817;0,555397809
;;376,7999878;0,551626265
;;376,3999939;0,547774553
;;376;0,543446422
;;375,6000061;0,539558053
;;375,1999817;0,535430729
;;374,7999878;0,531456411
;;374,3999939;0,527529597
;;374;0,523733318
;;373,6000061;0,519546747
;;373,1999817;0,515281439
;;372,7999878;0,511445582
;;372,3999939;0,507014155
;;372;0,503121018
;;371,6000061;0,499111772
;;371,1999817;0,495797992
;;370,7999878;0,491970331
;;370,3999939;0,488500297
;;370;0,484756827
;;369,6000061;0,480960459
;;369,1999817;0,477575511
;;368,7999878;0,474270642
;;368,3999939;0,471390277
;;368;0,46781823
;;367,6000061;0,464206725
;;367,1999817;0,461197764
;;366,7999878;0,458366215
;;366,3999939;0,45589599
;;366;0,452937871
;;365,6000061;0,450226694
;;365,1999817;0,447288334
;;364,7999878;0,444613218
;;364,3999939;0,442250401
;;364;0,439935237
;;363,6000061;0,437546402
;;363,1999817;0,434985787
;;362,7999878;0,432603777
;;362,3999939;0,430382311
;;362;0,428095013
;;361,6000061;0,425918847
;;361,1999817;0,423638254
;;360,7999878;0,421620011
;;360,3999939;0,419231951
;;360;0,417265117
;;359,6000061;0,415226698
;;359,1999817;0,413352311
;;358,7999878;0,411453813
;;358,3999939;0,409271091
;;358;0,407383829
;;357,6000061;0,405892551
;;357,1999817;0,404256284
;;356,7999878;0,402657449
;;356,3999939;0,401671439
;;356;0,400353462
;;355,6000061;0,39921248
;;355,1999817;0,398100376
;;354,7999878;0,397222817
;;354,3999939;0,396524668
;;354;0,395765841
;;353,6000061;0,39554292
;;353,1999817;0,395110011
;;352,7999878;0,395301729
;;352,3999939;0,395241499
;;352;0,395365238
;;351,6000061;0,395688295
;;351,1999817;0,396402985
;;350,7999878;0,397382319
;;350,3999939;0,397865415
;;350;0,398897201
