wavelength_fluor;em_rt_hp;wavelength_abs;abs_hp
;;445,6000061;0,562851489
;;445,1999817;0,566187322
;;444,7999878;0,56878674
;;444,3999939;0,570232451
;;444;0,57314682
;;443,6000061;0,575969398
;;443,1999817;0,577622175
;;442,7999878;0,580012679
;;442,3999939;0,581485331
;;442;0,58285898
;;441,6000061;0,585620284
;;441,1999817;0,586568654
;;440,7999878;0,587892532
;;440,3999939;0,587942898
;;440;0,588802218
;;439,6000061;0,589898467
;;439,1999817;0,591038764
;;438,7999878;0,591184199
;;438,3999939;0,592134595
;;438;0,593318522
;;437,6000061;0,592374086
;;437,1999817;0,593108296
;;436,7999878;0,593325973
;;436,3999939;0,593239427
;;436;0,593541026
;;435,6000061;0,591660619
;;435,1999817;0,592291176
;;434,7999878;0,591704845
;;434,3999939;0,590369165
;;434;0,590580344
;;433,6000061;0,58997047
;;433,1999817;0,588978887
;;432,7999878;0,588533938
;;432,3999939;0,587185144
;;432;0,585639775
;;431,6000061;0,585733771
;;431,1999817;0,584640503
;;430,7999878;0,582649708
;;430,3999939;0,582091212
;;430;0,580470443
;;429,6000061;0,57861203
;;429,1999817;0,578223467
;;428,7999878;0,576752484
;;428,3999939;0,576848328
;;428;0,574095428
;;427,6000061;0,573050559
;;427,1999817;0,572117567
;;426,7999878;0,570621967
;;426,3999939;0,568944335
;;426;0,568700373
;;425,6000061;0,568012118
;;425,1999817;0,565901339
;;424,7999878;0,565654755
;;424,3999939;0,565984964
;;424;0,565070927
;;423,6000061;0,563080967
;;423,1999817;0,562361538
;;422,7999878;0,562606692
;;422,3999939;0,562798679
;;422;0,559961438
;;421,6000061;0,560365737
;;421,1999817;0,560853839
;;420,7999878;0,559915423
;;420,3999939;0,557990551
;;420;0,558588803
;;419,6000061;0,55724287
;;419,1999817;0,558217526
;;418,7999878;0,556485891
;;418,3999939;0,557098806
;;418;0,556251347
;;417,6000061;0,555795431
;;417,1999817;0,555378676
;;416,7999878;0,555438221
;;416,3999939;0,555495918
;;416;0,553188384
;;415,6000061;0,55251509
;;415,1999817;0,551940143
;;414,7999878;0,551504731
;;414,3999939;0,549199402
;;414;0,54978776
;;413,6000061;0,547039807
;;413,1999817;0,546053708
;;412,7999878;0,545960784
;;412,3999939;0,544417322
;;412;0,543443561
;;411,6000061;0,541208565
;;411,1999817;0,539856792
;;410,7999878;0,537638724
;;410,3999939;0,537823021
;;410;0,535246015
;;409,6000061;0,533951938
;;409,1999817;0,533724845
;;408,7999878;0,530403793
;;408,3999939;0,528152645
;;408;0,527797341
;;407,6000061;0,525265217
;;407,1999817;0,523415685
;;406,7999878;0,522259057
;;406,3999939;0,51808548
;;406;0,51985383
;;405,6000061;0,515214503
;;405,1999817;0,515013874
;;404,7999878;0,512272179
;;404,3999939;0,511253774
;;404;0,507450998
;;403,6000061;0,506823182
;;403,1999817;0,506059229
;;402,7999878;0,504248977
;;402,3999939;0,503658652
;;402;0,501954675
;;401,6000061;0,501236081
;;401,1999817;0,49922961
;;400,7999878;0,496759713
;;400,3999939;0,495845556
;;400;0,49455446
;;399,6000061;0,494193375
;;399,1999817;0,493801087
;;398,7999878;0,493440539
;;398,3999939;0,492123276
;;398;0,490667611
;;397,6000061;0,490226686
;;397,1999817;0,489655405
;;396,7999878;0,488851756
;;396,3999939;0,489178956
;;396;0,488190502
;;395,6000061;0,487205058
;;395,1999817;0,488045186
;;394,7999878;0,486459136
;;394,3999939;0,487107754
;;394;0,487269223
;;393,6000061;0,48755756
;;393,1999817;0,48717466
;;392,7999878;0,486976534
;;392,3999939;0,488737285
;;392;0,48685199
;;391,6000061;0,486628324
;;391,1999817;0,486258447
;;390,7999878;0,48739329
;;390,3999939;0,487333328
;;390;0,488275737
;;389,6000061;0,487452775
;;389,1999817;0,487775534
;;388,7999878;0,487769604
;;388,3999939;0,488325477
;;388;0,48846969
;;387,6000061;0,488624275
;;387,1999817;0,487106949
;;386,7999878;0,486406386
;;386,3999939;0,487333566
;;386;0,486534208
;;385,6000061;0,487371177
;;385,1999817;0,488276094
;;384,7999878;0,487130553
;;384,3999939;0,487944692
;;384;0,486578882
;;383,6000061;0,485521644
;;383,1999817;0,485251993
;;382,7999878;0,486254156
;;382,3999939;0,485283583
;;382;0,48412168
;;381,6000061;0,48418197
;;381,1999817;0,48695609
;;380,7999878;0,48283118
;;380,3999939;0,483373195
;;380;0,482386828
;;379,6000061;0,482729912
;;379,1999817;0,482916683
;;378,7999878;0,480937481
;;378,3999939;0,481737167
;;378;0,482101023
;;377,6000061;0,478182286
;;377,1999817;0,476751268
;;376,7999878;0,477744103
;;376,3999939;0,476945251
;;376;0,476650536
;;375,6000061;0,475028664
;;375,1999817;0,474468827
;;374,7999878;0,473956525
;;374,3999939;0,471096218
;;374;0,470663101
;;373,6000061;0,469899476
;;373,1999817;0,468563855
;;372,7999878;0,468733788
;;372,3999939;0,466288298
;;372;0,466096342
;;371,6000061;0,465768665
;;371,1999817;0,466236264
;;370,7999878;0,46469903
;;370,3999939;0,464656502
;;370;0,464123994
;;369,6000061;0,462547869
;;369,1999817;0,462524235
;;368,7999878;0,462310731
;;368,3999939;0,461547017
;;368;0,459297538
;;367,6000061;0,458041102
;;367,1999817;0,459062636
;;366,7999878;0,457288802
;;366,3999939;0,458100289
;;366;0,455799937
;;365,6000061;0,457251906
;;365,1999817;0,45505026
;;364,7999878;0,455012173
;;364,3999939;0,455108225
;;364;0,454043299
;;363,6000061;0,452520579
;;363,1999817;0,45259434
;;362,7999878;0,449862212
;;362,3999939;0,451403976
;;362;0,452795535
;;361,6000061;0,451896697
;;361,1999817;0,45050928
;;360,7999878;0,447236449
;;360,3999939;0,450286925
;;360;0,44810909
;;359,6000061;0,450278014
;;359,1999817;0,449260622
;;358,7999878;0,44774133
;;358,3999939;0,447863311
;;358;0,448262543
;;357,6000061;0,447516829
;;357,1999817;0,446681649
;;356,7999878;0,447535038
;;356,3999939;0,446803182
;;356;0,443207592
;;355,6000061;0,44546026
;;355,1999817;0,447208643
;;354,7999878;0,44503814
;;354,3999939;0,446029395
;;354;0,446103692
;;353,6000061;0,445705533
;;353,1999817;0,448722184
;;352,7999878;0,446928561
;;352,3999939;0,447159857
;;352;0,450732619
;;351,6000061;0,448843867
;;351,1999817;0,449048698
;;350,7999878;0,452250212
;;350,3999939;0,45212692
;;350;0,453196645
