Wavelength (nm);Abs_HP;Abs_AT
482,7999878;0,47796157;0,189135283
482,3999939;0,478219509;0,189869776
482;0,479786962;0,190440297
481,6000061;0,47888124;0,191308081
481,1999817;0,479985297;0,191599608
480,7999878;0,480858833;0,192543387
480,3999939;0,48148948;0,193093374
480;0,481907725;0,193387792
479,6000061;0,482823908;0,194797561
479,1999817;0,483276218;0,194644511
478,7999878;0,484555572;0,195261523
478,3999939;0,485252649;0,196318373
478;0,486016572;0,197437257
477,6000061;0,486786276;0,198053509
477,1999817;0,487700105;0,198767126
476,7999878;0,487974495;0,199968115
476,3999939;0,489624113;0,20007363
476;0,490609795;0,201104626
475,6000061;0,491479754;0,201829642
475,1999817;0,492781907;0,20261313
474,7999878;0,493275791;0,203396693
474,3999939;0,494807214;0,203761905
474;0,494893462;0,20413357
473,6000061;0,495477498;0,205328196
473,1999817;0,495880127;0,205820933
472,7999878;0,497074008;0,206053048
472,3999939;0,497124463;0,20670262
472;0,498353034;0,207233369
471,6000061;0,498590261;0,20693925
471,1999817;0,499558508;0,207418338
470,7999878;0,49947983;0,207429439
470,3999939;0,498613447;0,207534745
470;0,500036478;0,207654029
469,6000061;0,499750316;0,207860395
469,1999817;0,500229657;0,207882658
468,7999878;0,500916302;0,208211988
468,3999939;0,500159323;0,207961664
468;0,500569105;0,207644463
467,6000061;0,499952287;0,207749575
467,1999817;0,499106586;0,207279801
466,7999878;0,498968095;0,20776014
466,3999939;0,499105156;0,207339764
466;0,499533445;0,2069287
465,6000061;0,499068022;0,20599094
465,1999817;0,49895379;0,205971733
464,7999878;0,497443348;0,205847874
464,3999939;0,497742862;0,205544755
464;0,498183996;0,204741687
463,6000061;0,497519463;0,205010295
463,1999817;0,497791141;0,204994112
462,7999878;0,496676773;0,204368815
462,3999939;0,496564925;0,203989044
462;0,496074796;0,203424484
461,6000061;0,496540487;0,204010695
461,1999817;0,496889502;0,202970386
460,7999878;0,495598972;0,203041151
460,3999939;0,496292114;0,202905044
460;0,496531695;0,202666804
459,6000061;0,496426225;0,202786684
459,1999817;0,496115804;0,202898845
458,7999878;0,496803105;0,202935323
458,3999939;0,497005165;0,202391923
458;0,49721694;0,2033474
457,6000061;0,498032123;0,203423321
457,1999817;0,498451948;0,204577968
456,7999878;0,498754025;0,204844564
456,3999939;0,499723256;0,204630554
456;0,500036538;0,205356225
455,6000061;0,501981497;0,206158742
455,1999817;0,503188729;0,207064882
454,7999878;0,504617274;0,208339572
454,3999939;0,505799711;0,209148333
454;0,507090509;0,210957974
453,6000061;0,509645462;0,212708652
453,1999817;0,511182666;0,213831961
452,7999878;0,513186276;0,215485558
452,3999939;0,515288115;0,218071654
452;0,517583191;0,219940305
451,6000061;0,519924343;0,222021505
451,1999817;0,521304846;0,223874062
450,7999878;0,525007427;0,226561517
450,3999939;0,527735412;0,229051545
450;0,530844331;0,231143564
449,6000061;0,533528566;0,234919846
449,1999817;0,5362643;0,237150013
448,7999878;0,539114595;0,240029782
448,3999939;0,542331994;0,243178025
448;0,545554638;0,245651737
447,6000061;0,548888922;0,248760864
447,1999817;0,551076233;0,251232982
446,7999878;0,554850757;0,254784584
446,3999939;0,55777055;0,257392317
446;0,559223115;0,260344088
445,6000061;0,562851489;0,263273329
445,1999817;0,566187322;0,266012549
444,7999878;0,56878674;0,269323885
444,3999939;0,570232451;0,271307439
444;0,57314682;0,273975015
443,6000061;0,575969398;0,27597782
443,1999817;0,577622175;0,2789011
442,7999878;0,580012679;0,281066567
442,3999939;0,581485331;0,282786846
442;0,58285898;0,285181224
441,6000061;0,585620284;0,285825014
441,1999817;0,586568654;0,28821972
440,7999878;0,587892532;0,289659143
440,3999939;0,587942898;0,290594697
440;0,588802218;0,291948617
439,6000061;0,589898467;0,29275474
439,1999817;0,591038764;0,294059038
438,7999878;0,591184199;0,294983119
438,3999939;0,592134595;0,295289427
438;0,593318522;0,295133323
437,6000061;0,592374086;0,295666188
437,1999817;0,593108296;0,295573801
436,7999878;0,593325973;0,29639712
436,3999939;0,593239427;0,29509604
436;0,593541026;0,29600203
435,6000061;0,591660619;0,295474827
435,1999817;0,592291176;0,295118243
434,7999878;0,591704845;0,294432521
434,3999939;0,590369165;0,293835133
434;0,590580344;0,292648196
433,6000061;0,58997047;0,292039067
433,1999817;0,588978887;0,291002214
432,7999878;0,588533938;0,290887803
432,3999939;0,587185144;0,28956756
432;0,585639775;0,289131522
431,6000061;0,585733771;0,287258565
431,1999817;0,584640503;0,286391944
430,7999878;0,582649708;0,285051823
430,3999939;0,582091212;0,284134001
430;0,580470443;0,282075763
429,6000061;0,57861203;0,281633884
429,1999817;0,578223467;0,280008405
428,7999878;0,576752484;0,278598338
428,3999939;0,576848328;0,27695024
428;0,574095428;0,276200324
427,6000061;0,573050559;0,27537185
427,1999817;0,572117567;0,273374021
426,7999878;0,570621967;0,272484839
426,3999939;0,568944335;0,272038519
426;0,568700373;0,270761013
425,6000061;0,568012118;0,270284087
425,1999817;0,565901339;0,269823343
424,7999878;0,565654755;0,269408733
424,3999939;0,565984964;0,267231077
424;0,565070927;0,266564786
423,6000061;0,563080967;0,265197933
423,1999817;0,562361538;0,265251964
422,7999878;0,562606692;0,264983058
422,3999939;0,562798679;0,26452747
422;0,559961438;0,263972849
421,6000061;0,560365737;0,264052987
421,1999817;0,560853839;0,26337868
420,7999878;0,559915423;0,262533933
420,3999939;0,557990551;0,262015104
420;0,558588803;0,261450142
419,6000061;0,55724287;0,261273891
419,1999817;0,558217526;0,260710836
418,7999878;0,556485891;0,260988772
418,3999939;0,557098806;0,259490281
418;0,556251347;0,25917989
417,6000061;0,555795431;0,259027422
417,1999817;0,555378676;0,257818788
416,7999878;0,555438221;0,257405788
416,3999939;0,555495918;0,257006973
416;0,553188384;0,256194681
415,6000061;0,55251509;0,256355852
415,1999817;0,551940143;0,25543052
414,7999878;0,551504731;0,253500551
414,3999939;0,549199402;0,253421962
414;0,54978776;0,252432287
413,6000061;0,547039807;0,250821292
413,1999817;0,546053708;0,250139326
412,7999878;0,545960784;0,249257714
412,3999939;0,544417322;0,247256666
412;0,543443561;0,24626711
411,6000061;0,541208565;0,245870739
411,1999817;0,539856792;0,243553445
410,7999878;0,537638724;0,242656902
410,3999939;0,537823021;0,241961896
410;0,535246015;0,240599394
409,6000061;0,533951938;0,239432082
409,1999817;0,533724845;0,237053409
408,7999878;0,530403793;0,23600018
408,3999939;0,528152645;0,235103861
408;0,527797341;0,232300311
407,6000061;0,525265217;0,230937421
407,1999817;0,523415685;0,229101196
406,7999878;0,522259057;0,228504181
406,3999939;0,51808548;0,227637842
406;0,51985383;0,223794788
405,6000061;0,515214503;0,222992241
405,1999817;0,515013874;0,221347824
404,7999878;0,512272179;0,220883563
404,3999939;0,511253774;0,220049039
404;0,507450998;0,217469364
403,6000061;0,506823182;0,216435596
403,1999817;0,506059229;0,214708865
402,7999878;0,504248977;0,214267537
402,3999939;0,503658652;0,213045895
402;0,501954675;0,210585818
401,6000061;0,501236081;0,210857809
401,1999817;0,49922961;0,20963648
400,7999878;0,496759713;0,208684415
400,3999939;0,495845556;0,207131684
400;0,49455446;0,205310538
399,6000061;0,494193375;0,204883233
399,1999817;0,493801087;0,204826236
398,7999878;0,493440539;0,202556595
398,3999939;0,492123276;0,202893555
398;0,490667611;0,203264847
397,6000061;0,490226686;0,201527879
397,1999817;0,489655405;0,201539353
396,7999878;0,488851756;0,20129104
396,3999939;0,489178956;0,201687396
396;0,488190502;0,200298727
395,6000061;0,487205058;0,200450897
395,1999817;0,488045186;0,199613363
394,7999878;0,486459136;0,19981508
394,3999939;0,487107754;0,200491145
394;0,487269223;0,19980593
393,6000061;0,48755756;0,198759675
393,1999817;0,48717466;0,199265778
392,7999878;0,486976534;0,19889982
392,3999939;0,488737285;0,199346468
392;0,48685199;0,198837206
391,6000061;0,486628324;0,197727814
391,1999817;0,486258447;0,199143753
390,7999878;0,48739329;0,196625903
390,3999939;0,487333328;0,198936567
390;0,488275737;0,19798179
389,6000061;0,487452775;0,198019609
389,1999817;0,487775534;0,198690057
388,7999878;0,487769604;0,197567627
388,3999939;0,488325477;0,197939113
388;0,48846969;0,198150471
387,6000061;0,488624275;0,197393864
387,1999817;0,487106949;0,198728994
386,7999878;0,486406386;0,196784779
386,3999939;0,487333566;0,197175741
386;0,486534208;0,197929323
385,6000061;0,487371177;0,197394922
385,1999817;0,488276094;0,196101889
384,7999878;0,487130553;0,196820244
384,3999939;0,487944692;0,194804132
384;0,486578882;0,195636377
383,6000061;0,485521644;0,196702033
383,1999817;0,485251993;0,19661133
382,7999878;0,486254156;0,194879741
382,3999939;0,485283583;0,193561137
382;0,48412168;0,194284648
381,6000061;0,48418197;0,194427326
381,1999817;0,48695609;0,193121716
380,7999878;0,48283118;0,194092214
380,3999939;0,483373195;0,193667948
380;0,482386828;0,192950249
379,6000061;0,482729912;0,191649512
379,1999817;0,482916683;0,191381395
378,7999878;0,480937481;0,190467462
378,3999939;0,481737167;0,190142646
378;0,482101023;0,18772611
377,6000061;0,478182286;0,188725308
377,1999817;0,476751268;0,187747419
376,7999878;0,477744103;0,186167613
376,3999939;0,476945251;0,18594043
376;0,476650536;0,184962288
375,6000061;0,475028664;0,184191689
375,1999817;0,474468827;0,185080603
374,7999878;0,473956525;0,182944328
374,3999939;0,471096218;0,182230622
374;0,470663101;0,181164295
373,6000061;0,469899476;0,181520715
373,1999817;0,468563855;0,179428458
372,7999878;0,468733788;0,179883167
372,3999939;0,466288298;0,177564696
372;0,466096342;0,178481177
371,6000061;0,465768665;0,178265661
371,1999817;0,466236264;0,17681317
370,7999878;0,46469903;0,175152525
370,3999939;0,464656502;0,175633609
370;0,464123994;0,175585643
369,6000061;0,462547869;0,174234495
369,1999817;0,462524235;0,174336776
368,7999878;0,462310731;0,173236936
368,3999939;0,461547017;0,17215845
368;0,459297538;0,172020614
367,6000061;0,458041102;0,172809348
367,1999817;0,459062636;0,171453908
366,7999878;0,457288802;0,171454281
366,3999939;0,458100289;0,170102358
366;0,455799937;0,168403491
365,6000061;0,457251906;0,167686716
365,1999817;0,45505026;0,167283058
364,7999878;0,455012173;0,16664578
364,3999939;0,455108225;0,1667521
364;0,454043299;0,167473912
363,6000061;0,452520579;0,164284632
363,1999817;0,45259434;0,16638051
362,7999878;0,449862212;0,164981172
362,3999939;0,451403976;0,164455175
362;0,452795535;0,165712297
361,6000061;0,451896697;0,16295591
361,1999817;0,45050928;0,16305846
360,7999878;0,447236449;0,162039295
360,3999939;0,450286925;0,161736444
360;0,44810909;0,16169782
359,6000061;0,450278014;0,160749942
359,1999817;0,449260622;0,159981355
358,7999878;0,44774133;0,160933256
358,3999939;0,447863311;0,16030474
358;0,448262543;0,16053623
357,6000061;0,447516829;0,157391593
357,1999817;0,446681649;0,157761812
356,7999878;0,447535038;0,160155922
356,3999939;0,446803182;0,156693757
356;0,443207592;0,159018606
355,6000061;0,44546026;0,158467382
355,1999817;0,447208643;0,159034923
354,7999878;0,44503814;0,158051029
354,3999939;0,446029395;0,157939598
354;0,446103692;0,158855423
353,6000061;0,445705533;0,158873305
353,1999817;0,448722184;0,158210233
352,7999878;0,446928561;0,158159107
352,3999939;0,447159857;0,156871215
352;0,450732619;0,156718969
351,6000061;0,448843867;0,158383116
351,1999817;0,449048698;0,158807844
350,7999878;0,452250212;0,159889132
350,3999939;0,45212692;0,159288153
350;0,453196645;0,159319833
