Jasmijn,,Mads,,Eva,,Koen,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
642,0.1387624741,642,0.0462430492,642,0.10392946,642,0.1847233474,
641.5999756,0.1354832649,641.5999756,0.04522366077,641.5999756,0.101408653,641.5999756,0.1804661304,
641.2000122,0.1321584433,641.2000122,0.04425595328,641.2000122,0.09908150136,641.2000122,0.1765482277,
640.7999878,0.1288643777,640.7999878,0.04320909828,640.7999878,0.0966424942,640.7999878,0.1726048887,
640.4000244,0.1257783175,640.4000244,0.04217357561,640.4000244,0.09437165409,640.4000244,0.1685613394,
640,0.1226996183,640,0.04115486145,640,0.09209777415,640,0.1647078395,
639.5999756,0.1198649481,639.5999756,0.040285483,639.5999756,0.08999630809,639.5999756,0.16111359,
639.2000122,0.1168467775,639.2000122,0.03936623037,639.2000122,0.08783657849,639.2000122,0.1576195657,
638.7999878,0.1141176969,638.7999878,0.03845310584,638.7999878,0.08562743664,638.7999878,0.1541263759,
638.4000244,0.1115270182,638.4000244,0.0377504006,638.4000244,0.0838605985,638.4000244,0.1507913768,
638,0.1089633778,638,0.03714678064,638,0.0820645839,638,0.1478600353,
637.5999756,0.1062499136,637.5999756,0.03611259907,637.5999756,0.08001579344,637.5999756,0.1448200941,
637.2000122,0.103948012,637.2000122,0.03530937433,637.2000122,0.07826229185,637.2000122,0.1418899447,
636.7999878,0.1019402593,636.7999878,0.03470411524,636.7999878,0.0766973868,636.7999878,0.1393653452,
636.4000244,0.09979439527,636.4000244,0.0341459848,636.4000244,0.07511581481,636.4000244,0.1368629485,
636,0.09790143371,636,0.03363027424,636,0.07373335958,636,0.1345435977,
635.5999756,0.09607420862,635.5999756,0.03288187832,635.5999756,0.07231033593,635.5999756,0.1322717071,
635.2000122,0.09435257316,635.2000122,0.03223953396,635.2000122,0.07096851617,635.2000122,0.1302078962,
634.7999878,0.09294322878,634.7999878,0.03182848543,634.7999878,0.06980171055,634.7999878,0.1283691972,
634.4000244,0.091406174,634.4000244,0.03127239645,634.4000244,0.06855357438,634.4000244,0.1265954524,
634,0.09020826966,634,0.03099877574,634,0.06757839769,634,0.1252432615,
633.5999756,0.08907237649,633.5999756,0.03071590699,633.5999756,0.06691157073,633.5999756,0.1240441054,
633.2000122,0.08811590821,633.2000122,0.03046656959,633.2000122,0.06622248888,633.2000122,0.1227511242,
632.7999878,0.0872207731,632.7999878,0.03030607849,632.7999878,0.06535455585,632.7999878,0.1216649711,
632.4000244,0.08652627468,632.4000244,0.03008818626,632.4000244,0.06471670419,632.4000244,0.120837599,
632,0.08597920835,632,0.02994683012,632,0.06440953165,632,0.1201810613,
631.5999756,0.08533404768,631.5999756,0.02978661284,631.5999756,0.06384763122,631.5999756,0.1196169779,
631.2000122,0.08479817212,631.2000122,0.02961212769,631.2000122,0.06338882446,631.2000122,0.1191576347,
630.7999878,0.08449499309,630.7999878,0.02944665961,630.7999878,0.06309480965,630.7999878,0.1188442707,
630.4000244,0.0841287747,630.4000244,0.02917723171,630.4000244,0.06292395294,630.4000244,0.1184763908,
630,0.08403182775,630,0.02930241264,630,0.06274712086,630,0.1184506491,
629.5999756,0.08401046693,629.5999756,0.02947555482,629.5999756,0.06274651736,629.5999756,0.1185232475,
629.2000122,0.08407545835,629.2000122,0.02936478145,629.2000122,0.06268180162,629.2000122,0.1184524149,
628.7999878,0.08394416422,628.7999878,0.0293083936,628.7999878,0.06260620803,628.7999878,0.1186124682,
628.4000244,0.08402946591,628.4000244,0.02923983149,628.4000244,0.06261332333,628.4000244,0.118753925,
628,0.08428250253,628,0.02943602204,628,0.06268446147,628,0.1190733165,
627.5999756,0.08441635221,627.5999756,0.02948749438,627.5999756,0.06284528971,627.5999756,0.119389087,
627.2000122,0.08479313552,627.2000122,0.02957047708,627.2000122,0.062960729,627.2000122,0.1198223084,
626.7999878,0.08503253758,626.7999878,0.02953102067,626.7999878,0.06300301105,626.7999878,0.1202829778,
626.4000244,0.08528663218,626.4000244,0.02965519577,626.4000244,0.06310798228,626.4000244,0.1207522005,
626,0.0856949091,626,0.02973826602,626,0.06338682026,626,0.1213807762,
625.5999756,0.08604818583,625.5999756,0.02977322228,625.5999756,0.06353002042,625.5999756,0.1217965633,
625.2000122,0.08639941365,625.2000122,0.02998577058,625.2000122,0.06374215335,625.2000122,0.1222178638,
624.7999878,0.08666666597,624.7999878,0.03007983416,624.7999878,0.06403901428,624.7999878,0.122796908,
624.4000244,0.08725127578,624.4000244,0.03040107153,624.4000244,0.06445144862,624.4000244,0.1233724281,
624,0.08747183532,624,0.03041023389,624,0.06436293572,624,0.1239241883,
623.5999756,0.08777254075,623.5999756,0.0304699298,623.5999756,0.06473755091,623.5999756,0.1244268417,
623.2000122,0.08820438385,623.2000122,0.03069984913,623.2000122,0.06509499252,623.2000122,0.1249457449,
622.7999878,0.0885720253,622.7999878,0.03081618808,622.7999878,0.06523346156,622.7999878,0.125421837,
622.4000244,0.08896011859,622.4000244,0.03087932989,622.4000244,0.06558013707,622.4000244,0.1257874519,
622,0.08912945539,622,0.03082074597,622,0.06566040963,622,0.1261071712,
621.5999756,0.08948175609,621.5999756,0.03103021905,621.5999756,0.06587187201,621.5999756,0.1266473234,
621.2000122,0.08968232572,621.2000122,0.03095251694,621.2000122,0.06589027494,621.2000122,0.1269252449,
620.7999878,0.08981762826,620.7999878,0.03089973144,620.7999878,0.0660136342,620.7999878,0.1271235049,
620.4000244,0.09013614058,620.4000244,0.03103327751,620.4000244,0.06616400182,620.4000244,0.1274870634,
620,0.09040910751,620,0.03112084046,620,0.06630152464,620,0.1276609302,
619.5999756,0.09060615301,619.5999756,0.03131435066,619.5999756,0.06645977497,619.5999756,0.1278481334,
619.2000122,0.09073877335,619.2000122,0.03130118921,619.2000122,0.06668861955,619.2000122,0.1280866712,
618.7999878,0.0908683762,618.7999878,0.03139612451,618.7999878,0.06667081267,618.7999878,0.1282392144,
618.4000244,0.09078729898,618.4000244,0.03123893216,618.4000244,0.06660930812,618.4000244,0.1282559782,
618,0.09075651318,618,0.03110112436,618,0.06643727422,618,0.1281037778,
617.5999756,0.09067267925,617.5999756,0.03099980392,617.5999756,0.06648870558,617.5999756,0.1280220747,
617.2000122,0.09062844515,617.2000122,0.03107993491,617.2000122,0.06636955589,617.2000122,0.1281479001,
616.7999878,0.09051833302,616.7999878,0.03126157448,616.7999878,0.06641027331,616.7999878,0.1280013621,
616.4000244,0.09049837291,616.4000244,0.03130316734,616.4000244,0.06648933887,616.4000244,0.1280109584,
616,0.09032206237,616,0.03104509413,616,0.06619683653,616,0.1277070194,
615.5999756,0.09005357325,615.5999756,0.03104464896,615.5999756,0.06629461795,615.5999756,0.1275655329,
615.2000122,0.08977901191,615.2000122,0.03080384992,615.2000122,0.06591570377,615.2000122,0.127078101,
614.7999878,0.0897160247,614.7999878,0.03077083826,614.7999878,0.06575649977,614.7999878,0.1268848181,
614.4000244,0.08924617618,614.4000244,0.03069095872,614.4000244,0.06549708545,614.4000244,0.1264106482,
614,0.08878525347,614,0.03052563407,614,0.06522922218,614,0.1259328872,
613.5999756,0.08845783025,613.5999756,0.03036767431,613.5999756,0.06507406384,613.5999756,0.1255765855,
613.2000122,0.08809374273,613.2000122,0.03024582192,613.2000122,0.06478599459,613.2000122,0.1249875054,
612.7999878,0.08774861693,612.7999878,0.03019273281,612.7999878,0.06436593831,612.7999878,0.1246232837,
612.4000244,0.08713982999,612.4000244,0.02998998575,612.4000244,0.06406829506,612.4000244,0.1238743365,
612,0.08676806092,612,0.02990850434,612,0.06369745731,612,0.1231963858,
611.5999756,0.08623000234,611.5999756,0.02971597947,611.5999756,0.06338600814,611.5999756,0.1224929914,
611.2000122,0.08579201251,611.2000122,0.02961223945,611.2000122,0.06314309686,611.2000122,0.121828638,
610.7999878,0.08500946313,610.7999878,0.02927674167,610.7999878,0.06257660687,610.7999878,0.1208771244,
610.4000244,0.08432921022,610.4000244,0.02910127118,610.4000244,0.06213980913,610.4000244,0.1201470271,
610,0.08387491852,610,0.02900221571,610,0.06167471781,610,0.1193890199,
609.5999756,0.08333324641,609.5999756,0.02897335216,609.5999756,0.06147012115,609.5999756,0.1185658351,
609.2000122,0.08247150481,609.2000122,0.02871776745,609.2000122,0.06087969244,609.2000122,0.1175662503,
608.7999878,0.08169069141,608.7999878,0.0282584317,608.7999878,0.06034321338,608.7999878,0.1163899451,
608.4000244,0.08093361557,608.4000244,0.02802836522,608.4000244,0.05985038728,608.4000244,0.1155589744,
608,0.08022010326,608,0.02762117237,608,0.05930339918,608,0.1145493984,
607.5999756,0.07967942208,607.5999756,0.02749983966,607.5999756,0.05881024152,607.5999756,0.113747701,
607.2000122,0.078864187,607.2000122,0.02734802105,607.2000122,0.05838230625,607.2000122,0.1127520278,
606.7999878,0.0780858621,606.7999878,0.02703341469,606.7999878,0.05793479457,606.7999878,0.1117657572,
606.4000244,0.07724156976,606.4000244,0.02678678744,606.4000244,0.05739821866,606.4000244,0.110687688,
606,0.07630120963,606,0.02660227381,606,0.0568667613,606,0.1094913632,
605.5999756,0.075410299,605.5999756,0.02627481334,605.5999756,0.05617147312,605.5999756,0.1081743762,
605.2000122,0.07468126714,605.2000122,0.0259584263,605.2000122,0.05575319007,605.2000122,0.1070218086,
604.7999878,0.07396517694,604.7999878,0.0258145351,604.7999878,0.05512697995,604.7999878,0.1061635315,
604.4000244,0.07305356115,604.4000244,0.02542791143,604.4000244,0.05446123332,604.4000244,0.105095081,
604,0.07200898975,604,0.02517986298,604,0.05400557816,604,0.1039071381,
603.5999756,0.07127252221,603.5999756,0.0249284748,603.5999756,0.05342004821,603.5999756,0.1028842628,
603.2000122,0.07048118114,603.2000122,0.02451976761,603.2000122,0.05267981067,603.2000122,0.1016666889,
602.7999878,0.06973651052,602.7999878,0.02442892641,602.7999878,0.05225889385,602.7999878,0.1005743742,
602.4000244,0.0690542236,602.4000244,0.0242041368,602.4000244,0.051740475,602.4000244,0.09952718019,
602,0.06814694405,602,0.02380704693,602,0.05094987899,602,0.09845218062,
601.5999756,0.06740432233,601.5999756,0.02358452044,601.5999756,0.05049099773,601.5999756,0.09737403691,
601.2000122,0.06656042486,601.2000122,0.02333042026,601.2000122,0.04996655509,601.2000122,0.09646270424,
600.7999878,0.065926373,600.7999878,0.02316669933,600.7999878,0.04947375506,600.7999878,0.09545554966,
600.4000244,0.06514148414,600.4000244,0.02295566164,600.4000244,0.04897658899,600.4000244,0.09446340799,
600,0.06439764798,600,0.02259087935,600,0.04859166592,600,0.09341218323,
599.5999756,0.06361323595,599.5999756,0.02231127955,599.5999756,0.04805247858,599.5999756,0.09257074445,
599.2000122,0.06299827993,599.2000122,0.0222405158,599.2000122,0.04758778214,599.2000122,0.09162186086,
598.7999878,0.0621274747,598.7999878,0.0217867773,598.7999878,0.04704274237,598.7999878,0.09045488387,
598.4000244,0.06164440513,598.4000244,0.0216190666,598.4000244,0.04672957212,598.4000244,0.08967777342,
598,0.06122251973,598,0.02164453454,598,0.04642163962,598,0.08903595805,
597.5999756,0.06046860665,597.5999756,0.02137788758,597.5999756,0.04587993026,597.5999756,0.08820609748,
597.2000122,0.05992371961,597.2000122,0.02132910863,597.2000122,0.04549598694,597.2000122,0.08752902597,
596.7999878,0.05957003683,596.7999878,0.0210849382,596.7999878,0.04507433251,596.7999878,0.08694375306,
596.4000244,0.05883033574,596.4000244,0.02076413482,596.4000244,0.04462445527,596.4000244,0.08611257374,
596,0.05824523047,596,0.02052763663,596,0.04425188154,596,0.08538594097,
595.5999756,0.05796887353,595.5999756,0.02050760761,595.5999756,0.04405971244,595.5999756,0.08496016264,
595.2000122,0.05763510242,595.2000122,0.02037763782,595.2000122,0.04379730299,595.2000122,0.08445672691,
594.7999878,0.05727583542,594.7999878,0.02041681483,594.7999878,0.04369017109,594.7999878,0.08408842981,
594.4000244,0.05694811791,594.4000244,0.02027963102,594.4000244,0.04363850504,594.4000244,0.08379686624,
594,0.05667181686,594,0.02013874799,594,0.04330118001,594,0.08330270648,
593.5999756,0.05666692182,593.5999756,0.02021112293,593.5999756,0.04318296537,593.5999756,0.08312273771,
593.2000122,0.0563589111,593.2000122,0.02018815279,593.2000122,0.04312541336,593.2000122,0.08286611736,
592.7999878,0.05612908304,592.7999878,0.01990448684,592.7999878,0.04286685213,592.7999878,0.08254594356,
592.4000244,0.05597539991,592.4000244,0.0199412629,592.4000244,0.04261220992,592.4000244,0.08246158063,
592,0.05588129908,592,0.01976069063,592,0.04254385829,592,0.08212056011,
591.5999756,0.05553568527,591.5999756,0.01980620623,591.5999756,0.04251222312,591.5999756,0.08209647983,
591.2000122,0.05548191443,591.2000122,0.01975936256,591.2000122,0.04245436192,591.2000122,0.08205570281,
590.7999878,0.05555839837,590.7999878,0.01965209655,590.7999878,0.04231631383,590.7999878,0.08183708787,
590.4000244,0.05570460111,590.4000244,0.01985429972,590.4000244,0.04236140475,590.4000244,0.08197391033,
590,0.05546826869,590,0.01981823519,590,0.04224267229,590,0.08191426098,
589.5999756,0.05546956137,589.5999756,0.01985102147,589.5999756,0.04240212962,589.5999756,0.0819247365,
589.2000122,0.05525960773,589.2000122,0.01976562105,589.2000122,0.04217112437,589.2000122,0.08179130405,
588.7999878,0.05527212843,588.7999878,0.01952565834,588.7999878,0.04205666482,588.7999878,0.08186569065,
588.4000244,0.05538000911,588.4000244,0.01975814439,588.4000244,0.04185389355,588.4000244,0.08192273229,
588,0.05554745346,588,0.01983454637,588,0.04200949892,588,0.08198666573,
587.5999756,0.05536071956,587.5999756,0.01975277998,587.5999756,0.0419630222,587.5999756,0.08172628284,
587.2000122,0.05524852127,587.2000122,0.01970179938,587.2000122,0.0418985337,587.2000122,0.08182878047,
586.7999878,0.05539250746,586.7999878,0.01972617768,586.7999878,0.04182273895,586.7999878,0.08195343614,
586.4000244,0.05515751615,586.4000244,0.01958495937,586.4000244,0.04175239801,586.4000244,0.08161077648,
586,0.05506132916,586,0.01967698708,586,0.04170204327,586,0.08152169734,
585.5999756,0.05492153764,585.5999756,0.01953153312,585.5999756,0.04154190421,585.5999756,0.08164224029,
585.2000122,0.0549807325,585.2000122,0.0193586573,585.2000122,0.04154221714,585.2000122,0.08151123673,
584.7999878,0.05492245033,584.7999878,0.01943693869,584.7999878,0.04149057716,584.7999878,0.08146698773,
584.4000244,0.05485001579,584.4000244,0.01961374655,584.4000244,0.04140001908,584.4000244,0.08158472925,
584,0.05454730988,584,0.01933746412,584,0.04118577018,584,0.08122859895,
583.5999756,0.05442960188,583.5999756,0.01941086911,583.5999756,0.04113177955,583.5999756,0.08098616451,
583.2000122,0.05436977372,583.2000122,0.01938385516,583.2000122,0.04099648818,583.2000122,0.08093570173,
582.7999878,0.05417967588,582.7999878,0.01913620532,582.7999878,0.04074359685,582.7999878,0.08070047945,
582.4000244,0.05381481722,582.4000244,0.01917275414,582.4000244,0.0406152159,582.4000244,0.08034992963,
582,0.05365615338,582,0.01916036196,582,0.0405776985,582,0.08016891032,
581.5999756,0.05343351513,581.5999756,0.01911797188,581.5999756,0.04038649425,581.5999756,0.07981590182,
581.2000122,0.05318229273,581.2000122,0.01880775392,581.2000122,0.04017402232,581.2000122,0.07948829979,
580.7999878,0.05281443894,580.7999878,0.01876120828,580.7999878,0.03989062086,580.7999878,0.07909137011,
580.4000244,0.05255205929,580.4000244,0.01871431619,580.4000244,0.03974047676,580.4000244,0.07881061733,
580,0.05231019109,580,0.01861919463,580,0.03955772519,580,0.07860994339,
579.5999756,0.05184680969,579.5999756,0.01857288554,579.5999756,0.03934239596,579.5999756,0.07806695998,
579.2000122,0.05163932964,579.2000122,0.01855067909,579.2000122,0.03910474107,579.2000122,0.07769367844,
578.7999878,0.05119605735,578.7999878,0.01816433854,578.7999878,0.03879138082,578.7999878,0.07713955641,
578.4000244,0.05092292652,578.4000244,0.01814625412,578.4000244,0.03855142742,578.4000244,0.07681065798,
578,0.05046009272,578,0.01811548509,578,0.03837219626,578,0.07621638477,
577.5999756,0.05008701235,577.5999756,0.01804210991,577.5999756,0.0380808115,577.5999756,0.07592213154,
577.2000122,0.04985150695,577.2000122,0.01768070087,577.2000122,0.03786443546,577.2000122,0.07532839477,
576.7999878,0.04936750606,576.7999878,0.01758068614,576.7999878,0.03740054742,576.7999878,0.07476406544,
576.4000244,0.04889879376,576.4000244,0.01763357595,576.4000244,0.03703659773,576.4000244,0.07426185906,
576,0.04848716781,576,0.01723145694,576,0.03670410812,576,0.07378391176,
575.5999756,0.04809455201,575.5999756,0.01725550927,575.5999756,0.03655543178,575.5999756,0.0732748732,
575.2000122,0.04786917195,575.2000122,0.01725957729,575.2000122,0.03635250777,575.2000122,0.07284545898,
574.7999878,0.04743530229,574.7999878,0.01695469394,574.7999878,0.03606281057,574.7999878,0.07219015807,
574.4000244,0.04675889015,574.4000244,0.01677242666,574.4000244,0.03556715325,574.4000244,0.07162561268,
574,0.04639816284,574,0.01659478061,574,0.03535927087,574,0.0710471645,
573.5999756,0.04608482495,573.5999756,0.01651859656,573.5999756,0.03504141793,573.5999756,0.07048368454,
573.2000122,0.04579178616,573.2000122,0.01646519639,573.2000122,0.03472581878,573.2000122,0.07010876387,
572.7999878,0.04524385557,572.7999878,0.01635863259,572.7999878,0.03446783498,572.7999878,0.06951568276,
572.4000244,0.04461140558,572.4000244,0.01618994214,572.4000244,0.03415690735,572.4000244,0.06880035251,
572,0.04430316389,572,0.01610918157,572,0.03389215097,572,0.06823774427,
571.5999756,0.04379343614,571.5999756,0.01594765112,571.5999756,0.03346005082,571.5999756,0.06751471013,
571.2000122,0.04314042255,571.2000122,0.01572728716,571.2000122,0.03289184719,571.2000122,0.06672595441,
570.7999878,0.04256486893,570.7999878,0.01558806095,570.7999878,0.03262451291,570.7999878,0.0661573112,
570.4000244,0.04193493724,570.4000244,0.01539598592,570.4000244,0.03222598508,570.4000244,0.06550623477,
570,0.04122129083,570,0.01505979244,570,0.03178860247,570,0.06467653066,
569.5999756,0.04093717411,569.5999756,0.01474870928,569.5999756,0.03153085336,569.5999756,0.06413942575,
569.2000122,0.04033735022,569.2000122,0.01465453394,569.2000122,0.03108816594,569.2000122,0.06318623573,
568.7999878,0.03990903497,568.7999878,0.01446407661,568.7999878,0.03069687635,568.7999878,0.0624242425,
568.4000244,0.03927815333,568.4000244,0.0142797213,568.4000244,0.03049797565,568.4000244,0.06187078357,
568,0.03878218308,568,0.01416705921,568,0.03001897223,568,0.06115218624,
567.5999756,0.03798841685,567.5999756,0.014051673,567.5999756,0.02934090607,567.5999756,0.06011165306,
567.2000122,0.03742024302,567.2000122,0.01374483854,567.2000122,0.02907129377,567.2000122,0.05949353054,
566.7999878,0.03683035076,566.7999878,0.01355830394,566.7999878,0.0284883976,566.7999878,0.05870070681,
566.4000244,0.03599882498,566.4000244,0.01324680075,566.4000244,0.02811684087,566.4000244,0.05784292892,
566,0.03552001342,566,0.01307704672,566,0.02757061087,566,0.05706568435,
565.5999756,0.03509260714,565.5999756,0.01305695903,565.5999756,0.02727215923,565.5999756,0.0565450415,
565.2000122,0.0345403105,565.2000122,0.01282003336,565.2000122,0.02693160623,565.2000122,0.05563604087,
564.7999878,0.03368898481,564.7999878,0.01253365073,564.7999878,0.02647497877,564.7999878,0.05475647748,
564.4000244,0.03319426998,564.4000244,0.01233266853,564.4000244,0.02609222196,564.4000244,0.05397485569,
564,0.0328130573,564,0.01225605607,564,0.0258378312,564,0.05339730531,
563.5999756,0.03207186237,563.5999756,0.01189176645,563.5999756,0.02515945397,563.5999756,0.05244263262,
563.2000122,0.03153928742,563.2000122,0.01182241458,563.2000122,0.02470501512,563.2000122,0.05169729143,
562.7999878,0.03078903817,562.7999878,0.011571832,562.7999878,0.02431893907,562.7999878,0.05085249618,
562.4000244,0.03018019162,562.4000244,0.0113559356,562.4000244,0.02400271408,562.4000244,0.05008273944,
562,0.02966777794,562,0.01124859881,562,0.02346436307,562,0.04928088561,
561.5999756,0.02890564501,561.5999756,0.01093922462,561.5999756,0.02307914384,561.5999756,0.0485352166,
561.2000122,0.02839335054,561.2000122,0.01059754938,561.2000122,0.02262390219,561.2000122,0.04773615301,
560.7999878,0.02793198265,560.7999878,0.01060335804,560.7999878,0.02237137035,560.7999878,0.04724004492,
560.4000244,0.02733930945,560.4000244,0.01035366394,560.4000244,0.02197219618,560.4000244,0.04650818184,
560,0.02686710842,560,0.01017827913,560,0.02168913186,560,0.04576966912,
559.5999756,0.02630203962,559.5999756,0.009777653962,559.5999756,0.02091133222,559.5999756,0.04505259544,
559.2000122,0.0259216316,559.2000122,0.009947023354,559.2000122,0.02089552395,559.2000122,0.04448308051,
558.7999878,0.02567275055,558.7999878,0.009799814783,558.7999878,0.02049672604,558.7999878,0.04409237579,
558.4000244,0.0252106972,558.4000244,0.009731880389,558.4000244,0.02027143911,558.4000244,0.04363066331,
558,0.02471438609,558,0.009622219019,558,0.02002092265,558,0.04313473403,
557.5999756,0.02391395159,557.5999756,0.009289299138,557.5999756,0.01964491978,557.5999756,0.04244365916,
557.2000122,0.02383305319,557.2000122,0.009050481953,557.2000122,0.01942600124,557.2000122,0.0420021154,
556.7999878,0.02357367054,556.7999878,0.009146040305,556.7999878,0.01911526732,556.7999878,0.04149781168,
556.4000244,0.02307654917,556.4000244,0.008893536404,556.4000244,0.0187562611,556.4000244,0.04103483632,
556,0.02284435555,556,0.009136443958,556,0.01865245774,556,0.04083288088,
555.5999756,0.02261577547,555.5999756,0.008970984258,555.5999756,0.01845400035,555.5999756,0.04040160775,
555.2000122,0.02220640518,555.2000122,0.008873033337,555.2000122,0.01818039827,555.2000122,0.04004470259,
554.7999878,0.02208526805,554.7999878,0.008822811767,554.7999878,0.01811194979,554.7999878,0.0396185182,
554.4000244,0.02196952887,554.4000244,0.008812878281,554.4000244,0.01794117503,554.4000244,0.03944727033,
554,0.02165256068,554,0.008495545946,554,0.01765759662,554,0.03916210309,
553.5999756,0.0213688612,553.5999756,0.008486808278,553.5999756,0.01748427749,553.5999756,0.03874903917,
553.2000122,0.02129719034,553.2000122,0.008403903805,553.2000122,0.01744784229,553.2000122,0.03884032369,
552.7999878,0.02113735862,552.7999878,0.008285737596,552.7999878,0.01736234874,552.7999878,0.03848316893,
552.4000244,0.02092284895,552.4000244,0.008194403723,552.4000244,0.01729109325,552.4000244,0.03816596419,
552,0.02086583711,552,0.008324393071,552,0.01723948494,552,0.03798723221,
551.5999756,0.02072875574,551.5999756,0.008271806873,551.5999756,0.01702430658,551.5999756,0.0379226245,
551.2000122,0.02062170953,551.2000122,0.008221786469,551.2000122,0.0169426091,551.2000122,0.03766852245,
550.7999878,0.02043116838,550.7999878,0.00818654336,550.7999878,0.01695246063,550.7999878,0.03755414486,
550.4000244,0.02037047595,550.4000244,0.00819007773,550.4000244,0.01684408076,550.4000244,0.03761146963,
550,0.02031820267,550,0.008217354305,550,0.01692371443,550,0.03755767271,
549.5999756,0.02015767433,549.5999756,0.008017911576,549.5999756,0.0166691225,549.5999756,0.03724015132,
549.2000122,0.01999284141,549.2000122,0.007977833971,549.2000122,0.01654817536,549.2000122,0.03723143786,
548.7999878,0.02004914358,548.7999878,0.007945352234,548.7999878,0.01662089676,548.7999878,0.0371992588,
548.4000244,0.01996806823,548.4000244,0.007848343812,548.4000244,0.01639054157,548.4000244,0.03712994605,
548,0.0198505614,548,0.007904674858,548,0.01648533531,548,0.03702583164,
547.5999756,0.01981338486,547.5999756,0.007531899028,547.5999756,0.01619709097,547.5999756,0.03678107262,
547.2000122,0.01980842836,547.2000122,0.007696864195,547.2000122,0.0162591897,547.2000122,0.03690144792,
546.7999878,0.01975502819,546.7999878,0.007701343391,546.7999878,0.01624766178,546.7999878,0.03670762852,
546.4000244,0.01980791241,546.4000244,0.0079363361,546.4000244,0.01637282595,546.4000244,0.03688205779,
546,0.01979455538,546,0.007804776076,546,0.01620936953,546,0.03694290295,
545.5999756,0.01968164556,545.5999756,0.007707456592,545.5999756,0.01614759862,545.5999756,0.03669796884,
545.2000122,0.0196157787,545.2000122,0.007620960008,545.2000122,0.01605954021,545.2000122,0.03643467277,
544.7999878,0.01967606694,544.7999878,0.007646778133,544.7999878,0.01603668183,544.7999878,0.03673633561,
544.4000244,0.01965976134,544.4000244,0.00771876052,544.4000244,0.01613099501,544.4000244,0.03676630929,
544,0.01965802722,544,0.007789147552,544,0.0161636658,544,0.0367266722,
543.5999756,0.01970618777,543.5999756,0.007814923301,543.5999756,0.01624395326,543.5999756,0.03673258796,
543.2000122,0.01969212852,543.2000122,0.007917565294,543.2000122,0.01612081379,543.2000122,0.03668317944,
542.7999878,0.01960015111,542.7999878,0.00786560867,542.7999878,0.01614985615,542.7999878,0.03684466332,
542.4000244,0.01953053288,542.4000244,0.007691805251,542.4000244,0.01606238633,542.4000244,0.03658265993,
542,0.01958842576,542,0.007735282648,542,0.01594603993,542,0.03656241298,
541.5999756,0.01951114647,541.5999756,0.007716125809,541.5999756,0.01589225419,541.5999756,0.0367843397,
541.2000122,0.01938696764,541.2000122,0.00762857357,541.2000122,0.01578081027,541.2000122,0.03655154258,
540.7999878,0.01955761015,540.7999878,0.007566457149,540.7999878,0.01587198116,540.7999878,0.03656188026,
540.4000244,0.01952923276,540.4000244,0.00759606529,540.4000244,0.01593457349,540.4000244,0.03652028739,
540,0.01935779117,540,0.007465846371,540,0.01567586325,540,0.03624387458,
539.5999756,0.01929673366,539.5999756,0.007413180079,539.5999756,0.01568386145,539.5999756,0.03614517674,
539.2000122,0.01944782026,539.2000122,0.007422449067,539.2000122,0.01592579111,539.2000122,0.03638070822,
538.7999878,0.01921785623,538.7999878,0.007370340638,538.7999878,0.01556917094,538.7999878,0.03624466434,
538.4000244,0.01941430755,538.4000244,0.00744425226,538.4000244,0.01564003713,538.4000244,0.03624356538,
538,0.01942288876,538,0.007599279284,538,0.0156365484,538,0.03624044359,
537.5999756,0.01922873221,537.5999756,0.007335903589,537.5999756,0.01559637859,537.5999756,0.03623551875,
537.2000122,0.01911077648,537.2000122,0.007284016348,537.2000122,0.01565578952,537.2000122,0.03612573817,
536.7999878,0.01897943951,536.7999878,0.007261510007,536.7999878,0.01534181274,536.7999878,0.0358838737,
536.4000244,0.01917050779,536.4000244,0.007293071598,536.4000244,0.01536688767,536.4000244,0.03593515977,
536,0.01890432276,536,0.007221949287,536,0.01509570517,536,0.03562416509,
535.5999756,0.01872423477,535.5999756,0.007071924862,535.5999756,0.01503961254,535.5999756,0.03534121439,
535.2000122,0.01885879226,535.2000122,0.007200999185,535.2000122,0.01526989602,535.2000122,0.03536432609,
534.7999878,0.01868015714,534.7999878,0.007079028524,534.7999878,0.01499124523,534.7999878,0.03540718183,
534.4000244,0.01846024022,534.4000244,0.006864564959,534.4000244,0.01478537358,534.4000244,0.03515266627,
534,0.0183043927,534,0.00681780884,534,0.01480412111,534,0.03495418653,
533.5999756,0.01831295155,533.5999756,0.007016201504,533.5999756,0.01489899959,533.5999756,0.03498981893,
533.2000122,0.01796310768,533.2000122,0.006831903476,533.2000122,0.01467429381,533.2000122,0.03462325782,
532.7999878,0.01776612364,532.7999878,0.006795721129,532.7999878,0.01435679849,532.7999878,0.03441495821,
532.4000244,0.01790761575,532.4000244,0.007019884884,532.4000244,0.01434901264,532.4000244,0.03439632431,
532,0.01766482182,532,0.00694544008,532,0.01416898519,532,0.03420199454,
531.5999756,0.01754192635,531.5999756,0.006809263024,531.5999756,0.01397737674,531.5999756,0.03399244323,
531.2000122,0.01736040786,531.2000122,0.006774213165,531.2000122,0.01388574671,531.2000122,0.0339439027,
530.7999878,0.01729955152,530.7999878,0.006770637352,530.7999878,0.01387251727,530.7999878,0.03367225826,
530.4000244,0.01707381569,530.4000244,0.006772425491,530.4000244,0.01367641799,530.4000244,0.03345692158,
