Baseline 100%T,,Eva,,Koen,,Jasmijn,,Mads,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
734,0.3590237498,734,0.003665371565,734,0.0349987112,734,-0.007025424857,734,0.01197983697,
733.5999756,0.3588022292,733.5999756,0.003753512166,733.5999756,0.03541521356,733.5999756,-0.007134476211,733.5999756,0.0125120962,
733.2000122,0.3586036861,733.2000122,0.004045841284,733.2000122,0.03565549478,733.2000122,-0.007063475903,733.2000122,0.01290261187,
732.7999878,0.3583601415,732.7999878,0.004266079515,732.7999878,0.03601707891,732.7999878,-0.007078655064,732.7999878,0.01353712659,
732.4000244,0.3580823243,732.4000244,0.004486168269,732.4000244,0.03630820662,732.4000244,-0.006975091994,732.4000244,0.01400525961,
732,0.3579587936,732,0.004589178134,732,0.03656154126,732,-0.007045953535,732,0.01434751414,
731.5999756,0.3576717675,731.5999756,0.004967604298,731.5999756,0.03696604446,731.5999756,-0.006847705692,731.5999756,0.0151517503,
731.2000122,0.3574024737,731.2000122,0.005154465325,731.2000122,0.03730990738,731.2000122,-0.00677798409,731.2000122,0.01571284793,
730.7999878,0.3570992351,730.7999878,0.005436992273,730.7999878,0.03780628741,730.7999878,-0.006762335543,730.7999878,0.01631584391,
730.4000244,0.3568338156,730.4000244,0.00588731328,730.4000244,0.03823374584,730.4000244,-0.006651712116,730.4000244,0.01695811376,
730,0.3566374183,730,0.00593864033,730,0.03855244443,730,-0.006505768746,730,0.01743997447,
729.5999756,0.3564372361,729.5999756,0.006175095681,729.5999756,0.03883471712,729.5999756,-0.006319672801,729.5999756,0.01831997186,
729.2000122,0.3562689126,729.2000122,0.006501956843,729.2000122,0.03927002102,729.2000122,-0.006293701008,729.2000122,0.01886801235,
728.7999878,0.3559581041,728.7999878,0.006820701528,728.7999878,0.03958125785,728.7999878,-0.0062872204,728.7999878,0.01962162741,
728.4000244,0.355622232,728.4000244,0.007307023741,728.4000244,0.04015633091,728.4000244,-0.006195513532,728.4000244,0.02041621879,
728,0.3555142581,728,0.007375527639,728,0.04042305797,728,-0.006106186658,728,0.02101317793,
727.5999756,0.3552080393,727.5999756,0.007723608986,727.5999756,0.04109643772,727.5999756,-0.00597308157,727.5999756,0.02184704132,
727.2000122,0.3551126122,727.2000122,0.008051347919,727.2000122,0.04153535143,727.2000122,-0.005921145435,727.2000122,0.02262343839,
726.7999878,0.3548758924,726.7999878,0.008496206254,726.7999878,0.04201765358,726.7999878,-0.005691112485,726.7999878,0.02335907333,
726.4000244,0.3547919989,726.4000244,0.008616541512,726.4000244,0.04239790514,726.4000244,-0.005789055955,726.4000244,0.02407527156,
726,0.3545222282,726,0.009101021104,726,0.04316558316,726,-0.005492500495,726,0.0250908304,
725.5999756,0.3543933034,725.5999756,0.00935904216,725.5999756,0.04360187054,725.5999756,-0.005576535594,725.5999756,0.0259027537,
725.2000122,0.3541486859,725.2000122,0.009780566208,725.2000122,0.04408759251,725.2000122,-0.005483758636,725.2000122,0.0266632922,
724.7999878,0.3540247083,724.7999878,0.01023992151,724.7999878,0.04459060729,724.7999878,-0.005347035825,724.7999878,0.02749956399,
724.4000244,0.3537851274,724.4000244,0.01078010909,724.4000244,0.04536174238,724.4000244,-0.005019114818,724.4000244,0.02856806666,
724,0.3537317216,724,0.01107943803,724,0.04569897428,724,-0.005073819775,724,0.02965591662,
723.5999756,0.3536224663,723.5999756,0.01142189186,723.5999756,0.04636184126,723.5999756,-0.005125908181,723.5999756,0.03056248836,
723.2000122,0.3535978198,723.2000122,0.01184816379,723.2000122,0.04700186849,723.2000122,-0.004974230193,723.2000122,0.03140658885,
722.7999878,0.3533494771,722.7999878,0.01225323416,722.7999878,0.04773158953,722.7999878,-0.004833507352,722.7999878,0.03256717324,
722.4000244,0.3530652523,722.4000244,0.01281083561,722.4000244,0.04848163947,722.4000244,-0.004471533466,722.4000244,0.03370168805,
722,0.3531344533,722,0.01300489064,722,0.04896586761,722,-0.004558328073,722,0.03461919352,
721.5999756,0.3530367017,721.5999756,0.01340225711,721.5999756,0.04951762035,721.5999756,-0.004476555157,721.5999756,0.035736911,
721.2000122,0.3527712226,721.2000122,0.01411723811,721.2000122,0.0504524149,721.2000122,-0.004241910297,721.2000122,0.03700651973,
720.7999878,0.3525330126,720.7999878,0.01457143482,720.7999878,0.05115784705,720.7999878,-0.004015294835,720.7999878,0.03825941309,
720.4000244,0.3524289429,720.4000244,0.01500105206,720.4000244,0.0519194454,720.4000244,-0.003814272583,720.4000244,0.03946215287,
720,0.3522950709,720,0.01544702798,720,0.05265704542,720,-0.003738621483,720,0.04066928104,
719.5999756,0.3521899283,719.5999756,0.01609290205,719.5999756,0.05339891464,719.5999756,-0.003528330475,719.5999756,0.04205387086,
719.2000122,0.352144599,719.2000122,0.01666853204,719.2000122,0.05420064554,719.2000122,-0.003390887985,719.2000122,0.04340166599,
718.7999878,0.3519129753,718.7999878,0.01738169231,718.7999878,0.0551870279,718.7999878,-0.003214244498,718.7999878,0.0449453257,
718.4000244,0.3517702818,718.4000244,0.01772001386,718.4000244,0.0561661981,718.4000244,-0.00293803704,718.4000244,0.04628992826,
718,0.3517553806,718,0.01824534684,718,0.05693667009,718,-0.00273229694,718,0.04773508385,
717.5999756,0.3516759872,717.5999756,0.01882527024,717.5999756,0.05772074685,717.5999756,-0.002785335761,717.5999756,0.04927062243,
717.2000122,0.3514279425,717.2000122,0.01946401037,717.2000122,0.05869246647,717.2000122,-0.002453569323,717.2000122,0.05083948746,
716.7999878,0.3512750566,716.7999878,0.02024076506,716.7999878,0.05965086818,716.7999878,-0.002134531736,716.7999878,0.05238357559,
716.4000244,0.351219207,716.4000244,0.02087314241,716.4000244,0.06054510921,716.4000244,-0.001974796178,716.4000244,0.05404831842,
716,0.351062417,716,0.02148824744,716,0.06169106811,716,-0.00179613207,716,0.05564866215,
715.5999756,0.3507905006,715.5999756,0.02231877297,715.5999756,0.06296218932,715.5999756,-0.001398074557,715.5999756,0.05750145391,
715.2000122,0.3508328199,715.2000122,0.02296390384,715.2000122,0.06372536719,715.2000122,-0.001225935994,715.2000122,0.05911059678,
714.7999878,0.3507791758,714.7999878,0.02360551059,714.7999878,0.06482566148,714.7999878,-0.001163050998,714.7999878,0.06097953022,
714.4000244,0.3505984247,714.4000244,0.02436745353,714.4000244,0.06631994992,714.4000244,-0.0008945771842,714.4000244,0.06296249479,
714,0.3504381776,714,0.0253092479,714,0.06731704623,714,-0.0005333375302,714,0.0650171116,
713.5999756,0.3503210247,713.5999756,0.02600907534,713.5999756,0.06847634166,713.5999756,-0.000370011694,713.5999756,0.06699353456,
713.2000122,0.3501371443,713.2000122,0.02683893777,713.2000122,0.06980080158,713.2000122,-5.378770948E-5,713.2000122,0.06901115924,
712.7999878,0.3501489162,712.7999878,0.02761841379,712.7999878,0.07109424472,712.7999878,0.0001938256028,712.7999878,0.07115712017,
712.4000244,0.3500941098,712.4000244,0.02836082689,712.4000244,0.0721675083,712.4000244,0.0004819793394,712.4000244,0.07315776497,
712,0.3499741256,712,0.0293297451,712,0.0735906139,712,0.0006972284173,712,0.07544826716,
711.5999756,0.3498378694,711.5999756,0.03030580096,711.5999756,0.07505999506,711.5999756,0.001046690973,711.5999756,0.07794000953,
711.2000122,0.3496824503,711.2000122,0.03140372038,711.2000122,0.07663753629,711.2000122,0.001418873086,711.2000122,0.08044683933,
710.7999878,0.3497653008,710.7999878,0.032114923,710.7999878,0.07795772702,710.7999878,0.001650021644,710.7999878,0.08276206255,
710.4000244,0.349619031,710.4000244,0.03312226757,710.4000244,0.07944018394,710.4000244,0.002052968368,710.4000244,0.08530370891,
710,0.3494698703,710,0.03415256739,710,0.08110128343,710,0.002498438349,710,0.08800053596,
709.5999756,0.3493077159,709.5999756,0.03530746326,709.5999756,0.08273716271,709.5999756,0.002845002571,709.5999756,0.09082389623,
709.2000122,0.3491621315,709.2000122,0.0366361998,709.2000122,0.08459943533,709.2000122,0.003276210511,709.2000122,0.09352540225,
708.7999878,0.3490825295,708.7999878,0.03766801581,708.7999878,0.08638750762,708.7999878,0.003779832507,708.7999878,0.09665410221,
708.4000244,0.3490447104,708.4000244,0.03884004056,708.4000244,0.08821846545,708.4000244,0.004229117185,708.4000244,0.0993938297,
708,0.3489993811,708,0.04011164233,708,0.09005039185,708,0.004631875083,708,0.1025539413,
707.5999756,0.3489305675,707.5999756,0.04118036106,707.5999756,0.09198338538,707.5999756,0.004957706667,707.5999756,0.1059996784,
707.2000122,0.3488521874,707.2000122,0.04266487062,707.2000122,0.09388289601,707.2000122,0.005735571496,707.2000122,0.1094173938,
706.7999878,0.348756671,706.7999878,0.04425156862,706.7999878,0.09609303623,706.7999878,0.006249566097,706.7999878,0.1129547358,
706.4000244,0.3486155868,706.4000244,0.04559361562,706.4000244,0.09830663353,706.4000244,0.006740165409,706.4000244,0.1166283861,
706,0.3485485613,706,0.04714392126,706,0.1005761027,706,0.007278883364,706,0.1205285937,
705.5999756,0.3484968245,705.5999756,0.04875842482,705.5999756,0.1030506566,705.5999756,0.007907942869,705.5999756,0.1244916245,
705.2000122,0.3483313024,705.2000122,0.05045823008,705.2000122,0.1055140421,705.2000122,0.008549373597,705.2000122,0.1288796961,
704.7999878,0.3483597338,704.7999878,0.05216705054,704.7999878,0.1081599966,704.7999878,0.009095760994,704.7999878,0.1333321333,
704.4000244,0.3483474553,704.4000244,0.05405640975,704.4000244,0.1107574329,704.4000244,0.009817183949,704.4000244,0.1377544403,
704,0.3480899334,704,0.05616870522,704,0.1138773933,704,0.01086601615,704,0.1428671032,
703.5999756,0.3480840027,703.5999756,0.05813477188,703.5999756,0.1168448105,703.5999756,0.01151895709,703.5999756,0.1478495896,
703.2000122,0.3479110003,703.2000122,0.06038414314,703.2000122,0.1202629656,703.2000122,0.01249509864,703.2000122,0.1533325315,
702.7999878,0.3479641378,702.7999878,0.06251194328,702.7999878,0.1235805005,702.7999878,0.01328477915,702.7999878,0.1590266377,
702.4000244,0.3478541076,702.4000244,0.06504155695,702.4000244,0.1271092147,702.4000244,0.01415529195,702.4000244,0.1648588628,
702,0.3477873802,702,0.06769318879,702,0.1309392601,702,0.01504633948,702,0.1712961197,
701.5999756,0.3477674127,701.5999756,0.07043015957,701.5999756,0.1349577755,701.5999756,0.01615547016,701.5999756,0.1778772771,
701.2000122,0.3477020562,701.2000122,0.07340347022,701.2000122,0.1392335594,701.2000122,0.01722189598,701.2000122,0.184883818,
700.7999878,0.3476036191,700.7999878,0.0765729025,700.7999878,0.1439036429,700.7999878,0.01843061112,700.7999878,0.1924133897,
700.4000244,0.3475919962,700.4000244,0.0798221603,700.4000244,0.1486292034,700.4000244,0.01964074746,700.4000244,0.2003688514,
700,0.347499758,700,0.08322525024,700,0.1535667181,700,0.02096905746,700,0.2085832208,
699.5999756,0.3473762572,699.5999756,0.08711227775,699.5999756,0.1588832587,699.5999756,0.02240508609,699.5999756,0.2175416797,
699.2000122,0.3473663628,699.2000122,0.09109707177,699.2000122,0.1646099985,699.2000122,0.02380833216,699.2000122,0.2268046886,
698.7999878,0.3473255634,698.7999878,0.09521642327,698.7999878,0.1704179645,698.7999878,0.02557419986,698.7999878,0.23667638,
698.4000244,0.3473350406,698.4000244,0.09966457635,698.4000244,0.176626876,698.4000244,0.02705550753,698.4000244,0.2469041795,
698,0.3472717106,698,0.1043167859,698,0.183239013,698,0.02877311036,698,0.2580243945,
697.5999756,0.3471587896,697.5999756,0.1092885286,697.5999756,0.1903230101,697.5999756,0.03077394888,697.5999756,0.2696066797,
697.2000122,0.347235024,697.2000122,0.1145490929,697.2000122,0.1973508298,697.2000122,0.03270513937,697.2000122,0.2814809382,
696.7999878,0.3472398818,696.7999878,0.1199771315,696.7999878,0.2050313354,696.7999878,0.03475122526,696.7999878,0.2941347361,
696.4000244,0.3470515907,696.4000244,0.1261375248,696.4000244,0.2133955956,696.4000244,0.03738294169,696.4000244,0.3079741597,
696,0.3470519781,696,0.1321541965,696,0.2218319476,696,0.03975610808,696,0.32211712,
695.5999756,0.3469190001,695.5999756,0.138548851,695.5999756,0.2307773978,695.5999756,0.04233217984,695.5999756,0.3370345831,
695.2000122,0.3469350934,695.2000122,0.1455144435,695.2000122,0.2402406037,695.2000122,0.04504228756,695.2000122,0.3530450463,
694.7999878,0.3467603326,694.7999878,0.1527494937,694.7999878,0.250105381,694.7999878,0.04823771492,694.7999878,0.369721204,
694.4000244,0.3467423022,694.4000244,0.1601643115,694.4000244,0.2601493597,694.4000244,0.05128294602,694.4000244,0.3869414032,
694,0.3466849327,694,0.1680711955,694,0.2711626291,694,0.05460941792,694,0.4054408073,
693.5999756,0.3466115892,693.5999756,0.1762630641,693.5999756,0.282302171,693.5999756,0.05837351084,693.5999756,0.4247794151,
693.2000122,0.346698314,693.2000122,0.1846973598,693.2000122,0.2939857244,693.2000122,0.06208572164,693.2000122,0.4450042844,
692.7999878,0.3465667367,692.7999878,0.1938975006,692.7999878,0.3062372506,692.7999878,0.06633155793,692.7999878,0.4666599929,
692.4000244,0.3464957178,692.4000244,0.2035082281,692.4000244,0.3194083869,692.4000244,0.0706192553,692.4000244,0.4896135032,
692,0.3465256691,692,0.2133962214,692,0.3324163556,692,0.07518687844,692,0.5130525231,
691.5999756,0.3463694453,691.5999756,0.2236778885,691.5999756,0.3464022577,691.5999756,0.08039297909,691.5999756,0.5378438234,
691.2000122,0.3463857174,691.2000122,0.2343389839,691.2000122,0.3609454036,691.2000122,0.08563850075,691.2000122,0.5641407967,
690.7999878,0.346499294,690.7999878,0.2453993857,690.7999878,0.3756205738,690.7999878,0.09122470766,690.7999878,0.5914369226,
690.4000244,0.346414417,690.4000244,0.2571015954,690.4000244,0.3913303912,690.4000244,0.09740574658,690.4000244,0.6202083826,
690,0.3462682366,690,0.269336015,690,0.4074185193,690,0.1040503979,690,0.6506310105,
689.5999756,0.3462116718,689.5999756,0.2821495533,689.5999756,0.4242843688,689.5999756,0.1109668091,689.5999756,0.68230021,
689.2000122,0.34631598,689.2000122,0.2948337197,689.2000122,0.4409657419,689.2000122,0.1181409955,689.2000122,0.7146309614,
688.7999878,0.3463384807,688.7999878,0.308003664,688.7999878,0.4584253728,688.7999878,0.1259564161,688.7999878,0.7485362887,
688.4000244,0.3462139666,688.4000244,0.3220074773,688.4000244,0.4765265584,688.4000244,0.1343394369,688.4000244,0.7843058705,
688,0.346290499,688,0.3360372782,688,0.4945797026,688,0.1429341584,688,0.8204510212,
687.5999756,0.3462304175,687.5999756,0.3508744836,687.5999756,0.5133553743,687.5999756,0.1521685272,687.5999756,0.8584816456,
687.2000122,0.3461245298,687.2000122,0.3658264577,687.2000122,0.5326911807,687.2000122,0.1620412469,687.2000122,0.8977209926,
686.7999878,0.3460293412,686.7999878,0.3808379173,686.7999878,0.5517379045,686.7999878,0.1722823381,686.7999878,0.9373386502,
686.4000244,0.346060127,686.4000244,0.3958168626,686.4000244,0.5705139041,686.4000244,0.1827405989,686.4000244,0.9769103527,
686,0.3462160826,686,0.4108476937,686,0.589191854,686,0.1933032721,686,1.017027378,
685.5999756,0.3459877968,685.5999756,0.4263424873,685.5999756,0.6084050536,685.5999756,0.2046351433,685.5999756,1.058457375,
685.2000122,0.3459727764,685.2000122,0.4413627684,685.2000122,0.6265806556,685.2000122,0.2161632776,685.2000122,1.098805308,
684.7999878,0.3458791077,684.7999878,0.456261307,684.7999878,0.6447765231,684.7999878,0.2278847247,684.7999878,1.139226675,
684.4000244,0.3458519876,684.4000244,0.4709413052,684.4000244,0.6621404886,684.4000244,0.2396148443,684.4000244,1.179415345,
684,0.3456399739,684,0.4849056304,684,0.6786978245,684,0.2512937188,684,1.217292786,
683.5999756,0.3455851972,683.5999756,0.4981803,683.5999756,0.6939426661,683.5999756,0.2628006339,683.5999756,1.253813505,
683.2000122,0.3455967307,683.2000122,0.5106180906,683.2000122,0.7083204389,683.2000122,0.2740521729,683.2000122,1.288511872,
682.7999878,0.3455502391,682.7999878,0.5224637985,682.7999878,0.7215203643,682.7999878,0.2850861847,682.7999878,1.321451902,
682.4000244,0.3455419242,682.4000244,0.5329998732,682.4000244,0.7333534956,682.4000244,0.2955701053,682.4000244,1.351402402,
682,0.3455832005,682,0.5426424742,682,0.7436386943,682,0.3053209484,682,1.37903595,
681.5999756,0.345597446,681.5999756,0.5513362288,681.5999756,0.7526506186,681.5999756,0.3148219287,681.5999756,1.403989196,
681.2000122,0.3454555571,681.2000122,0.5586966872,681.2000122,0.7602128386,681.2000122,0.3235809505,681.2000122,1.426202178,
680.7999878,0.3454024792,680.7999878,0.5650698543,680.7999878,0.7663553357,680.7999878,0.331256777,680.7999878,1.445029855,
680.4000244,0.3453585207,680.4000244,0.5703556538,680.4000244,0.771295011,680.4000244,0.3382358551,680.4000244,1.461524367,
680,0.3453378975,680,0.5744412541,680,0.7747687101,680,0.3444741368,680,1.475033998,
679.5999756,0.3452869952,679.5999756,0.5776555538,679.5999756,0.7767963409,679.5999756,0.3497644067,679.5999756,1.485999823,
679.2000122,0.345220834,679.2000122,0.5797603726,679.2000122,0.7777785063,679.2000122,0.3539962769,679.2000122,1.49431777,
678.7999878,0.345157057,678.7999878,0.581155479,678.7999878,0.7777295113,678.7999878,0.3575813472,678.7999878,1.500405192,
678.4000244,0.3452012837,678.4000244,0.5816487074,678.4000244,0.7766169906,678.4000244,0.3605487645,678.4000244,1.504153252,
678,0.3451689184,678,0.5813593268,678,0.7744792104,678,0.3625221848,678,1.506520391,
677.5999756,0.3452049196,677.5999756,0.580098033,677.5999756,0.7716227174,677.5999756,0.363819629,677.5999756,1.506798625,
677.2000122,0.345094353,677.2000122,0.5785485506,677.2000122,0.7683011293,677.2000122,0.3646636009,677.2000122,1.505139112,
676.7999878,0.3450239897,676.7999878,0.5764274001,676.7999878,0.7641049027,676.7999878,0.364870429,676.7999878,1.502354145,
676.4000244,0.3449981213,676.4000244,0.5737349391,676.4000244,0.7592428923,676.4000244,0.364487797,676.4000244,1.498267651,
676,0.3450073004,676,0.5704887509,676,0.7539577484,676,0.3637042344,676,1.492961764,
675.5999756,0.3448354304,675.5999756,0.5670765638,675.5999756,0.7485409379,675.5999756,0.3629276156,675.5999756,1.486967683,
675.2000122,0.3447849154,675.2000122,0.563288331,675.2000122,0.7427162528,675.2000122,0.3615189493,675.2000122,1.479800224,
674.7999878,0.3447678983,674.7999878,0.5590227842,674.7999878,0.7361716032,674.7999878,0.3598861396,674.7999878,1.471575141,
674.4000244,0.3446299136,674.4000244,0.554581821,674.4000244,0.7298793197,674.4000244,0.3580646217,674.4000244,1.462824106,
674,0.3447397351,674,0.5496782064,674,0.7226228118,674,0.355550319,674,1.452605009,
673.5999756,0.3445887268,673.5999756,0.5446475148,673.5999756,0.7154679894,673.5999756,0.3532202542,673.5999756,1.441806793,
673.2000122,0.3445546627,673.2000122,0.5392687321,673.2000122,0.7082291245,673.2000122,0.3505946994,673.2000122,1.430518866,
672.7999878,0.3445632458,672.7999878,0.5336835384,672.7999878,0.7004097104,672.7999878,0.3477317095,672.7999878,1.418204546,
672.4000244,0.3444943428,672.4000244,0.5281344056,672.4000244,0.6926632524,672.4000244,0.3445921838,672.4000244,1.405014038,
672,0.3443616033,672,0.5219471455,672,0.6847140789,672,0.3412619829,672,1.390975952,
671.5999756,0.3442469835,671.5999756,0.5157359838,671.5999756,0.6767276525,671.5999756,0.3375980556,671.5999756,1.376163721,
671.2000122,0.3443522453,671.2000122,0.5088647008,671.2000122,0.6679247618,671.2000122,0.3334998786,671.2000122,1.35965693,
670.7999878,0.3442536294,670.7999878,0.5019056201,670.7999878,0.6592559218,670.7999878,0.329376936,670.7999878,1.342924118,
670.4000244,0.3441828489,670.4000244,0.4950027168,670.4000244,0.6504083872,670.4000244,0.325286746,670.4000244,1.325303674,
670,0.3441877961,670,0.48768574,670,0.6413756013,670,0.3207456172,670,1.306813002,
669.5999756,0.3441069126,669.5999756,0.4801496863,669.5999756,0.6322607994,669.5999756,0.3162662983,669.5999756,1.287565231,
669.2000122,0.3437826931,669.2000122,0.4727652371,669.2000122,0.6230769157,669.2000122,0.3117364049,669.2000122,1.267332673,
668.7999878,0.3438010812,668.7999878,0.4645530581,668.7999878,0.6133480072,668.7999878,0.3067475855,668.7999878,1.246296883,
668.4000244,0.3438874781,668.4000244,0.4564057589,668.4000244,0.6034136415,668.4000244,0.3017023206,668.4000244,1.224220634,
668,0.3438167572,668,0.4479504526,668,0.5932211876,668,0.2965370417,668,1.201563597,
667.5999756,0.3438173532,667.5999756,0.4395984411,667.5999756,0.5832625031,667.5999756,0.2914983332,667.5999756,1.179225802,
667.2000122,0.3436608613,667.2000122,0.431070596,667.2000122,0.5730466843,667.2000122,0.2864785492,667.2000122,1.155913115,
666.7999878,0.3435711265,666.7999878,0.4222566187,666.7999878,0.5625565648,666.7999878,0.2811812162,666.7999878,1.131892085,
666.4000244,0.3434261084,666.4000244,0.413488239,666.4000244,0.5521610975,666.4000244,0.2760766447,666.4000244,1.108025551,
666,0.3433969319,666,0.4046131372,666,0.5413758755,666,0.2709023952,666,1.083209991,
665.5999756,0.3433081508,665.5999756,0.3956020474,665.5999756,0.5305562019,665.5999756,0.265818119,665.5999756,1.058633089,
665.2000122,0.3432145119,665.2000122,0.3866452277,665.2000122,0.5197292566,665.2000122,0.260620445,665.2000122,1.033848763,
664.7999878,0.3431714773,664.7999878,0.3777087927,664.7999878,0.5089141726,664.7999878,0.2557205856,664.7999878,1.009402633,
664.4000244,0.3431468606,664.4000244,0.3687438667,664.4000244,0.4980707467,664.4000244,0.2507181764,664.4000244,0.9850833416,
664,0.3430077434,664,0.3597523868,664,0.4870120585,664,0.24582614,664,0.9602538943,
663.5999756,0.3428308368,663.5999756,0.3508588672,663.5999756,0.4761830866,663.5999756,0.2412521541,663.5999756,0.9363071322,
663.2000122,0.3427898884,663.2000122,0.3420838118,663.2000122,0.4651777446,663.2000122,0.2364698201,663.2000122,0.9119766951,
662.7999878,0.3426720798,662.7999878,0.3332995772,662.7999878,0.4542853534,662.7999878,0.2319030166,662.7999878,0.8882181644,
662.4000244,0.3426081538,662.4000244,0.3246491253,662.4000244,0.4435290098,662.4000244,0.2275182307,662.4000244,0.8648776412,
662,0.342518419,662,0.3161735833,662,0.4331595898,662,0.2234599739,662,0.8421432972,
661.5999756,0.3424291313,661.5999756,0.3080335557,661.5999756,0.4228537977,661.5999756,0.2193755209,661.5999756,0.8200187683,
661.2000122,0.3422953188,661.2000122,0.2998737097,661.2000122,0.4126158059,661.2000122,0.2155055106,661.2000122,0.7978882194,
660.7999878,0.3420308232,660.7999878,0.2921843827,660.7999878,0.4028256238,660.7999878,0.2119912952,660.7999878,0.7772105932,
660.4000244,0.3419572115,660.4000244,0.2845146358,660.4000244,0.3931921721,660.4000244,0.2084018141,660.4000244,0.7565131783,
660,0.3418286145,660,0.2771101296,660,0.3835682273,660,0.2051075399,660,0.7363349199,
659.5999756,0.3417603076,659.5999756,0.2699993551,659.5999756,0.3745975494,659.5999756,0.2018760741,659.5999756,0.7175143957,
659.2000122,0.3417107463,659.2000122,0.2629923522,659.2000122,0.3659218252,659.2000122,0.1989986151,659.2000122,0.6991242766,
658.7999878,0.3416933417,658.7999878,0.2562058568,658.7999878,0.3572487831,658.7999878,0.1960664243,658.7999878,0.6815604568,
658.4000244,0.34138152,658.4000244,0.2499963641,658.4000244,0.3492260873,658.4000244,0.1934780777,658.4000244,0.6646641493,
658,0.3411929309,658,0.2439812124,658,0.3414429724,658,0.1909178644,658,0.6486228108,
657.5999756,0.3411434293,657.5999756,0.238167733,657.5999756,0.333973974,657.5999756,0.1886111498,657.5999756,0.6333373785,
657.2000122,0.3409808576,657.2000122,0.2326693535,657.2000122,0.3266918659,657.2000122,0.1864669472,657.2000122,0.6187749505,
656.7999878,0.3407645524,656.7999878,0.2277560383,656.7999878,0.3202497363,656.7999878,0.1844032258,656.7999878,0.6054772735,
656.4000244,0.3407129645,656.4000244,0.2227748036,656.4000244,0.313972801,656.4000244,0.1824364066,656.4000244,0.5927884579,
656,0.340557009,656,0.2182798237,656,0.3078189194,656,0.1806345731,656,0.5804959536,
655.5999756,0.3405111432,655.5999756,0.2137476802,655.5999756,0.3020596206,655.5999756,0.1788366139,655.5999756,0.569206357,
655.2000122,0.3402953148,655.2000122,0.2097941935,655.2000122,0.2969746888,655.2000122,0.1773345768,655.2000122,0.5588201284,
654.7999878,0.3401392996,654.7999878,0.2061019391,654.7999878,0.2919908464,654.7999878,0.1758864671,654.7999878,0.5486723781,
654.4000244,0.3399713635,654.4000244,0.202535212,654.4000244,0.2872999012,654.4000244,0.174486652,654.4000244,0.5394257903,
654,0.3398703635,654,0.1991583705,654,0.2829703987,654,0.1730992049,654,0.5308505893,
653.5999756,0.3396371305,653.5999756,0.1960449666,653.5999756,0.2789918482,653.5999756,0.1718385071,653.5999756,0.5227829814,
653.2000122,0.3395432532,653.2000122,0.1931551993,653.2000122,0.2751538754,653.2000122,0.1704286635,653.2000122,0.5152137876,
652.7999878,0.3393946886,652.7999878,0.1905095726,652.7999878,0.2717995942,652.7999878,0.1692884713,652.7999878,0.5083744526,
652.4000244,0.3392947018,652.4000244,0.1877900958,652.4000244,0.2685616612,652.4000244,0.167951569,652.4000244,0.5013505816,
652,0.3391997814,652,0.1853021234,652,0.2653153837,652,0.1667532772,652,0.4949834049,
651.5999756,0.3390318751,651.5999756,0.1830664426,651.5999756,0.2623150349,651.5999756,0.1654918194,651.5999756,0.4889467955,
651.2000122,0.3389716446,651.2000122,0.1808830947,651.2000122,0.2595201731,651.2000122,0.1639127433,651.2000122,0.483340621,
650.7999878,0.3389133513,650.7999878,0.1787891686,650.7999878,0.2567226887,650.7999878,0.162331596,650.7999878,0.4779215157,
650.4000244,0.3388274014,650.4000244,0.1767305285,650.4000244,0.2542143464,650.4000244,0.1609178931,650.4000244,0.4726784527,
650,0.3386704028,650,0.1748062074,650,0.2520041168,650,0.1592074037,650,0.4676890671,
649.5999756,0.3385312557,649.5999756,0.1728113592,649.5999756,0.2497183681,649.5999756,0.1574857682,649.5999756,0.4626838267,
649.2000122,0.3385038078,649.2000122,0.1708668321,649.2000122,0.247350961,649.2000122,0.1556521654,649.2000122,0.4576731026,
648.7999878,0.338314712,648.7999878,0.1693525016,648.7999878,0.2452882081,648.7999878,0.1538464725,648.7999878,0.4532904327,
648.4000244,0.3382619321,648.4000244,0.1674136966,648.4000244,0.2432143241,648.4000244,0.1518078446,648.4000244,0.4488751888,
648,0.338142544,648,0.1657815576,648,0.2414003909,648,0.1497228593,648,0.4445357025,
647.5999756,0.3380606174,647.5999756,0.1641015559,647.5999756,0.2394882888,647.5999756,0.14745529,647.5999756,0.4404288828,
647.2000122,0.3379121423,647.2000122,0.1626505703,647.2000122,0.237775594,647.2000122,0.1453885585,647.2000122,0.4365839064,
646.7999878,0.337864548,646.7999878,0.1610202938,646.7999878,0.2358291447,646.7999878,0.1431054622,646.7999878,0.4325784147,
646.4000244,0.3377444744,646.4000244,0.1596135646,646.4000244,0.2341667414,646.4000244,0.1408195049,646.4000244,0.4289203584,
646,0.3376134932,646,0.1581823975,646,0.2326409668,646,0.1386369616,646,0.4255325198,
645.5999756,0.3375150561,645.5999756,0.1568865925,645.5999756,0.2312029898,645.5999756,0.1362506747,645.5999756,0.4219902158,
645.2000122,0.3374300301,645.2000122,0.1555914581,645.2000122,0.2298022807,645.2000122,0.133810848,645.2000122,0.4188247025,
644.7999878,0.3372622132,644.7999878,0.1544575542,644.7999878,0.2286029011,644.7999878,0.1316826195,644.7999878,0.4159225821,
644.4000244,0.3371481895,644.4000244,0.1534036547,644.4000244,0.2272575349,644.4000244,0.1294781268,644.4000244,0.4131351411,
