Baseline 100%T,,Koen,,Mads,,Eva,,Jasmijn,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
733.5999756,0.3601412177,733.5999756,4.530280785E-5,733.5999756,0.06695774943,733.5999756,0.03539392725,733.5999756,0.05494339392,
733.2000122,0.3601530492,733.2000122,8.240285388E-5,733.2000122,0.06708778441,733.2000122,0.03527983651,733.2000122,0.05494001508,
732.7999878,0.360034585,732.7999878,0.0002429300803,732.7999878,0.06716120243,732.7999878,0.0355488658,732.7999878,0.05500544235,
732.4000244,0.3599727452,732.4000244,0.0002039516548,732.4000244,0.06710582227,732.4000244,0.03555875272,732.4000244,0.05498672649,
732,0.3599706888,732,0.0001789088856,732,0.06700607389,732,0.03552624956,732,0.05493457988,
731.5999756,0.3601549566,731.5999756,-0.0001078793139,731.5999756,0.06687232107,731.5999756,0.03533714265,731.5999756,0.05462893844,
731.2000122,0.3599171937,731.2000122,0.0003019094293,731.2000122,0.06720084697,731.2000122,0.03553428501,731.2000122,0.05494225025,
730.7999878,0.3599287271,730.7999878,0.0002647906076,730.7999878,0.06728769839,730.7999878,0.03560148925,730.7999878,0.05501646176,
730.4000244,0.3598180413,730.4000244,0.0002899678657,730.4000244,0.06736707687,730.4000244,0.03553077206,730.4000244,0.05491639674,
730,0.3599093556,730,0.0001712953381,730,0.06745903939,730,0.03553338721,730,0.05506973341,
729.5999756,0.359863162,729.5999756,0.0002543523442,729.5999756,0.06741581112,729.5999756,0.03555788472,729.5999756,0.05500935018,
729.2000122,0.3597800732,729.2000122,0.000309007155,729.2000122,0.06745493412,729.2000122,0.03557822481,729.2000122,0.05492286012,
728.7999878,0.3596111536,728.7999878,0.0003488758521,728.7999878,0.06776574254,728.7999878,0.03572808579,728.7999878,0.05519508198,
728.4000244,0.3595167398,728.4000244,0.000533734099,728.4000244,0.06773421913,728.4000244,0.03583335504,728.4000244,0.055002857,
728,0.3593327403,728,0.0005214232951,728,0.06782347709,728,0.03567570075,728,0.05505783111,
727.5999756,0.3593178391,727.5999756,0.0003675550397,727.5999756,0.06777372956,727.5999756,0.03562660888,727.5999756,0.05487189814,
727.2000122,0.3592279851,727.2000122,0.0005256996374,727.2000122,0.06789635122,727.2000122,0.03575962037,727.2000122,0.05511064082,
726.7999878,0.359033376,726.7999878,0.0005684653297,726.7999878,0.06809685379,726.7999878,0.0356606096,726.7999878,0.05532125756,
726.4000244,0.3588124514,726.4000244,0.0005565423635,726.4000244,0.06832804531,726.4000244,0.03575453535,726.4000244,0.05532155186,
726,0.3588141203,726,0.0005898497766,726,0.06828757375,726,0.03574714065,726,0.05530535057,
725.5999756,0.3585226536,725.5999756,0.0007790894597,725.5999756,0.06851786375,725.5999756,0.0359595418,725.5999756,0.05553112552,
725.2000122,0.3584696651,725.2000122,0.0007943380042,725.2000122,0.06858815998,725.2000122,0.0355876945,725.2000122,0.05528768152,
724.7999878,0.3584728539,724.7999878,0.0005470301257,724.7999878,0.06834585965,724.7999878,0.03564099595,724.7999878,0.05516048521,
724.4000244,0.3581932485,724.4000244,0.0007902664947,724.4000244,0.06859346479,724.4000244,0.03576603159,724.4000244,0.05536086485,
724,0.3580632806,724,0.001099187881,724,0.06873375177,724,0.03573803604,724,0.05542765185,
723.5999756,0.3580888212,723.5999756,0.0007328284555,723.5999756,0.06867329031,723.5999756,0.03558092192,723.5999756,0.05529541522,
723.2000122,0.3579127789,723.2000122,0.0009937594878,723.2000122,0.06887545437,723.2000122,0.03573258221,723.2000122,0.05543532595,
722.7999878,0.3578794003,722.7999878,0.0009757018997,722.7999878,0.06889577955,722.7999878,0.03567454964,722.7999878,0.05537509918,
722.4000244,0.3577672541,722.4000244,0.0008924290305,722.4000244,0.06902381778,722.4000244,0.03567974642,722.4000244,0.05530805886,
722,0.3576291502,722,0.0009466194315,722,0.06919378042,722,0.03579321131,722,0.05547308922,
721.5999756,0.3574957252,721.5999756,0.0009319881792,721.5999756,0.06941504776,721.5999756,0.03589433432,721.5999756,0.0554757081,
721.2000122,0.3574211299,721.2000122,0.0009496287676,721.2000122,0.06939312071,721.2000122,0.03578913584,721.2000122,0.05550882965,
720.7999878,0.3571935892,720.7999878,0.001163111301,720.7999878,0.06964749098,720.7999878,0.03602014482,720.7999878,0.0555639565,
720.4000244,0.3571484685,720.4000244,0.001186575624,720.4000244,0.06961932033,720.4000244,0.03591188043,720.4000244,0.05554810166,
720,0.3569920361,720,0.001171702635,720,0.06962995976,720,0.03589995578,720,0.05557228252,
719.5999756,0.3570043743,719.5999756,0.001043188036,719.5999756,0.06970805675,719.5999756,0.03580257297,719.5999756,0.05550497398,
719.2000122,0.3568259478,719.2000122,0.001274110749,719.2000122,0.07005257905,719.2000122,0.03600987792,719.2000122,0.05567726493,
718.7999878,0.3566331267,718.7999878,0.001371660968,718.7999878,0.07034553587,718.7999878,0.03606382385,718.7999878,0.05578483269,
718.4000244,0.3566716313,718.4000244,0.001431079465,718.4000244,0.07034739107,718.4000244,0.03596190363,718.4000244,0.05567494035,
718,0.3566113114,718,0.001489700866,718,0.07054533809,718,0.03609082848,718,0.055680383,
717.5999756,0.3565534949,717.5999756,0.00158592267,717.5999756,0.07067225128,717.5999756,0.03619376197,717.5999756,0.05585418269,
717.2000122,0.3563763797,717.2000122,0.001559111406,717.2000122,0.07090320438,717.2000122,0.03623450547,717.2000122,0.05585421249,
716.7999878,0.3562099636,716.7999878,0.001683205133,716.7999878,0.07096096128,716.7999878,0.03617502749,716.7999878,0.055694215,
716.4000244,0.3561323881,716.4000244,0.001869438333,716.4000244,0.07128905505,716.4000244,0.03640669212,716.4000244,0.0558757633,
716,0.3560013771,716,0.002001162386,716,0.07147690654,716,0.03649883345,716,0.05596577004,
715.5999756,0.3558887541,715.5999756,0.002073281677,715.5999756,0.07175268978,715.5999756,0.03650761768,715.5999756,0.05594262853,
715.2000122,0.3559649289,715.2000122,0.002096222946,715.2000122,0.07176493108,715.2000122,0.03643492609,715.2000122,0.05579051375,
714.7999878,0.3558372855,714.7999878,0.002321642591,714.7999878,0.07210023701,714.7999878,0.03666132316,714.7999878,0.05588232726,
714.4000244,0.3557477891,714.4000244,0.002280889777,714.4000244,0.0723143369,714.4000244,0.03649911657,714.4000244,0.05600181594,
714,0.3556711972,714,0.002396938624,714,0.07253389806,714,0.03658054769,714,0.0560609214,
713.5999756,0.3555172086,713.5999756,0.002641552128,713.5999756,0.07274175435,713.5999756,0.03673345968,713.5999756,0.05619645491,
713.2000122,0.3554987609,713.2000122,0.002608581679,713.2000122,0.0727795884,713.2000122,0.03687090054,713.2000122,0.05605738983,
712.7999878,0.3554267287,712.7999878,0.002658350626,712.7999878,0.07302375883,712.7999878,0.03681324795,712.7999878,0.05612307414,
712.4000244,0.355432421,712.4000244,0.002743447665,712.4000244,0.07341128588,712.4000244,0.03691139445,712.4000244,0.05613936111,
712,0.3553245962,712,0.003063225187,712,0.07362903655,712,0.03702320904,712,0.05612958223,
711.5999756,0.3552469313,711.5999756,0.003285678336,711.5999756,0.07376354188,711.5999756,0.03698569164,711.5999756,0.05623216555,
711.2000122,0.3551757634,711.2000122,0.003241522936,711.2000122,0.07410736382,711.2000122,0.03722681105,711.2000122,0.05631729588,
710.7999878,0.3551274538,710.7999878,0.003411231795,710.7999878,0.07458415627,710.7999878,0.03736897931,710.7999878,0.05643554777,
710.4000244,0.3551433384,710.4000244,0.003564825282,710.4000244,0.07480379194,710.4000244,0.03739575297,710.4000244,0.05637659505,
710,0.3550179303,710,0.003711475991,710,0.07514145225,710,0.03744453564,710,0.05634485185,
709.5999756,0.3550132811,709.5999756,0.0038226326,709.5999756,0.07546404004,709.5999756,0.03750509396,709.5999756,0.05631358176,
709.2000122,0.3549709916,709.2000122,0.004044508561,709.2000122,0.07569595426,709.2000122,0.03768887743,709.2000122,0.05646358058,
708.7999878,0.3548898399,708.7999878,0.004088745918,708.7999878,0.07607264072,708.7999878,0.03777200356,708.7999878,0.05647097901,
708.4000244,0.3548429906,708.4000244,0.004254864994,708.4000244,0.07649379969,708.4000244,0.03788935021,708.4000244,0.05656350031,
708,0.3549129665,708,0.004388046917,708,0.07679808885,708,0.03800471872,708,0.0565934889,
707.5999756,0.3548852205,707.5999756,0.004512271844,707.5999756,0.07714447379,707.5999756,0.0380676724,707.5999756,0.05654893443,
707.2000122,0.3548552394,707.2000122,0.004740964156,707.2000122,0.07760131359,707.2000122,0.03819140047,707.2000122,0.05662351102,
706.7999878,0.3547083437,706.7999878,0.005194650497,706.7999878,0.07819698751,706.7999878,0.03853705525,706.7999878,0.05680435523,
706.4000244,0.3546575904,706.4000244,0.005328356754,706.4000244,0.07848587632,706.4000244,0.03847989067,706.4000244,0.05668818951,
706,0.354644537,706,0.005336532835,706,0.07881657034,706,0.03869923204,706,0.05682459474,
705.5999756,0.3546788394,705.5999756,0.00564608397,705.5999756,0.07936155051,705.5999756,0.03882180899,705.5999756,0.0567689538,
705.2000122,0.3546331227,705.2000122,0.005817784462,705.2000122,0.07981425524,705.2000122,0.03905726969,705.2000122,0.05683964491,
704.7999878,0.3545635343,704.7999878,0.006100717001,704.7999878,0.08033408225,704.7999878,0.03923709691,704.7999878,0.05698403716,
704.4000244,0.3545876741,704.4000244,0.006303299684,704.4000244,0.08083288372,704.4000244,0.03954485059,704.4000244,0.05693457276,
704,0.3545238376,704,0.006754914764,704,0.08150792867,704,0.03961903229,704,0.05710403621,
703.5999756,0.3544718623,703.5999756,0.006969271693,703.5999756,0.08212538064,703.5999756,0.0398719199,703.5999756,0.05712924898,
703.2000122,0.3543829322,703.2000122,0.007240873761,703.2000122,0.08274076134,703.2000122,0.04010672867,703.2000122,0.05721417069,
702.7999878,0.3544612527,702.7999878,0.00744891353,702.7999878,0.08312499523,702.7999878,0.04027977586,702.7999878,0.05719349906,
702.4000244,0.3544206023,702.4000244,0.007812973112,702.4000244,0.08389576524,702.4000244,0.04044482112,702.4000244,0.05722837523,
702,0.3543367088,702,0.008097102866,702,0.08455854654,702,0.04078115523,702,0.05733674392,
701.5999756,0.3543671966,701.5999756,0.008251360618,701.5999756,0.08531101793,701.5999756,0.04092733562,701.5999756,0.05731638893,
701.2000122,0.3544726372,701.2000122,0.008509906009,701.2000122,0.08589868993,701.2000122,0.04112028331,701.2000122,0.05727737397,
700.7999878,0.3543215692,700.7999878,0.009177475236,700.7999878,0.08699179441,700.7999878,0.04139292985,700.7999878,0.05750387907,
700.4000244,0.3542979062,700.4000244,0.009485570714,700.4000244,0.08784988523,700.4000244,0.04172005504,700.4000244,0.05746771023,
700,0.3542293906,700,0.0100709945,700,0.08866158128,700,0.04217720032,700,0.05762534961,
699.5999756,0.3540297151,699.5999756,0.01060447283,699.5999756,0.08960006386,699.5999756,0.04273512959,699.5999756,0.0577763319,
699.2000122,0.3539879024,699.2000122,0.01106955949,699.2000122,0.09070068598,699.2000122,0.04299032688,699.2000122,0.05781383067,
698.7999878,0.3540354073,698.7999878,0.01150880288,698.7999878,0.0916050449,698.7999878,0.04337723553,698.7999878,0.05776051432,
698.4000244,0.3538732827,698.4000244,0.01213710383,698.4000244,0.09286218137,698.4000244,0.04399903864,698.4000244,0.05807399005,
698,0.3538249433,698,0.01273445878,698,0.09415337443,698,0.04427378252,698,0.05820435286,
697.5999756,0.3539294004,697.5999756,0.01316316891,697.5999756,0.09522447735,697.5999756,0.0445638746,697.5999756,0.05817966908,
697.2000122,0.3539597094,697.2000122,0.013726376,697.2000122,0.09644136578,697.2000122,0.04497257248,697.2000122,0.05828649551,
696.7999878,0.353872031,696.7999878,0.0145175783,696.7999878,0.09788885713,696.7999878,0.04555132613,696.7999878,0.05850834772,
696.4000244,0.3538452089,696.4000244,0.01503685303,696.4000244,0.09928007424,696.4000244,0.04607457668,696.4000244,0.05874604732,
696,0.3537772298,696,0.01592810079,696,0.1009054482,696,0.0467786938,696,0.05889252946,
695.5999756,0.3536759615,695.5999756,0.01682559587,695.5999756,0.1025396138,695.5999756,0.04731811956,695.5999756,0.05880164355,
695.2000122,0.3536979854,695.2000122,0.01765236631,695.2000122,0.1042243093,695.2000122,0.04793368652,695.2000122,0.0589632988,
694.7999878,0.3536558151,694.7999878,0.01853414439,694.7999878,0.1061544418,694.7999878,0.04876418784,694.7999878,0.05925159156,
694.4000244,0.3536708057,694.4000244,0.01955205947,694.4000244,0.108136721,694.4000244,0.04941922054,694.4000244,0.0594423227,
694,0.3535603583,694,0.02076978236,694,0.110433884,694,0.05027756467,694,0.05961047858,
693.5999756,0.3536058068,693.5999756,0.02177812159,693.5999756,0.1126337796,693.5999756,0.05122809485,693.5999756,0.05968564376,
693.2000122,0.3537349403,693.2000122,0.02283098549,693.2000122,0.1148527935,693.2000122,0.05201246217,693.2000122,0.05978054553,
692.7999878,0.3537065983,692.7999878,0.02418122813,692.7999878,0.117537275,692.7999878,0.05284194648,692.7999878,0.05992176011,
692.4000244,0.3536283672,692.4000244,0.02568977885,692.4000244,0.1205208078,692.4000244,0.05407174304,692.4000244,0.06019968912,
692,0.3536134362,692,0.02729523182,692,0.1234323755,692,0.05525111035,692,0.06052219495,
691.5999756,0.3535391092,691.5999756,0.02884173766,691.5999756,0.1268257052,691.5999756,0.05672092736,691.5999756,0.06083299592,
691.2000122,0.3535847962,691.2000122,0.03060965054,691.2000122,0.1304287761,691.2000122,0.05797597021,691.2000122,0.06110790744,
690.7999878,0.3536216021,690.7999878,0.0324774757,690.7999878,0.1343426108,690.7999878,0.05947180092,690.7999878,0.0612956062,
690.4000244,0.3535327911,690.4000244,0.03461109102,690.4000244,0.1386064738,690.4000244,0.06101322174,690.4000244,0.06172018871,
690,0.3534847796,690,0.03698639572,690,0.1431169808,690,0.06269364059,690,0.06209581718,
689.5999756,0.3534303904,689.5999756,0.03955401108,689.5999756,0.1482025087,689.5999756,0.064662233,689.5999756,0.06241524592,
689.2000122,0.3534965515,689.2000122,0.04213635251,689.2000122,0.1533043832,689.2000122,0.06658821553,689.2000122,0.06288475543,
688.7999878,0.3534113169,688.7999878,0.04498261958,688.7999878,0.1590855569,688.7999878,0.06894698739,688.7999878,0.06347411126,
688.4000244,0.3534198701,688.4000244,0.0481846109,688.4000244,0.165388301,688.4000244,0.07138393074,688.4000244,0.06399584562,
688,0.3534167111,688,0.05151998624,688,0.1719952971,688,0.07401551306,688,0.06440686435,
687.5999756,0.353469342,687.5999756,0.05505886301,687.5999756,0.1794838607,687.5999756,0.07690051198,687.5999756,0.06514241546,
687.2000122,0.3533900678,687.2000122,0.05927571654,687.2000122,0.1875562519,687.2000122,0.08006294817,687.2000122,0.06584047526,
686.7999878,0.3532990515,686.7999878,0.06363511831,686.7999878,0.1962400675,686.7999878,0.08331361413,686.7999878,0.06648104638,
686.4000244,0.3533250988,686.4000244,0.06836891919,686.4000244,0.2053652108,686.4000244,0.08684197068,686.4000244,0.06719429046,
686,0.3532551825,686,0.07348771393,686,0.215588212,686,0.09081346542,686,0.06805730611,
685.5999756,0.3532217741,685.5999756,0.07919684798,685.5999756,0.2266617864,685.5999756,0.09511297196,685.5999756,0.0689169243,
685.2000122,0.3533315957,685.2000122,0.08505401015,685.2000122,0.2383073866,685.2000122,0.09964162111,685.2000122,0.06979952008,
684.7999878,0.3531936407,684.7999878,0.09187980741,684.7999878,0.2515329421,684.7999878,0.1047964469,684.7999878,0.07096023113,
684.4000244,0.3532106876,684.4000244,0.09896656126,684.4000244,0.2656042874,684.4000244,0.1102100238,684.4000244,0.07205956429,
684,0.3531576991,684,0.1066008285,684,0.2806138992,684,0.1161180735,684,0.07336365432,
683.5999756,0.3532714546,683.5999756,0.1148919463,683.5999756,0.2966794968,683.5999756,0.1224091575,683.5999756,0.07443486899,
683.2000122,0.3532218039,683.2000122,0.1237930506,683.2000122,0.3144308925,683.2000122,0.1291854084,683.2000122,0.07581266016,
682.7999878,0.353251338,682.7999878,0.1335816532,682.7999878,0.3336049914,682.7999878,0.1367243975,682.7999878,0.07737069577,
682.4000244,0.3533422649,682.4000244,0.1440630406,682.4000244,0.354119122,682.4000244,0.1446037143,682.4000244,0.0789732784,
682,0.3532603979,682,0.1553634256,682,0.3762436211,682,0.153372407,682,0.0808346644,
681.5999756,0.3532539606,681.5999756,0.1678131074,681.5999756,0.4003194869,681.5999756,0.1629003435,681.5999756,0.08265743405,
681.2000122,0.3531716764,681.2000122,0.1808797568,681.2000122,0.4258151352,681.2000122,0.1729734689,681.2000122,0.08463303,
680.7999878,0.3532377779,680.7999878,0.1948078126,680.7999878,0.4529176056,680.7999878,0.1834571958,680.7999878,0.08677261323,
680.4000244,0.3532981575,680.4000244,0.2099309713,680.4000244,0.4825506806,680.4000244,0.1949234158,680.4000244,0.08910062909,
680,0.3533332646,680,0.2260386348,680,0.5141767263,680,0.2072093487,680,0.09149066359,
679.5999756,0.3531554341,679.5999756,0.2435196191,679.5999756,0.547903955,679.5999756,0.2206607759,679.5999756,0.09440083057,
679.2000122,0.353192687,679.2000122,0.2618110478,679.2000122,0.5838797688,679.2000122,0.2346318811,679.2000122,0.09713009,
678.7999878,0.3532491326,678.7999878,0.2814054191,678.7999878,0.6222643256,678.7999878,0.249661833,678.7999878,0.09998195618,
678.4000244,0.3531214297,678.4000244,0.3023315966,678.4000244,0.66292274,678.4000244,0.2656095326,678.4000244,0.1032746956,
678,0.3531143665,678,0.3242355287,678,0.705313921,678,0.2824157774,678,0.1066957712,
677.5999756,0.3531665206,677.5999756,0.3476112485,677.5999756,0.751177609,677.5999756,0.3002950847,677.5999756,0.1102496982,
677.2000122,0.3531983495,677.2000122,0.3722489178,677.2000122,0.7992954254,677.2000122,0.3192567229,677.2000122,0.1138471141,
676.7999878,0.3531191051,676.7999878,0.3980534375,676.7999878,0.8495644927,676.7999878,0.3390723765,676.7999878,0.1177840233,
676.4000244,0.3531427681,676.4000244,0.4252346754,676.4000244,0.9028328657,676.4000244,0.3599835038,676.4000244,0.1218525916,
676,0.3531588912,676,0.4538299739,676,0.958530128,676,0.3817624152,676,0.1261346936,
675.5999756,0.353140831,675.5999756,0.4833478928,675.5999756,1.015903711,675.5999756,0.404335022,675.5999756,0.1305440366,
675.2000122,0.3532192111,675.2000122,0.5135923624,675.2000122,1.075217843,675.2000122,0.4275446832,675.2000122,0.1350908428,
674.7999878,0.3532803059,674.7999878,0.5459936261,674.7999878,1.13828969,674.7999878,0.4524617195,674.7999878,0.1398771852,
674.4000244,0.3532267511,674.4000244,0.5789119601,674.4000244,1.202658415,674.4000244,0.477755934,674.4000244,0.1448138803,
674,0.3531585336,674,0.6129648685,674,1.269600987,674,0.5039870143,674,0.1498280466,
673.5999756,0.3532085121,673.5999756,0.6485592127,673.5999756,1.339066505,673.5999756,0.5313694477,673.5999756,0.154961139,
673.2000122,0.3532634974,673.2000122,0.6842104197,673.2000122,1.409101009,673.2000122,0.5588832498,673.2000122,0.1601295024,
672.7999878,0.3533256352,672.7999878,0.7203466892,672.7999878,1.480076194,672.7999878,0.5866879821,672.7999878,0.1655246317,
672.4000244,0.3532919288,672.4000244,0.7575753331,672.4000244,1.552491665,672.4000244,0.6152085662,672.4000244,0.1709013283,
672,0.3532143831,672,0.79555583,672,1.627255082,672,0.6445947886,672,0.1765667796,
671.5999756,0.3531349003,671.5999756,0.8335626125,671.5999756,1.701569915,671.5999756,0.6737462878,671.5999756,0.1821920276,
671.2000122,0.3531873524,671.2000122,0.8715164661,671.2000122,1.776471257,671.2000122,0.7031573653,671.2000122,0.1876266152,
670.7999878,0.3532903492,670.7999878,0.9097062349,670.7999878,1.852418303,670.7999878,0.7328417301,670.7999878,0.1930560172,
670.4000244,0.3532709479,670.4000244,0.9471467733,670.4000244,1.925308466,670.4000244,0.7615069747,670.4000244,0.1983366013,
670,0.3533515632,670,0.9841344357,670,1.998418808,670,0.7901012897,670,0.2036956251,
669.5999756,0.3533412516,669.5999756,1.020725727,669.5999756,2.070406675,669.5999756,0.8184901476,669.5999756,0.2090429217,
669.2000122,0.3532685935,669.2000122,1.056479573,669.2000122,2.140438795,669.2000122,0.8462374806,669.2000122,0.2141001821,
668.7999878,0.3532809615,668.7999878,1.090969682,668.7999878,2.20868969,668.7999878,0.873273015,668.7999878,0.2189271748,
668.4000244,0.3531671166,668.4000244,1.124196768,668.4000244,2.274262428,668.4000244,0.8990510702,668.4000244,0.2236360312,
668,0.3532488644,668,1.15626502,668,2.337150812,668,0.9238629341,668,0.228129819,
667.5999756,0.3532681167,667.5999756,1.185694933,667.5999756,2.393915653,667.5999756,0.9467509389,667.5999756,0.2321700901,
667.2000122,0.3531663716,667.2000122,1.212983251,667.2000122,2.448134899,667.2000122,0.9684592485,667.2000122,0.2361291498,
666.7999878,0.3531082571,666.7999878,1.238641262,666.7999878,2.498874426,666.7999878,0.9886628985,666.7999878,0.23983486,
666.4000244,0.3530252874,666.4000244,1.261473894,666.4000244,2.544095993,666.4000244,1.006737947,666.4000244,0.2431251109,
666,0.3530344963,666,1.282068253,666,2.583441973,666,1.023059726,666,0.2457692921,
665.5999756,0.3530378938,665.5999756,1.299914837,665.5999756,2.619664669,665.5999756,1.037312508,665.5999756,0.2482771575,
665.2000122,0.3529408574,665.2000122,1.314881921,665.2000122,2.649522305,665.2000122,1.049417853,665.2000122,0.2506306469,
664.7999878,0.3529931605,664.7999878,1.326459646,664.7999878,2.672778845,664.7999878,1.058885098,664.7999878,0.2520359755,
664.4000244,0.3530527949,664.4000244,1.334897041,664.4000244,2.690797329,664.4000244,1.066260338,664.4000244,0.253162086,
664,0.3528697491,664,1.340814233,664,2.702223778,664,1.071361899,664,0.2542315423,
663.5999756,0.3527844846,663.5999756,1.343286753,663.5999756,2.709568739,663.5999756,1.074056864,663.5999756,0.2546742857,
663.2000122,0.3527266979,663.2000122,1.342730641,663.2000122,2.709043741,663.2000122,1.074201107,663.2000122,0.2546751797,
662.7999878,0.3527203798,662.7999878,1.338901997,662.7999878,2.704423189,662.7999878,1.071997523,662.7999878,0.2542916536,
662.4000244,0.3525387645,662.4000244,1.332024097,662.4000244,2.694241047,662.4000244,1.06752634,662.4000244,0.2537091672,
662,0.3525893688,662,1.322148204,662,2.676676989,662,1.060773253,662,0.25238958,
661.5999756,0.3525842726,661.5999756,1.309493065,661.5999756,2.655334711,661.5999756,1.05170989,661.5999756,0.2507028282,
661.2000122,0.3523178697,661.2000122,1.293909192,661.2000122,2.626717567,661.2000122,1.040702105,661.2000122,0.2490552366,
660.7999878,0.3522570431,660.7999878,1.276122808,660.7999878,2.596760988,660.7999878,1.027377844,660.7999878,0.2470052093,
660.4000244,0.3521231115,660.4000244,1.255755901,660.4000244,2.558348656,660.4000244,1.012430906,660.4000244,0.2445268929,
660,0.351932615,660,1.233002663,660,2.51677537,660,0.9955357909,660,0.2417360991,
659.5999756,0.3519822359,659.5999756,1.208320022,659.5999756,2.470739126,659.5999756,0.9771851897,659.5999756,0.2386849821,
659.2000122,0.3519683182,659.2000122,1.182187676,659.2000122,2.420967102,659.2000122,0.9574620724,659.2000122,0.2353356779,
658.7999878,0.3518441916,658.7999878,1.154474497,658.7999878,2.369560242,658.7999878,0.9367277026,658.7999878,0.2320377827,
658.4000244,0.3517161608,658.4000244,1.12499404,658.4000244,2.313613415,658.4000244,0.9144800305,658.4000244,0.2284829915,
658,0.3515124321,658,1.094531894,658,2.256175518,658,0.8916317225,658,0.2249180228,
657.5999756,0.3514296412,657.5999756,1.063571095,657.5999756,2.197048187,657.5999756,0.8681008816,657.5999756,0.2209679931,
657.2000122,0.351328522,657.2000122,1.031299233,657.2000122,2.135565996,657.2000122,0.8436813354,657.2000122,0.2172296941,
656.7999878,0.3511692882,656.7999878,0.999380827,656.7999878,2.074231625,656.7999878,0.8194296956,656.7999878,0.2135070115,
656.4000244,0.3510302305,656.4000244,0.967354238,656.4000244,2.012739658,656.4000244,0.7949380875,656.4000244,0.2096462101,
656,0.350992173,656,0.934625864,656,1.949959993,656,0.7700240016,656,0.205761686,
655.5999756,0.3508626819,655.5999756,0.9021354318,655.5999756,1.88713479,655.5999756,0.7454705834,655.5999756,0.2020962834,
655.2000122,0.3507350087,655.2000122,0.8701090813,655.2000122,1.825234056,655.2000122,0.72089082,655.2000122,0.1984028518,
654.7999878,0.3506292701,654.7999878,0.8387801051,654.7999878,1.76411593,654.7999878,0.6966372728,654.7999878,0.1947275251,
654.4000244,0.3504086435,654.4000244,0.8074236512,654.4000244,1.704059005,654.4000244,0.6732160449,654.4000244,0.1912806928,
654,0.3502238095,654,0.7777891755,654,1.646230817,654,0.6503186822,654,0.1878344864,
653.5999756,0.3500353396,653.5999756,0.74902004,653.5999756,1.589905143,653.5999756,0.6280096769,653.5999756,0.1846469492,
653.2000122,0.349994272,653.2000122,0.7203365564,653.2000122,1.534499645,653.2000122,0.6059032679,653.2000122,0.1815347522,
652.7999878,0.3499839604,652.7999878,0.6930457354,652.7999878,1.48114419,652.7999878,0.58509022,652.7999878,0.1783228368,
652.4000244,0.349691242,652.4000244,0.6667582989,652.4000244,1.430009127,652.4000244,0.5648441315,652.4000244,0.1754271239,
652,0.3496495485,652,0.6411964893,652,1.380063534,652,0.5449781418,652,0.1725667119,
651.5999756,0.3495348394,651.5999756,0.6168381572,651.5999756,1.332597613,651.5999756,0.5261620879,651.5999756,0.1697659791,
651.2000122,0.3494313359,651.2000122,0.5940064192,651.2000122,1.287646174,651.2000122,0.5085502863,651.2000122,0.1672792137,
650.7999878,0.3492815495,650.7999878,0.5722101927,650.7999878,1.244711518,650.7999878,0.4916898906,650.7999878,0.1649852544,
650.4000244,0.3491185904,650.4000244,0.5511786342,650.4000244,1.203267932,650.4000244,0.4752973318,650.4000244,0.1626546383,
650,0.3490243852,650,0.5314419866,650,1.164453387,650,0.4600270987,650,0.1603236496,
649.5999756,0.3489554524,649.5999756,0.5122615695,649.5999756,1.126616359,649.5999756,0.445020467,649.5999756,0.1582348198,
649.2000122,0.3488392234,649.2000122,0.4938371181,649.2000122,1.09054637,649.2000122,0.4308451116,649.2000122,0.1560091823,
648.7999878,0.3487757742,648.7999878,0.4769352376,648.7999878,1.056912184,648.7999878,0.4177655578,648.7999878,0.154105261,
648.4000244,0.3486404121,648.4000244,0.4608659148,648.4000244,1.025350094,648.4000244,0.4052865207,648.4000244,0.1522475034,
648,0.3485607207,648,0.445682615,648,0.995089829,648,0.3932863176,648,0.1503465325,
647.5999756,0.34852916,647.5999756,0.4309774339,647.5999756,0.9659557939,647.5999756,0.3818103969,647.5999756,0.1485016793,
647.2000122,0.3482504785,647.2000122,0.4174100757,647.2000122,0.938579917,647.2000122,0.3713117242,647.2000122,0.1469550133,
646.7999878,0.3481884003,646.7999878,0.4040352106,646.7999878,0.9122202992,646.7999878,0.3610156476,646.7999878,0.1449697763,
646.4000244,0.348210603,646.4000244,0.3914661407,646.4000244,0.8869535327,646.4000244,0.3511223197,646.4000244,0.143220216,
646,0.3480510414,646,0.3800553083,646,0.8636022806,646,0.3420985639,646,0.1415830702,
645.5999756,0.3479185402,645.5999756,0.3690389693,645.5999756,0.8413958549,645.5999756,0.3334183395,645.5999756,0.1399926543,
645.2000122,0.3478984833,645.2000122,0.3583301306,645.2000122,0.8197003603,645.2000122,0.3248634338,645.2000122,0.1382506937,
644.7999878,0.3478317559,644.7999878,0.3483131528,644.7999878,0.7991991043,644.7999878,0.3168989718,644.7999878,0.136642307,
644.4000244,0.3477145433,644.4000244,0.3387547731,644.4000244,0.7797136307,644.4000244,0.3092588186,644.4000244,0.13503775,
644,0.3476231098,644,0.3295632303,644,0.7610241175,644,0.3019707203,644,0.1334056109,
643.5999756,0.3475504816,643.5999756,0.3208063841,643.5999756,0.743093729,643.5999756,0.294993192,643.5999756,0.1318707019,
