Baseline 100%T;;Eva;;Koen;;Jasmijn;;Mads;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
456;0,341637373;456;0,375409216;456;0,527261436;456;0,335403681;456;0,994279683
455,6000061;0,341761679;455,6000061;0,380626619;455,6000061;0,534396589;455,6000061;0,336888641;455,6000061;1,006308794
455,1999817;0,341655314;455,1999817;0,386659205;455,1999817;0,542692483;455,1999817;0,338858038;455,1999817;1,020154476
454,7999878;0,34164229;454,7999878;0,392659456;454,7999878;0,551421523;454,7999878;0,340988696;454,7999878;1,0350281
454,3999939;0,341779113;454,3999939;0,399210095;454,3999939;0,560553372;454,3999939;0,34333691;454,3999939;1,051136732
454;0,3417328;454;0,406889379;454;0,570784926;454;0,345943481;454;1,068866134
453,6000061;0,341621608;453,6000061;0,414787978;453,6000061;0,581480622;453,6000061;0,34900555;453,6000061;1,087769508
453,1999817;0,341624379;453,1999817;0,423307747;453,1999817;0,593057811;453,1999817;0,352509171;453,1999817;1,108098388
452,7999878;0,34160465;452,7999878;0,432201743;452,7999878;0,605285347;452,7999878;0,356056452;452,7999878;1,129671812
452,3999939;0,341743976;452,3999939;0,441728294;452,3999939;0,618350327;452,3999939;0,359956503;452,3999939;1,153009295
452;0,341675401;452;0,451809794;452;0,632068217;452;0,364477515;452;1,177751422
451,6000061;0,341735631;451,6000061;0,462675959;451,6000061;0,646416009;451,6000061;0,369185478;451,6000061;1,2042799
451,1999817;0,341606677;451,1999817;0,474196523;451,1999817;0,662106037;451,1999817;0,374423236;451,1999817;1,232499957
450,7999878;0,341587752;450,7999878;0,485836238;450,7999878;0,677765191;450,7999878;0,379753768;450,7999878;1,26094377
450,3999939;0,341557741;450,3999939;0,498024434;450,3999939;0,694140017;450,3999939;0,385619074;450,3999939;1,291353941
450;0,341680557;450;0,510806084;450;0,711158454;450;0,391761869;450;1,322946906
449,6000061;0,341639191;449,6000061;0,524109721;449,6000061;0,728925526;449,6000061;0,398257673;449,6000061;1,356308699
449,1999817;0,341733605;449,1999817;0,537664414;449,1999817;0,747058809;449,1999817;0,404884249;449,1999817;1,390022635
448,7999878;0,341520876;448,7999878;0,551905632;448,7999878;0,765584827;448,7999878;0,412382275;448,7999878;1,425647259
448,3999939;0,341522574;448,3999939;0,566419125;448,3999939;0,784788013;448,3999939;0,41972065;448,3999939;1,461642861
448;0,341480047;448;0,58076179;448;0,803461433;448;0,427358508;448;1,498105764
447,6000061;0,341556162;447,6000061;0,595417738;447,6000061;0,822419822;447,6000061;0,435259253;447,6000061;1,535095334
447,1999817;0,341615707;447,1999817;0,610398233;447,1999817;0,841584325;447,1999817;0,443370611;447,1999817;1,573380113
446,7999878;0,34153834;446,7999878;0,625102639;446,7999878;0,860731542;446,7999878;0,451632202;446,7999878;1,611562967
446,3999939;0,341378212;446,3999939;0,640105128;446,3999939;0,880130291;446,3999939;0,460285097;446,3999939;1,650220513
446;0,341116697;446;0,655028522;446;0,899083972;446;0,469153047;446;1,689142823
445,6000061;0,340793043;445,6000061;0,670055032;445,6000061;0,918364704;445,6000061;0,47793898;445,6000061;1,727776408
445,1999817;0,340604216;445,1999817;0,684533835;445,1999817;0,93631345;445,1999817;0,486649603;445,1999817;1,765206814
444,7999878;0,340665758;444,7999878;0,698113143;444,7999878;0,953599632;444,7999878;0,495079905;444,7999878;1,802241564
444,3999939;0,340803713;444,3999939;0,711676359;444,3999939;0,970432937;444,3999939;0,503507376;444,3999939;1,838654757
444;0,340818554;444;0,72457099;444;0,986726165;444;0,511645794;444;1,873625994
443,6000061;0,340629637;443,6000061;0,737333953;443,6000061;1,002385139;443,6000061;0,519939005;443,6000061;1,907945871
443,1999817;0,340725899;443,1999817;0,749416828;443,1999817;1,017036796;443,1999817;0,527908027;443,1999817;1,941648722
442,7999878;0,340602815;442,7999878;0,760756671;442,7999878;1,030935884;442,7999878;0,535506547;442,7999878;1,972672105
442,3999939;0,340582877;442,3999939;0,771133363;442,3999939;1,044036031;442,3999939;0,542774856;442,3999939;2,001960516
442;0,340679407;442;0,781015039;442;1,055518508;442;0,549474239;442;2,030669451
441,6000061;0,340775728;441,6000061;0,790054977;441,6000061;1,066380858;441,6000061;0,55599457;441,6000061;2,056883335
441,1999817;0,340715259;441,1999817;0,798461497;441,1999817;1,076348066;441,1999817;0,562101781;441,1999817;2,080710888
440,7999878;0,340700239;440,7999878;0,805903912;440,7999878;1,085168958;440,7999878;0,56761533;440,7999878;2,10372591
440,3999939;0,340728134;440,3999939;0,812791169;440,3999939;1,093086123;440,3999939;0,572883427;440,3999939;2,12359643
440;0,340698808;440;0,818532169;440;1,09985888;440;0,577614188;440;2,141782284
439,6000061;0,340795994;439,6000061;0,823509157;439,6000061;1,105635166;439,6000061;0,58160466;439,6000061;2,156966686
439,1999817;0,340781599;439,1999817;0,827562451;439,1999817;1,110112309;439,1999817;0,585250318;439,1999817;2,170908928
438,7999878;0,340945154;438,7999878;0,831169665;438,7999878;1,113612413;438,7999878;0,588249981;438,7999878;2,18192625
438,3999939;0,340913802;438,3999939;0,833922982;438,3999939;1,116511345;438,3999939;0,590880573;438,3999939;2,191032171
438;0,340705067;438;0,836001992;438;1,118407607;438;0,593259454;438;2,198787928
437,6000061;0,340748102;437,6000061;0,837016344;437,6000061;1,119328499;437,6000061;0,594988823;437,6000061;2,202756405
437,1999817;0,340802223;437,1999817;0,837490678;437,1999817;1,119098067;437,1999817;0,595839918;437,1999817;2,205862999
436,7999878;0,340703964;436,7999878;0,837367475;436,7999878;1,118310332;436,7999878;0,596648395;436,7999878;2,207475901
436,3999939;0,340785086;436,3999939;0,83642751;436,3999939;1,116657376;436,3999939;0,596775591;436,3999939;2,206736326
436;0,340878248;436;0,835041642;436;1,114166379;436;0,596203148;436;2,203841925
435,6000061;0,340875804;435,6000061;0,833133578;435,6000061;1,111221075;435,6000061;0,595339119;435,6000061;2,200154781
435,1999817;0,340922624;435,1999817;0,830419362;435,1999817;1,107484698;435,1999817;0,594213784;435,1999817;2,192239761
434,7999878;0,340874761;434,7999878;0,827683508;434,7999878;1,103544712;434,7999878;0,592753589;434,7999878;2,186290979
434,3999939;0,34079507;434,3999939;0,824639976;434,3999939;1,098644495;434,3999939;0,590736628;434,3999939;2,177012444
434;0,340714335;434;0,820920289;434;1,093823433;434;0,588537037;434;2,168206453
433,6000061;0,340686202;433,6000061;0,816730201;433,6000061;1,088413119;433,6000061;0,585848749;433,6000061;2,156223297
433,1999817;0,340740979;433,1999817;0,812394202;433,1999817;1,082588792;433,1999817;0,58282876;433,1999817;2,14451766
432,7999878;0,340860963;432,7999878;0,807481766;432,7999878;1,076416731;432,7999878;0,579540551;432,7999878;2,132400036
432,3999939;0,340718508;432,3999939;0,802987814;432,3999939;1,070299387;432,3999939;0,575923801;432,3999939;2,119196892
432;0,3407709;432;0,797747672;432;1,064016938;432;0,572024465;432;2,10553503
431,6000061;0,3406654;431,6000061;0,793010652;431,6000061;1,057709813;431,6000061;0,568221152;431,6000061;2,091813087
431,1999817;0,3406685;431,1999817;0,788006485;431,1999817;1,051587939;431,1999817;0,564016938;431,1999817;2,078246593
430,7999878;0,340727061;430,7999878;0,783009946;430,7999878;1,045084;430,7999878;0,559467852;430,7999878;2,06472373
430,3999939;0,340750217;430,3999939;0,77782476;430,3999939;1,039019346;430,3999939;0,555132985;430,3999939;2,050554037
430;0,340719938;430;0,772866607;430;1,033001304;430;0,550746322;430;2,037230253
429,6000061;0,340736479;429,6000061;0,76817435;429,6000061;1,026938915;429,6000061;0,54610908;429,6000061;2,023495674
429,1999817;0,340746492;429,1999817;0,763549328;429,1999817;1,021107197;429,1999817;0,541699231;429,1999817;2,010854959
428,7999878;0,340658516;428,7999878;0,759119391;428,7999878;1,016159058;428,7999878;0,537389159;428,7999878;1,998728395
428,3999939;0,340628415;428,3999939;0,754925311;428,3999939;1,011003613;428,3999939;0,533091784;428,3999939;1,987894773
428;0,340642661;428;0,750920236;428;1,006171942;428;0,528754652;428;1,975325465
427,6000061;0,340744585;427,6000061;0,747141182;427,6000061;1,001449943;427,6000061;0,524521291;427,6000061;1,965777874
427,1999817;0,340648592;427,1999817;0,743531585;427,1999817;0,997228086;427,1999817;0,520660043;427,1999817;1,95583272
426,7999878;0,340711385;426,7999878;0,740004659;426,7999878;0,993055284;426,7999878;0,516570628;426,7999878;1,947247624
426,3999939;0,340660572;426,3999939;0,737233698;426,3999939;0,989712656;426,3999939;0,513167977;426,3999939;1,939203501
426;0,340738744;426;0,734294474;426;0,986158788;426;0,509507537;426;1,93150115
425,6000061;0,340827614;425,6000061;0,731775105;425,6000061;0,983192802;425,6000061;0,506168902;425,6000061;1,924340248
425,1999817;0,34082669;425,1999817;0,729443431;425,1999817;0,980350137;425,1999817;0,503250837;425,1999817;1,918609381
424,7999878;0,340806812;424,7999878;0,727196157;424,7999878;0,978072941;424,7999878;0,50037396;424,7999878;1,914026022
424,3999939;0,340684295;424,3999939;0,725538313;424,3999939;0,975680351;424,3999939;0,497883111;424,3999939;1,908190846
424;0,340634406;424;0,72392273;424;0,973322213;424;0,495387584;424;1,903600931
423,6000061;0,340753406;423,6000061;0,722186089;423,6000061;0,971566081;423,6000061;0,492959231;423,6000061;1,899803996
423,1999817;0,340777814;423,1999817;0,720509946;423,1999817;0,969718695;423,1999817;0,490864098;423,1999817;1,896704316
422,7999878;0,34080106;422,7999878;0,719143808;422,7999878;0,967834592;422,7999878;0,48891598;422,7999878;1,893710017
422,3999939;0,340966433;422,3999939;0,717741549;422,3999939;0,965803802;422,3999939;0,486918807;422,3999939;1,890794277
422;0,340856314;422;0,716634333;422;0,964145482;422;0,485086024;422;1,888392329
421,6000061;0,340755999;421,6000061;0,715471923;421,6000061;0,962678373;421,6000061;0,483651549;421,6000061;1,885302901
421,1999817;0,340840846;421,1999817;0,714211881;421,1999817;0,960769177;421,1999817;0,482085645;421,1999817;1,882589698
420,7999878;0,340888351;420,7999878;0,712771177;420,7999878;0,958822072;420,7999878;0,480589658;420,7999878;1,880107045
420,3999939;0,340918273;420,3999939;0,711286962;420,3999939;0,9570086;420,3999939;0,479072958;420,3999939;1,877533197
420;0,340982765;420;0,709785819;420;0,954953671;420;0,477500975;420;1,874477386
419,6000061;0,341016144;419,6000061;0,708399952;419,6000061;0,952453315;419,6000061;0,476129443;419,6000061;1,87110281
419,1999817;0,341011256;419,1999817;0,706366122;419,1999817;0,950113893;419,1999817;0,474594712;419,1999817;1,868206501
418,7999878;0,341070861;418,7999878;0,704558373;418,7999878;0,947528541;418,7999878;0,473021746;418,7999878;1,862823844
418,3999939;0,341169566;418,3999939;0,702203095;418,3999939;0,944370091;418,3999939;0,471526086;418,3999939;1,858748555
418;0,341276735;418;0,699846745;418;0,940925896;418;0,469823837;418;1,853626966
417,6000061;0,341285378;417,6000061;0,69737649;417,6000061;0,937467039;417,6000061;0,467868686;417,6000061;1,84825623
417,1999817;0,341288924;417,1999817;0,69465071;417,1999817;0,933643103;417,1999817;0,465981305;417,1999817;1,841781378
416,7999878;0,34158203;416,7999878;0,691324174;416,7999878;0,929470897;416,7999878;0,463971853;416,7999878;1,834637403
416,3999939;0,341425091;416,3999939;0,688476443;416,3999939;0,925066233;416,3999939;0,462097079;416,3999939;1,827462673
416;0,341474831;416;0,6847049;416;0,920319438;416;0,459764719;416;1,819724798
415,6000061;0,34156543;415,6000061;0,681271792;415,6000061;0,915014923;415,6000061;0,457428575;415,6000061;1,810003877
415,1999817;0,34161225;415,1999817;0,677163184;415,1999817;0,909618437;415,1999817;0,454845697;415,1999817;1,800250888
414,7999878;0,341707677;414,7999878;0,672811806;414,7999878;0,903823078;414,7999878;0,452245921;414,7999878;1,790940523
414,3999939;0,341794163;414,3999939;0,668506324;414,3999939;0,897892654;414,3999939;0,449362308;414,3999939;1,779635429
414;0,341811657;414;0,663869858;414;0,891565263;414;0,446554601;414;1,768548012
413,6000061;0,341974735;413,6000061;0,658849478;413,6000061;0,884863675;413,6000061;0,443305463;413,6000061;1,756340504
413,1999817;0,341992587;413,1999817;0,653802395;413,1999817;0,877947033;413,1999817;0,440302134;413,1999817;1,742941856
412,7999878;0,342073232;412,7999878;0,648622155;412,7999878;0,870957196;412,7999878;0,43693924;412,7999878;1,729968071
412,3999939;0,342237532;412,3999939;0,643007696;412,3999939;0,863739967;412,3999939;0,433328748;412,3999939;1,71596694
412;0,342318088;412;0,63731277;412;0,856247962;412;0,42973429;412;1,701920152
411,6000061;0,342279524;411,6000061;0,631818771;411,6000061;0,848511577;411,6000061;0,426074624;411,6000061;1,686759353
411,1999817;0,342328608;411,1999817;0,626021385;411,1999817;0,840921879;411,1999817;0,422175884;411,1999817;1,672446251
410,7999878;0,342600256;410,7999878;0,619769812;410,7999878;0,832881808;410,7999878;0,417957842;410,7999878;1,656482816
410,3999939;0,342570037;410,3999939;0,613639832;410,3999939;0,824935317;410,3999939;0,414155573;410,3999939;1,639771938
410;0,342864752;410;0,607670486;410;0,816867471;410;0,409831315;410;1,624249697
409,6000061;0,342937261;409,6000061;0,601471484;409,6000061;0,809027851;409,6000061;0,405681312;409,6000061;1,60823071
409,1999817;0,342896223;409,1999817;0,59548372;409,1999817;0,80107826;409,1999817;0,401521057;409,1999817;1,592181206
408,7999878;0,342942566;408,7999878;0,589201331;408,7999878;0,793270409;408,7999878;0,397104353;408,7999878;1,575789332
408,3999939;0,343164086;408,3999939;0,582816601;408,3999939;0,785053253;408,3999939;0,392657191;408,3999939;1,559407949
408;0,343096793;408;0,576824665;408;0,777314186;408;0,388436139;408;1,543479204
407,6000061;0,343213975;407,6000061;0,570691228;407,6000061;0,769678891;407,6000061;0,38401854;407,6000061;1,527427912
407,1999817;0,343429595;407,1999817;0,564861119;407,1999817;0,7619766;407,1999817;0,379774004;407,1999817;1,512122035
406,7999878;0,343522281;406,7999878;0,559025407;406,7999878;0,754671395;406,7999878;0,375529587;406,7999878;1,496286035
406,3999939;0,343759716;406,3999939;0,553252697;406,3999939;0,747168601;406,3999939;0,371156871;406,3999939;1,481470704
406;0,343916893;406;0,547671497;406;0,740172267;406;0,367135137;406;1,466428876
405,6000061;0,343830884;405,6000061;0,542244852;405,6000061;0,733579636;405,6000061;0,363056034;405,6000061;1,451826572
405,1999817;0,343991071;405,1999817;0,536842823;405,1999817;0,726795256;405,1999817;0,358858913;405,1999817;1,437588096
404,7999878;0,344064415;404,7999878;0,531690896;404,7999878;0,720243275;404,7999878;0,354951829;404,7999878;1,42418766
404,3999939;0,34409222;404,3999939;0,527023315;404,3999939;0,71419239;404,3999939;0,351215035;404,3999939;1,41133213
404;0,344046742;404;0,522485972;404;0,708454013;404;0,347494632;404;1,398306727
403,6000061;0,344388276;403,6000061;0,51756376;403,6000061;0,702792585;403,6000061;0,343715578;403,6000061;1,386030674
403,1999817;0,34434557;403,1999817;0,513341963;403,1999817;0,697332859;403,1999817;0,340403348;403,1999817;1,37446332
402,7999878;0,344378173;402,7999878;0,509398341;402,7999878;0,692243099;402,7999878;0,337158769;402,7999878;1,363229752
402,3999939;0,344462663;402,3999939;0,505290628;402,3999939;0,68720907;402,3999939;0,333875001;402,3999939;1,352865458
402;0,344612598;402;0,50161171;402;0,682676077;402;0,330775797;402;1,34262073
401,6000061;0,344733864;401,6000061;0,498204947;401,6000061;0,678633273;401,6000061;0,327943802;401,6000061;1,333808541
401,1999817;0,344802976;401,1999817;0,49489674;401,1999817;0,674534738;401,1999817;0,325420737;401,1999817;1,324536443
400,7999878;0,344903439;400,7999878;0,492051095;400,7999878;0,670792937;400,7999878;0,322917104;400,7999878;1,315988898
400,3999939;0,345066905;400,3999939;0,488889933;400,3999939;0,667105436;400,3999939;0,320351064;400,3999939;1,308355689
400;0,345033705;400;0,486357719;400;0,663975775;400;0,318216652;400;1,301021218
399,6000061;0,345290244;399,6000061;0,483398318;399,6000061;0,660584986;399,6000061;0,315936178;399,6000061;1,29452002
399,1999817;0,345202446;399,1999817;0,481340557;399,1999817;0,657951653;399,1999817;0,314089924;399,1999817;1,288228989
398,7999878;0,345361501;398,7999878;0,479192585;398,7999878;0,655087948;398,7999878;0,312155128;398,7999878;1,282726884
398,3999939;0,345416457;398,3999939;0,477251262;398,3999939;0,652643144;398,3999939;0,310529292;398,3999939;1,276832819
398;0,345615804;398;0,475516737;398;0,650229394;398;0,308845341;398;1,271988511
397,6000061;0,345699579;397,6000061;0,47374472;397,6000061;0,648172855;397,6000061;0,307485312;397,6000061;1,267320752
397,1999817;0,345668435;397,1999817;0,472342074;397,1999817;0,646660507;397,1999817;0,30639863;397,1999817;1,26363945
396,7999878;0,34582001;396,7999878;0,470816255;396,7999878;0,644871175;396,7999878;0,305125177;396,7999878;1,259577513
396,3999939;0,34592694;396,3999939;0,469222128;396,3999939;0,642641485;396,3999939;0,304106921;396,3999939;1,255826831
396;0,345977515;396;0,467975318;396;0,641421139;396;0,303293049;396;1,252831221
395,6000061;0,345959634;395,6000061;0,467043608;395,6000061;0,640079022;395,6000061;0,302590609;395,6000061;1,249940276
395,1999817;0,346150875;395,1999817;0,465903014;395,1999817;0,638463914;395,1999817;0,301686943;395,1999817;1,24701035
394,7999878;0,346297115;394,7999878;0,464828253;394,7999878;0,636834204;394,7999878;0,300924599;394,7999878;1,244198918
394,3999939;0,346272141;394,3999939;0,463831067;394,3999939;0,635755777;394,3999939;0,300467193;394,3999939;1,241755366
394;0,346339166;394;0,463012129;394;0,634867489;394;0,300065368;394;1,239591956
393,6000061;0,346369773;393,6000061;0,462220609;393,6000061;0,63347888;393,6000061;0,299547404;393,6000061;1,237777948
393,1999817;0,346432209;393,1999817;0,461422861;393,1999817;0,632746637;393,1999817;0,299074829;393,1999817;1,235368848
392,7999878;0,34658885;392,7999878;0,460714907;392,7999878;0,631414056;392,7999878;0,298813671;392,7999878;1,233317137
392,3999939;0,346785873;392,3999939;0,460011125;392,3999939;0,630723059;392,3999939;0,298592836;392,3999939;1,23159337
392;0,346861452;392;0,459329844;392;0,629702568;392;0,298214406;392;1,229912996
391,6000061;0,346814752;391,6000061;0,458695561;391,6000061;0,628903806;391,6000061;0,298101932;391,6000061;1,227757573
391,1999817;0,346995801;391,1999817;0,458020032;391,1999817;0,627711773;391,1999817;0,298035294;391,1999817;1,226052165
390,7999878;0,347288668;390,7999878;0,457167327;390,7999878;0,626757205;390,7999878;0,297502786;390,7999878;1,224394202
390,3999939;0,34721607;390,3999939;0,456746608;390,3999939;0,626085758;390,3999939;0,297485799;390,3999939;1,223160028
390;0,347229421;390;0,456214994;390;0,625169873;390;0,297489703;390;1,221443057
389,6000061;0,347374171;389,6000061;0,455694944;389,6000061;0,624063194;389,6000061;0,297403246;389,6000061;1,219782233
389,1999817;0,347449035;389,1999817;0,455007792;389,1999817;0,623135984;389,1999817;0,297314584;389,1999817;1,217978001
388,7999878;0,347474784;388,7999878;0,45432955;388,7999878;0,622349858;388,7999878;0,297236204;388,7999878;1,216659188
388,3999939;0,347693592;388,3999939;0,453545004;388,3999939;0,621379197;388,3999939;0,297114849;388,3999939;1,214572191
388;0,347795278;388;0,452785701;388;0,620428443;388;0,296896905;388;1,213371992
387,6000061;0,348012775;387,6000061;0,45235461;387,6000061;0,619336426;387,6000061;0,296417207;387,6000061;1,21169734
387,1999817;0,348198026;387,1999817;0,451653123;387,1999817;0,618621707;387,1999817;0,296484113;387,1999817;1,209896088
386,7999878;0,348043531;386,7999878;0,451262176;386,7999878;0,617956042;386,7999878;0,296554864;386,7999878;1,208292842
386,3999939;0,34823522;386,3999939;0,450465441;386,3999939;0,616740704;386,3999939;0,29624939;386,3999939;1,206138492
386;0,348352075;386;0,449510992;386;0,615757823;386;0,296232939;386;1,204271674
385,6000061;0,34859407;385,6000061;0,448561668;385,6000061;0,614303231;385,6000061;0,295830578;385,6000061;1,202204704
385,1999817;0,348653227;385,1999817;0,447645724;385,1999817;0,613342524;385,1999817;0,295511216;385,1999817;1,200042725
384,7999878;0,348672211;384,7999878;0,446741968;384,7999878;0,612082005;384,7999878;0,295242012;384,7999878;1,19762826
384,3999939;0,348799348;384,3999939;0,445901066;384,3999939;0,610760808;384,3999939;0,295037001;384,3999939;1,195150375
384;0,348845989;384;0,4445858;384;0,609191656;384;0,294784367;384;1,192353964
383,6000061;0,349134922;383,6000061;0,443358183;383,6000061;0,607373476;383,6000061;0,294029325;383,6000061;1,189677
383,1999817;0,349185497;383,1999817;0,442073196;383,1999817;0,60563004;383,1999817;0,293560475;383,1999817;1,186350942
382,7999878;0,349270195;382,7999878;0,440873534;382,7999878;0,603692353;382,7999878;0,29313907;382,7999878;1,182913542
382,3999939;0,349571794;382,3999939;0,439266115;382,3999939;0,601761997;382,3999939;0,2923733;382,3999939;1,179082513
382;0,349659592;382;0,437878937;382;0,599455416;382;0,291741252;382;1,175383329
381,6000061;0,349646837;381,6000061;0,43643412;381,6000061;0,597444117;381,6000061;0,291205794;381,6000061;1,171096325
381,1999817;0,349853456;381,1999817;0,434507161;381,1999817;0,595005453;381,1999817;0,290155858;381,1999817;1,166683316
380,7999878;0,350019693;380,7999878;0,432369083;380,7999878;0,592208803;380,7999878;0,289379537;380,7999878;1,161873698
380,3999939;0,350163132;380,3999939;0,430376709;380,3999939;0,589387894;380,3999939;0,288449466;380,3999939;1,156684518
380;0,350218922;380;0,428478509;380;0,5866431;380;0,287509441;380;1,151606679
379,6000061;0,350274861;379,6000061;0,42634213;379,6000061;0,583790243;379,6000061;0,286586016;379,6000061;1,146116972
379,1999817;0,350459844;379,1999817;0,423759222;379,1999817;0,58043468;379,1999817;0,285283208;379,1999817;1,139848471
378,7999878;0,350625098;378,7999878;0,421255678;378,7999878;0,577032805;378,7999878;0,28402549;378,7999878;1,133925676
378,3999939;0,350611061;378,3999939;0,418924809;378,3999939;0,57394731;378,3999939;0,283009589;378,3999939;1,127244949
378;0,350783914;378;0,416130424;378;0,570119083;378;0,281587899;378;1,120666981
377,6000061;0,350775749;377,6000061;0,413608313;377,6000061;0,56704998;377,6000061;0,280336082;377,6000061;1,1138165
377,1999817;0,35087204;377,1999817;0,410546422;377,1999817;0,563294113;377,1999817;0,278977782;377,1999817;1,106704116
376,7999878;0,351112723;376,7999878;0,40771234;376,7999878;0,559291184;376,7999878;0,277646989;376,7999878;1,099924445
376,3999939;0,351195395;376,3999939;0,404902905;376,3999939;0,555790186;376,3999939;0,276194155;376,3999939;1,091946244
376;0,351433933;376;0,40181908;376;0,551692903;376;0,274700761;376;1,084557295
375,6000061;0,351256371;375,6000061;0,399017841;375,6000061;0,54807967;375,6000061;0,273345262;375,6000061;1,077498674
375,1999817;0,351465404;375,1999817;0,39604792;375,1999817;0,54399997;375,1999817;0,271793544;375,1999817;1,069173813
374,7999878;0,351551056;374,7999878;0,393059284;374,7999878;0,540037751;374,7999878;0,270247996;374,7999878;1,061768651
374,3999939;0,351775408;374,3999939;0,389972389;374,3999939;0,536010027;374,3999939;0,268559188;374,3999939;1,054022789
374;0,351772606;374;0,386834294;374;0,532124341;374;0,267299444;374;1,046179891
373,6000061;0,352007836;373,6000061;0,383787721;373,6000061;0,528061628;373,6000061;0,265471339;373,6000061;1,03859508
373,1999817;0,351935148;373,1999817;0,380839378;373,1999817;0,524367154;373,1999817;0,264152527;373,1999817;1,03128469
372,7999878;0,352058321;372,7999878;0,37800622;372,7999878;0,520342588;372,7999878;0,262614816;372,7999878;1,023245454
372,3999939;0,352157325;372,3999939;0,374907196;372,3999939;0,51646477;372,3999939;0,261044949;372,3999939;1,015969396
372;0,352318525;372;0,371837378;372;0,512797892;372;0,259566993;372;1,008310676
371,6000061;0,352480829;371,6000061;0,369208843;371,6000061;0,509078205;371,6000061;0,258157581;371,6000061;1,001119852
371,1999817;0,352549821;371,1999817;0,366401196;371,1999817;0,505455494;371,1999817;0,257020742;371,1999817;0,994109929
370,7999878;0,35274294;370,7999878;0,363638967;370,7999878;0,501909018;370,7999878;0,255473018;370,7999878;0,987274766
370,3999939;0,352725506;370,3999939;0,361243218;370,3999939;0,498342872;370,3999939;0,254133374;370,3999939;0,980351269
370;0,352869004;370;0,358426303;370;0,494790971;370;0,252671123;370;0,973362863
369,6000061;0,35294807;369,6000061;0,355756402;369,6000061;0,491546392;369,6000061;0,251635522;369,6000061;0,966820478
369,1999817;0,353129327;369,1999817;0,353063792;369,1999817;0,488097578;369,1999817;0,250175327;369,1999817;0,959933639
368,7999878;0,353253543;368,7999878;0,350584716;368,7999878;0,484721571;368,7999878;0,249097541;368,7999878;0,953825593
368,3999939;0,353268892;368,3999939;0,348181635;368,3999939;0,481774688;368,3999939;0,24785687;368,3999939;0,947405994
368;0,353446811;368;0,345761091;368;0,47868824;368;0,246477589;368;0,941441357
367,6000061;0,353515655;367,6000061;0,343497753;367,6000061;0,475713313;367,6000061;0,245417789;367,6000061;0,935664892
367,1999817;0,353574008;367,1999817;0,341345787;367,1999817;0,472786099;367,1999817;0,244426578;367,1999817;0,929838657
366,7999878;0,353705287;366,7999878;0,339259654;366,7999878;0,469965071;366,7999878;0,243283853;366,7999878;0,924248278
366,3999939;0,354032695;366,3999939;0,336807013;366,3999939;0,467036963;366,3999939;0,241942331;366,3999939;0,918321729
366;0,354061604;366;0,334731996;366;0,464240551;366;0,241082564;366;0,913067281
365,6000061;0,354095399;365,6000061;0,332797408;365,6000061;0,461716175;365,6000061;0,240023807;365,6000061;0,907785833
365,1999817;0,354285181;365,1999817;0,330752701;365,1999817;0,459102452;365,1999817;0,238897577;365,1999817;0,90244931
364,7999878;0,354251385;364,7999878;0,328582376;364,7999878;0,45662266;364,7999878;0,238147184;364,7999878;0,897409022
364,3999939;0,35435319;364,3999939;0,326743603;364,3999939;0,454007477;364,3999939;0,237095505;364,3999939;0,892720699
364;0,354435116;364;0,324826866;364;0,451553911;364;0,236170664;364;0,887727141
363,6000061;0,354568481;363,6000061;0,323095799;363,6000061;0,449218303;363,6000061;0,23511757;363,6000061;0,882706463
363,1999817;0,354670376;363,1999817;0,321201861;363,1999817;0,446790367;363,1999817;0,234260142;363,1999817;0,878430426
362,7999878;0,354670852;362,7999878;0,319556892;362,7999878;0,444631755;362,7999878;0,233346671;362,7999878;0,873474121
362,3999939;0,354584247;362,3999939;0,318096399;362,3999939;0,442653596;362,3999939;0,232388705;362,3999939;0,869211853
362;0,354893893;362;0,316149175;362;0,440219581;362;0,231281459;362;0,864651322
361,6000061;0,35511294;361,6000061;0,314335674;361,6000061;0,437782526;361,6000061;0,230198845;361,6000061;0,860223115
361,1999817;0,355170101;361,1999817;0,312480807;361,1999817;0,435812414;361,1999817;0,229511708;361,1999817;0,85576272
360,7999878;0,355102897;360,7999878;0,310971081;360,7999878;0,433581382;360,7999878;0,228632882;360,7999878;0,85171628
360,3999939;0,355050147;360,3999939;0,309441805;360,3999939;0,431821466;360,3999939;0,2278817;360,3999939;0,847548306
360;0,355121911;360;0,307785034;360;0,429878175;360;0,227078691;360;0,843176961
359,6000061;0,355294138;359,6000061;0,30620563;359,6000061;0,427651614;359,6000061;0,226202101;359,6000061;0,838996172
359,1999817;0,355460763;359,1999817;0,304721981;359,1999817;0,425528169;359,1999817;0,224999756;359,1999817;0,835144877
358,7999878;0,355412126;358,7999878;0,303340584;358,7999878;0,42391637;358,7999878;0,224338442;358,7999878;0,831223786
358,3999939;0,35553965;358,3999939;0,301804632;358,3999939;0,422189683;358,3999939;0,223745167;358,3999939;0,827544868
358;0,355667174;358;0,300493449;358;0,420229852;358;0,222992629;358;0,823742807
357,6000061;0,355918199;357,6000061;0,298825294;357,6000061;0,418363571;357,6000061;0,221863017;357,6000061;0,82012701
357,1999817;0,355786949;357,1999817;0,297892481;357,1999817;0,417169839;357,1999817;0,221554935;357,1999817;0,817261279
