Baseline 100%T;;Eva;;Koen;;Jasmijn;;Mads;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
654,4000244;0,339971364;654,4000244;0,202535212;654,4000244;0,287299901;654,4000244;0,174486652;654,4000244;0,53942579
654;0,339870364;654;0,199158371;654;0,282970399;654;0,173099205;654;0,530850589
653,5999756;0,339637131;653,5999756;0,196044967;653,5999756;0,278991848;653,5999756;0,171838507;653,5999756;0,522782981
653,2000122;0,339543253;653,2000122;0,193155199;653,2000122;0,275153875;653,2000122;0,170428664;653,2000122;0,515213788
652,7999878;0,339394689;652,7999878;0,190509573;652,7999878;0,271799594;652,7999878;0,169288471;652,7999878;0,508374453
652,4000244;0,339294702;652,4000244;0,187790096;652,4000244;0,268561661;652,4000244;0,167951569;652,4000244;0,501350582
652;0,339199781;652;0,185302123;652;0,265315384;652;0,166753277;652;0,494983405
651,5999756;0,339031875;651,5999756;0,183066443;651,5999756;0,262315035;651,5999756;0,165491819;651,5999756;0,488946796
651,2000122;0,338971645;651,2000122;0,180883095;651,2000122;0,259520173;651,2000122;0,163912743;651,2000122;0,483340621
650,7999878;0,338913351;650,7999878;0,178789169;650,7999878;0,256722689;650,7999878;0,162331596;650,7999878;0,477921516
650,4000244;0,338827401;650,4000244;0,176730529;650,4000244;0,254214346;650,4000244;0,160917893;650,4000244;0,472678453
650;0,338670403;650;0,174806207;650;0,252004117;650;0,159207404;650;0,467689067
649,5999756;0,338531256;649,5999756;0,172811359;649,5999756;0,249718368;649,5999756;0,157485768;649,5999756;0,462683827
649,2000122;0,338503808;649,2000122;0,170866832;649,2000122;0,247350961;649,2000122;0,155652165;649,2000122;0,457673103
648,7999878;0,338314712;648,7999878;0,169352502;648,7999878;0,245288208;648,7999878;0,153846473;648,7999878;0,453290433
648,4000244;0,338261932;648,4000244;0,167413697;648,4000244;0,243214324;648,4000244;0,151807845;648,4000244;0,448875189
648;0,338142544;648;0,165781558;648;0,241400391;648;0,149722859;648;0,444535703
647,5999756;0,338060617;647,5999756;0,164101556;647,5999756;0,239488289;647,5999756;0,14745529;647,5999756;0,440428883
647,2000122;0,337912142;647,2000122;0,16265057;647,2000122;0,237775594;647,2000122;0,145388559;647,2000122;0,436583906
646,7999878;0,337864548;646,7999878;0,161020294;646,7999878;0,235829145;646,7999878;0,143105462;646,7999878;0,432578415
646,4000244;0,337744474;646,4000244;0,159613565;646,4000244;0,234166741;646,4000244;0,140819505;646,4000244;0,428920358
646;0,337613493;646;0,158182398;646;0,232640967;646;0,138636962;646;0,42553252
645,5999756;0,337515056;645,5999756;0,156886593;645,5999756;0,23120299;645,5999756;0,136250675;645,5999756;0,421990216
645,2000122;0,33743003;645,2000122;0,155591458;645,2000122;0,229802281;645,2000122;0,133810848;645,2000122;0,418824703
644,7999878;0,337262213;644,7999878;0,154457554;644,7999878;0,228602901;644,7999878;0,13168262;644,7999878;0,415922582
644,4000244;0,33714819;644,4000244;0,153403655;644,4000244;0,227257535;644,4000244;0,129478127;644,4000244;0,413135141
644;0,337142259;644;0,152049989;644;0,226009965;644;0,12732926;644;0,410404056
643,5999756;0,337138087;643,5999756;0,151039183;643,5999756;0,224915549;643,5999756;0,124964654;643,5999756;0,407954305
643,2000122;0,337043643;643,2000122;0,150127202;643,2000122;0,223926947;643,2000122;0,122875392;643,2000122;0,405593425
642,7999878;0,336947709;642,7999878;0,149213195;642,7999878;0,223086596;642,7999878;0,120878495;642,7999878;0,403504759
642,4000244;0,336824238;642,4000244;0,148442328;642,4000244;0,222301111;642,4000244;0,118936755;642,4000244;0,401719749
642;0,336844593;642;0,147542864;642;0,221450493;642;0,116946556;642;0,39988184
641,5999756;0,336742133;641,5999756;0,14682208;641,5999756;0,220802426;641,5999756;0,11510703;641,5999756;0,398465812
641,2000122;0,336750686;641,2000122;0,146000624;641,2000122;0,220165789;641,2000122;0,113150664;641,2000122;0,396689057
640,7999878;0,336600632;640,7999878;0,145643547;640,7999878;0,219621405;640,7999878;0,111362532;640,7999878;0,395593494
640,4000244;0,336435109;640,4000244;0,145142928;640,4000244;0,219234496;640,4000244;0,109765984;640,4000244;0,394586712
640;0,336380035;640;0,144659907;640;0,218861729;640;0,108341776;640;0,393526942
639,5999756;0,336472333;639,5999756;0,144179985;639,5999756;0,218347356;639,5999756;0,1066228;639,5999756;0,392573386
639,2000122;0,336417496;639,2000122;0,143679544;639,2000122;0,21798861;639,2000122;0,105108663;639,2000122;0,391752511
638,7999878;0,33632791;638,7999878;0,143256038;638,7999878;0,217881382;638,7999878;0,103667751;638,7999878;0,391221643
638,4000244;0,336214155;638,4000244;0,143117234;638,4000244;0,217723906;638,4000244;0,102411598;638,4000244;0,390849203
638;0,33635053;638;0,142820418;638;0,217410639;638;0,100977399;638;0,390204966
637,5999756;0,336140335;637,5999756;0,142739967;637,5999756;0,217588797;637,5999756;0,099811465;637,5999756;0,389995843
637,2000122;0,3361049;637,2000122;0,14259328;637,2000122;0,217465431;637,2000122;0,098780893;637,2000122;0,389717877
636,7999878;0,336167127;636,7999878;0,142499223;636,7999878;0,217284679;636,7999878;0,097692631;636,7999878;0,389363229
636,4000244;0,336209536;636,4000244;0,142294318;636,4000244;0,217178568;636,4000244;0,09655448;636,4000244;0,389428645
636;0,336105913;636;0,142260194;636;0,217326909;636;0,095629536;636;0,389474034
635,5999756;0,336017996;635,5999756;0,142318234;635,5999756;0,217334375;635,5999756;0,094891295;635,5999756;0,389310241
635,2000122;0,336159974;635,2000122;0,142363787;635,2000122;0,217348173;635,2000122;0,09396442;635,2000122;0,389226556
634,7999878;0,336032629;634,7999878;0,142310798;634,7999878;0,217525661;634,7999878;0,09338785;634,7999878;0,389441699
634,4000244;0,336094618;634,4000244;0,14216648;634,4000244;0,21764046;634,4000244;0,092613265;634,4000244;0,389535725
634;0,336211085;634;0,142185479;634;0,217672288;634;0,092030868;634;0,389692038
633,5999756;0,336103857;633,5999756;0,142304629;633,5999756;0,217768654;633,5999756;0,091542207;633,5999756;0,3899903
633,2000122;0,33600086;633,2000122;0,142503142;633,2000122;0,217984974;633,2000122;0,091254696;633,2000122;0,390410215
632,7999878;0,336112618;632,7999878;0,142490283;632,7999878;0,217951238;632,7999878;0,090670101;632,7999878;0,390407771
632,4000244;0,336295307;632,4000244;0,142312452;632,4000244;0,217981204;632,4000244;0,090213209;632,4000244;0,390495271
632;0,336096853;632;0,142547533;632;0,218178213;632;0,090136521;632;0,39098382
631,5999756;0,336210102;631,5999756;0,14240174;631,5999756;0,218163028;631,5999756;0,089869931;631,5999756;0,391052157
631,2000122;0,33631894;631,2000122;0,14273116;631,2000122;0,218267158;631,2000122;0,089614928;631,2000122;0,39135024
630,7999878;0,33633247;630,7999878;0,1427394;630,7999878;0,2184681;630,7999878;0,089480385;630,7999878;0,391514778
630,4000244;0,336447656;630,4000244;0,142677873;630,4000244;0,218315646;630,4000244;0,089231588;630,4000244;0,391691744
630;0,336513549;630;0,142666623;630;0,218111694;630;0,089117028;630;0,391852856
629,5999756;0,336512893;629,5999756;0,142751664;629,5999756;0,218262628;629,5999756;0,089077465;629,5999756;0,392089754
629,2000122;0,336524308;629,2000122;0,142725557;629,2000122;0,218031034;629,2000122;0,089056902;629,2000122;0,392276764
628,7999878;0,336720586;628,7999878;0,142408565;628,7999878;0,217725068;628,7999878;0,088862911;628,7999878;0,391911477
628,4000244;0,336721808;628,4000244;0,142400265;628,4000244;0,217775881;628,4000244;0,088757247;628,4000244;0,391945213
628;0,336717546;628;0,142423645;628;0,217634812;628;0,088747181;628;0,391970933
627,5999756;0,336964339;627,5999756;0,141998991;627,5999756;0,217084721;627,5999756;0,088566467;627,5999756;0,391447097
627,2000122;0,337068915;627,2000122;0,141772717;627,2000122;0,216875792;627,2000122;0,088454276;627,2000122;0,391056627
626,7999878;0,336951196;626,7999878;0,141797438;626,7999878;0,216664165;626,7999878;0,08852841;626,7999878;0,390814811
626,4000244;0,3369717;626,4000244;0,141560584;626,4000244;0,216291174;626,4000244;0,088396303;626,4000244;0,390429497
626;0,337070406;626;0,141189396;626;0,215819746;626;0,08820416;626;0,389763445
625,5999756;0,337283105;625,5999756;0,140823185;625,5999756;0,215354979;625,5999756;0,088036798;625,5999756;0,388998449
625,2000122;0,337368935;625,2000122;0,140366867;625,2000122;0,214831695;625,2000122;0,087845229;625,2000122;0,388298512
624,7999878;0,337457329;624,7999878;0,140062422;624,7999878;0,214274153;624,7999878;0,087804005;624,7999878;0,387396395
624,4000244;0,337609947;624,4000244;0,139742389;624,4000244;0,213569269;624,4000244;0,087573804;624,4000244;0,386382043
624;0,337596625;624;0,139262453;624;0,212992936;624;0,087496758;624;0,38553682
623,5999756;0,337702721;623,5999756;0,138747722;623,5999756;0,212417096;623,5999756;0,0871436;623,5999756;0,384506822
623,2000122;0,337835729;623,2000122;0,138095081;623,2000122;0,211650237;623,2000122;0,086912036;623,2000122;0,383255124
622,7999878;0,337883353;622,7999878;0,137633443;622,7999878;0,210975558;622,7999878;0,086804695;622,7999878;0,381987631
622,4000244;0,337986678;622,4000244;0,136939466;622,4000244;0,210122168;622,4000244;0,086424276;622,4000244;0,380741447
622;0,33812207;622;0,136321783;622;0,20897314;622;0,086121313;622;0,379142314
621,5999756;0,338360846;621,5999756;0,135597646;621,5999756;0,20805189;621,5999756;0,085630715;621,5999756;0,377471864
621,2000122;0,338377446;621,2000122;0,134906665;621,2000122;0,207184449;621,2000122;0,085285716;621,2000122;0,375901759
620,7999878;0,338409156;620,7999878;0,134204194;620,7999878;0,206303656;620,7999878;0,085043713;620,7999878;0,374106914
620,4000244;0,338601708;620,4000244;0,133358806;620,4000244;0,205215037;620,4000244;0,084611289;620,4000244;0,372223049
620;0,338690519;620;0,132711366;620;0,204011276;620;0,084258556;620;0,370418847
619,5999756;0,338723242;619,5999756;0,131840617;619,5999756;0,202915281;619,5999756;0,083886132;619,5999756;0,368564457
619,2000122;0,338765889;619,2000122;0,130922109;619,2000122;0,201817647;619,2000122;0,083577938;619,2000122;0,366431803
618,7999878;0,338972271;618,7999878;0,129883811;618,7999878;0,200422853;618,7999878;0,083090015;618,7999878;0,364237994
618,4000244;0,338958114;618,4000244;0,129026398;618,4000244;0,199384734;618,4000244;0,082503587;618,4000244;0,361908108
618;0,339024544;618;0,127961144;618;0,198209718;618;0,082173102;618;0,359597325
617,5999756;0,339279324;617,5999756;0,126902595;617,5999756;0,196720317;617,5999756;0,081513733;617,5999756;0,357023448
617,2000122;0,339328229;617,2000122;0,125967354;617,2000122;0,19530195;617,2000122;0,081132546;617,2000122;0,354724675
616,7999878;0,339272976;616,7999878;0,124989338;616,7999878;0,193986952;616,7999878;0,0807098;616,7999878;0,352161616
616,4000244;0,339504808;616,4000244;0,123826958;616,4000244;0,19245714;616,4000244;0,08003179;616,4000244;0,34930253
616;0,339569211;616;0,12280412;616;0,190990388;616;0,079454571;616;0,346582919
615,5999756;0,339645147;615,5999756;0,121587694;615,5999756;0,189652398;615,5999756;0,07882309;615,5999756;0,343797952
615,2000122;0,339753568;615,2000122;0,120407663;615,2000122;0,188131958;615,2000122;0,078345686;615,2000122;0,34097451
614,7999878;0,339859307;614,7999878;0,119309798;614,7999878;0,186622635;614,7999878;0,077922568;614,7999878;0,337932259
614,4000244;0,339874595;614,4000244;0,118078411;614,4000244;0,185037553;614,4000244;0,077292874;614,4000244;0,33506611
614;0,339981616;614;0,116810732;614;0,183405161;614;0,076664127;614;0,332116932
613,5999756;0,340002477;613,5999756;0,115686536;613,5999756;0,181919545;613,5999756;0,076315403;613,5999756;0,329117119
613,2000122;0,340031922;613,2000122;0,114475876;613,2000122;0,180342078;613,2000122;0,075745165;613,2000122;0,326221287
612,7999878;0,340060264;612,7999878;0,113285646;612,7999878;0,178941503;612,7999878;0,075134963;612,7999878;0,323302865
612,4000244;0,340186;612,4000244;0,111993603;612,4000244;0,177383453;612,4000244;0,074609116;612,4000244;0,320260763
612;0,340024948;612;0,110993311;612;0,175998345;612;0,074228995;612;0,317325294
611,5999756;0,340174675;611,5999756;0,109639481;611,5999756;0,174371898;611,5999756;0,073485382;611,5999756;0,314259082
611,2000122;0,340008766;611,2000122;0,108671054;611,2000122;0,17313619;611,2000122;0,073272906;611,2000122;0,311510325
610,7999878;0,340119064;610,7999878;0,1074358;610,7999878;0,171581805;610,7999878;0,072724245;610,7999878;0,308641076
610,4000244;0,340049595;610,4000244;0,106365576;610,4000244;0,170044884;610,4000244;0,072264381;610,4000244;0,305657655
610;0,340032607;610;0,105328165;610;0,168753594;610;0,071713999;610;0,302932859
609,5999756;0,340049624;609,5999756;0,104302436;609,5999756;0,167466372;609,5999756;0,071208566;609,5999756;0,300190389
609,2000122;0,339862078;609,2000122;0,103368387;609,2000122;0,166199774;609,2000122;0,070803985;609,2000122;0,297738403
608,7999878;0,339799076;608,7999878;0,102202937;608,7999878;0,164891705;608,7999878;0,070254959;608,7999878;0,295232147
608,4000244;0,339635044;608,4000244;0,101282373;608,4000244;0,163815945;608,4000244;0,069850326;608,4000244;0,292740226
608;0,339684218;608;0,100280233;608;0,162223876;608;0,069321118;608;0,290223509
607,5999756;0,339459658;607,5999756;0,099430412;607,5999756;0,161185876;607,5999756;0,068869509;607,5999756;0,288022429
607,2000122;0,339309454;607,2000122;0,098626137;607,2000122;0,160179243;607,2000122;0,068485707;607,2000122;0,28587237
606,7999878;0,339200169;606,7999878;0,097809993;606,7999878;0,159284309;606,7999878;0,068106905;606,7999878;0,283628941
606,4000244;0,339076102;606,4000244;0,096891336;606,4000244;0,158140734;606,4000244;0,067702241;606,4000244;0,281493962
606;0,338918775;606;0,096151501;606;0,157161474;606;0,067333005;606;0,279515714
605,5999756;0,338680774;605,5999756;0,095454745;605,5999756;0,156485707;605,5999756;0,067060411;605,5999756;0,27781418
605,2000122;0,338675886;605,2000122;0,09459918;605,2000122;0,155517533;605,2000122;0,066562086;605,2000122;0,276079327
604,7999878;0,338493586;604,7999878;0,09402369;604,7999878;0,154648587;604,7999878;0,066282317;604,7999878;0,274435341
604,4000244;0,338182956;604,4000244;0,093603782;604,4000244;0,153946862;604,4000244;0,066156678;604,4000244;0,272839993
604;0,338093489;604;0,092962787;604;0,153127387;604;0,065777853;604;0,271367639
603,5999756;0,337903529;603,5999756;0,092396669;603,5999756;0,152468383;603,5999756;0,065518036;603,5999756;0,270009965
603,2000122;0,33774367;603,2000122;0,091857001;603,2000122;0,151952684;603,2000122;0,06499327;603,2000122;0,268806934
602,7999878;0,33753863;602,7999878;0,091402568;602,7999878;0,151210681;602,7999878;0,064834379;602,7999878;0,267550826
602,4000244;0,337398142;602,4000244;0,091011487;602,4000244;0,150719836;602,4000244;0,064590439;602,4000244;0,266369432
602;0,337079585;602;0,090744101;602;0,150388032;602;0,064451151;602;0,265626192
601,5999756;0,336892366;601,5999756;0,090120211;601,5999756;0,150067121;601,5999756;0,06417238;601,5999756;0,264597893
601,2000122;0,336611331;601,2000122;0,089828923;601,2000122;0,149566352;601,2000122;0,06403292;601,2000122;0,263837457
600,7999878;0,336469203;600,7999878;0,089489296;600,7999878;0,14909707;600,7999878;0,063814022;600,7999878;0,26307416
600,4000244;0,336148113;600,4000244;0,089329325;600,4000244;0,148752421;600,4000244;0,063855246;600,4000244;0,262505502
600;0,336057007;600;0,088960439;600;0,148364008;600;0,063628674;600;0,261862606
599,5999756;0,335868299;599,5999756;0,088820539;599,5999756;0,147975534;599,5999756;0,063448288;599,5999756;0,261312187
599,2000122;0,335713387;599,2000122;0,088399954;599,2000122;0,147730663;599,2000122;0,063232943;599,2000122;0,260824353
598,7999878;0,335689545;598,7999878;0,08805944;598,7999878;0,147298425;598,7999878;0,06286519;598,7999878;0,260267437
598,4000244;0,335529178;598,4000244;0,087944113;598,4000244;0,147084415;598,4000244;0,062702045;598,4000244;0,259895146
598;0,335360944;598;0,087679148;598;0,146869332;598;0,062580794;598;0,259610623
597,5999756;0,335331827;597,5999756;0,087485552;597,5999756;0,14654161;597,5999756;0,062354732;597,5999756;0,259079665
597,2000122;0,335201562;597,2000122;0,087436475;597,2000122;0,146427989;597,2000122;0,062204447;597,2000122;0,258885741
596,7999878;0,335248292;596,7999878;0,087051608;596,7999878;0,146049574;596,7999878;0,061995331;596,7999878;0,258520663
596,4000244;0,335070044;596,4000244;0,086928517;596,4000244;0,145988673;596,4000244;0,061902393;596,4000244;0,258322626
596;0,334927738;596;0,086850226;596;0,145892993;596;0,061884783;596;0,258195221
595,5999756;0,334997147;595,5999756;0,086435549;595,5999756;0,145450354;595,5999756;0,061573554;595,5999756;0,257587552
595,2000122;0,33490473;595,2000122;0,086383022;595,2000122;0,145300686;595,2000122;0,061507966;595,2000122;0,257567823
594,7999878;0,334742874;594,7999878;0,086344779;594,7999878;0,145276636;594,7999878;0,061344709;594,7999878;0,25748831
594,4000244;0,334847868;594,4000244;0,086120084;594,4000244;0,144751772;594,4000244;0,061097417;594,4000244;0,25705424
594;0,334849447;594;0,085913457;594;0,144553304;594;0,06096106;594;0,256749451
593,5999756;0,334759414;593,5999756;0,085928313;593,5999756;0,144490227;593,5999756;0,060748197;593,5999756;0,256638557
593,2000122;0,334829062;593,2000122;0,085706197;593,2000122;0,144172996;593,2000122;0,060519546;593,2000122;0,256267995
592,7999878;0,334779799;592,7999878;0,085382156;592,7999878;0,143880099;592,7999878;0,060371593;592,7999878;0,255885512
592,4000244;0,334864914;592,4000244;0,085205868;592,4000244;0,143541843;592,4000244;0,06009474;592,4000244;0,255575746
592;0,334906846;592;0,085047781;592;0,143209413;592;0,059792157;592;0,255185068
591,5999756;0,334867388;591,5999756;0,084917478;591,5999756;0,142975599;591,5999756;0,059533607;591,5999756;0,254670292
591,2000122;0,335004687;591,2000122;0,084500119;591,2000122;0,142615363;591,2000122;0,05924011;591,2000122;0,254120737
590,7999878;0,334944189;590,7999878;0,084395699;590,7999878;0,142459944;590,7999878;0,059075981;590,7999878;0,253713906
590,4000244;0,33498615;590,4000244;0,084079131;590,4000244;0,1421462;590,4000244;0,058919922;590,4000244;0,253244638
590;0,335115373;590;0,083690636;590;0,141577289;590;0,05848261;590;0,252579749
589,5999756;0,335087657;589,5999756;0,08357951;589,5999756;0,141375154;589,5999756;0,05828321;589,5999756;0,25202927
589,2000122;0,335182667;589,2000122;0,083232246;589,2000122;0,14100942;589,2000122;0,057904534;589,2000122;0,251170278
588,7999878;0,335249662;588,7999878;0,08292032;588,7999878;0,140558481;588,7999878;0,057646159;588,7999878;0,250524193
588,4000244;0,335414827;588,4000244;0,082490563;588,4000244;0,140006706;588,4000244;0,057216089;588,4000244;0,249757245
588;0,335457057;588;0,082114652;588;0,139630631;588;0,056938145;588;0,248935461
587,5999756;0,335365266;587,5999756;0,08204782;587,5999756;0,13941443;587,5999756;0,056802969;587,5999756;0,248276606
587,2000122;0,335463494;587,2000122;0,081673756;587,2000122;0,138769805;587,2000122;0,056515086;587,2000122;0,247470245
586,7999878;0,335657418;586,7999878;0,080977589;586,7999878;0,138300166;586,7999878;0,055984057;586,7999878;0,24646458
586,4000244;0,335710496;586,4000244;0,080758773;586,4000244;0,137827143;586,4000244;0,055568047;586,4000244;0,245583206
586;0,335728407;586;0,080344826;586;0,137305901;586;0,055465326;586;0,244587258
585,5999756;0,335805178;585,5999756;0,079893433;585,5999756;0,136672765;585,5999756;0,055145789;585,5999756;0,243687585
585,2000122;0,33587867;585,2000122;0,079566672;585,2000122;0,136227623;585,2000122;0,054651454;585,2000122;0,242646262
584,7999878;0,336025864;584,7999878;0,079160541;584,7999878;0,13560082;584,7999878;0,054263495;584,7999878;0,241568565
584,4000244;0,336088449;584,4000244;0,078612335;584,4000244;0,134983599;584,4000244;0,053811945;584,4000244;0,240504846
584;0,336010248;584;0,078318961;584;0,134443283;584;0,053626981;584;0,239471212
583,5999756;0,336157352;583,5999756;0,077620439;583,5999756;0,133797675;583,5999756;0,053107455;583,5999756;0,238290802
583,2000122;0,336292803;583,2000122;0,077067249;583,2000122;0,133041963;583,2000122;0,052747704;583,2000122;0,237027541
582,7999878;0,336280853;582,7999878;0,076701373;582,7999878;0,132387877;582,7999878;0,052421689;582,7999878;0,235851511
582,4000244;0,336426646;582,4000244;0,076076068;582,4000244;0,131813675;582,4000244;0,05204447;582,4000244;0,234435841
582;0,336457878;582;0,075679034;582;0,131119907;582;0,051705632;582;0,233180925
581,5999756;0,336508006;581,5999756;0,075100034;581,5999756;0,130375758;581,5999756;0,051261682;581,5999756;0,231913433
581,2000122;0,336576194;581,2000122;0,074408323;581,2000122;0,129574478;581,2000122;0,050902378;581,2000122;0,230437368
580,7999878;0,336577535;580,7999878;0,073924139;580,7999878;0,129037857;580,7999878;0,050571114;580,7999878;0,229103699
580,4000244;0,336759478;580,4000244;0,073119931;580,4000244;0,128049091;580,4000244;0,050181929;580,4000244;0,227717996
580;0,336793959;580;0,072555006;580;0,12729831;580;0,049713179;580;0,22620821
579,5999756;0,33681649;579,5999756;0,07196781;579,5999756;0,126452804;579,5999756;0,049470246;579,5999756;0,224789992
579,2000122;0,336790592;579,2000122;0,071414754;579,2000122;0,125756845;579,2000122;0,049069118;579,2000122;0,223192692
578,7999878;0,336915553;578,7999878;0,070642434;578,7999878;0,124774963;578,7999878;0,048526965;578,7999878;0,221595347
578,4000244;0,337028593;578,4000244;0,069935612;578,4000244;0,123860806;578,4000244;0,048059218;578,4000244;0,220033348
578;0,337080181;578;0,069298074;578;0,123076528;578;0,047677822;578;0,218413785
577,5999756;0,337243021;577,5999756;0,068478011;577,5999756;0,121987671;577,5999756;0,047148366;577,5999756;0,21651417
577,2000122;0,337200224;577,2000122;0,067818366;577,2000122;0,12123856;577,2000122;0,046717204;577,2000122;0,215033382
576,7999878;0,337252379;576,7999878;0,067172654;576,7999878;0,120427713;576,7999878;0,046315558;576,7999878;0,213321984
576,4000244;0,337273508;576,4000244;0,066357315;576,4000244;0,119303934;576,4000244;0,045875702;576,4000244;0,211646989
576;0,337354183;576;0,065640144;576;0,118348517;576;0,045378353;576;0,209696382
575,5999756;0,337431222;575,5999756;0,064943485;575,5999756;0,117560245;575,5999756;0,044857029;575,5999756;0,207971826
575,2000122;0,337534726;575,2000122;0,06415911;575,2000122;0,116396233;575,2000122;0,044372913;575,2000122;0,206068397
574,7999878;0,33753404;574,7999878;0,063393049;574,7999878;0,115436174;574,7999878;0,044166163;574,7999878;0,20439446
574,4000244;0,337595999;574,4000244;0,062701359;574,4000244;0,11445529;574,4000244;0,043572366;574,4000244;0,20250617
574;0,337759048;574;0,061765276;574;0,113322273;574;0,043041144;574;0,20047386
573,5999756;0,337703437;573,5999756;0,061085321;573,5999756;0,112447277;573,5999756;0,042538319;573,5999756;0,19856365
573,2000122;0,337631285;573,2000122;0,060333934;573,2000122;0,111587994;573,2000122;0,04207914;573,2000122;0,196767137
572,7999878;0,337809563;572,7999878;0,059454493;572,7999878;0,110482194;572,7999878;0,04143063;572,7999878;0,194859028
572,4000244;0,33783555;572,4000244;0,058712352;572,4000244;0,109570548;572,4000244;0,041070659;572,4000244;0,193059608
572;0,337795466;572;0,058075439;572;0,108559229;572;0,040532313;572;0,191085324
571,5999756;0,337775827;571,5999756;0,057314381;571,5999756;0,107861377;571,5999756;0,040066987;571,5999756;0,189443529
571,2000122;0,338038057;571,2000122;0,05615091;571,2000122;0,106514283;571,2000122;0,039275035;571,2000122;0,187255025
570,7999878;0,338034749;570,7999878;0,055545159;570,7999878;0,105596557;570,7999878;0,038865689;570,7999878;0,185343772
570,4000244;0,337882757;570,4000244;0,054984845;570,4000244;0,104832165;570,4000244;0,038518809;570,4000244;0,183797255
570;0,337935776;570;0,054246806;570;0,103832528;570;0,038015515;570;0,182142302
569,5999756;0,335674435;569,5999756;0,053373974;569,5999756;0,103121415;569,5999756;0,037529137;569,5999756;0,179841653
569,2000122;0,335655242;569,2000122;0,05263352;569,2000122;0,102282472;569,2000122;0,037116073;569,2000122;0,178399846
568,7999878;0,335660726;568,7999878;0,052077245;568,7999878;0,101457171;568,7999878;0,036849033;568,7999878;0,176600441
568,4000244;0,335763872;568,4000244;0,051306862;568,4000244;0,10034027;568,4000244;0,036232986;568,4000244;0,174799115
568;0,335661173;568;0,050770521;568;0,099607952;568;0,035751104;568;0,173374593
567,5999756;0,335899949;567,5999756;0,049905166;567,5999756;0,098676398;567,5999756;0,035070464;567,5999756;0,171531588
567,2000122;0,335986167;567,2000122;0,049352657;567,2000122;0,097985446;567,2000122;0,034687713;567,2000122;0,16991812
566,7999878;0,335982502;566,7999878;0,04886464;566,7999878;0,097185068;566,7999878;0,034319192;566,7999878;0,168601409
566,4000244;0,336077154;566,4000244;0,048120316;566,4000244;0,096499749;566,4000244;0,033817463;566,4000244;0,167066678
566;0,336217821;566;0,047457218;566;0,095734179;566;0,033270445;566;0,165611222
565,5999756;0,336168468;565,5999756;0,047132697;565,5999756;0,095068857;565,5999756;0,032910388;565,5999756;0,164136618
565,2000122;0,336166173;565,2000122;0,046522588;565,2000122;0,094427854;565,2000122;0,032624263;565,2000122;0,162893117
564,7999878;0,336339146;564,7999878;0,045889165;564,7999878;0,09371452;564,7999878;0,032168359;564,7999878;0,16145137
564,4000244;0,336359501;564,4000244;0,045374934;564,4000244;0,092999659;564,4000244;0,031886037;564,4000244;0,160340756
564;0,336583823;564;0,044739824;564;0,092223205;564;0,0312966;564;0,158961684
563,5999756;0,336455941;563,5999756;0,044472784;563,5999756;0,091735609;563,5999756;0,031033779;563,5999756;0,157923251
563,2000122;0,336347759;563,2000122;0,044009235;563,2000122;0,091333784;563,2000122;0,03093292;563,2000122;0,157074153
562,7999878;0,336322546;562,7999878;0,043693349;562,7999878;0,090781845;562,7999878;0,030484285;562,7999878;0,156008825
562,4000244;0,336336851;562,4000244;0,043249905;562,4000244;0,090400659;562,4000244;0,030176029;562,4000244;0,155070216
562;0,336315572;562;0,042872708;562;0,089996532;562;0,029994952;562;0,154282033
561,5999756;0,336310446;561,5999756;0,042539604;561,5999756;0,089437984;561,5999756;0,029767402;561,5999756;0,153505996
561,2000122;0,336517185;561,2000122;0,042027321;561,2000122;0,088944897;561,2000122;0,029283913;561,2000122;0,15244484
560,7999878;0,33649531;560,7999878;0,041692726;560,7999878;0,088571452;560,7999878;0,029187558;560,7999878;0,151792124
560,4000244;0,336488068;560,4000244;0,041513249;560,4000244;0,088167593;560,4000244;0,028985307;560,4000244;0,151081339
560;0,33641687;560;0,041237429;560;0,087768577;560;0,028899226;560;0,150442421
559,5999756;0,336383253;559,5999756;0,041039903;559,5999756;0,087646015;559,5999756;0,028653501;559,5999756;0,150092721
559,2000122;0,336389899;559,2000122;0,040769756;559,2000122;0,087305836;559,2000122;0,028360715;559,2000122;0,149404958
558,7999878;0,336481065;558,7999878;0,040647279;558,7999878;0,086965322;558,7999878;0,028151723;558,7999878;0,148884639
558,4000244;0,336553514;558,4000244;0,040303577;558,4000244;0,086699277;558,4000244;0,027975215;558,4000244;0,148434162
558;0,336548328;558;0,04017581;558;0,086584032;558;0,027902612;558;0,14797692
557,5999756;0,336535871;557,5999756;0,039921295;557,5999756;0,086390316;557,5999756;0,027875395;557,5999756;0,14771612
557,2000122;0,336627483;557,2000122;0,039811317;557,2000122;0,085932575;557,2000122;0,027562888;557,2000122;0,147338256
556,7999878;0,336684465;556,7999878;0,039490644;556,7999878;0,08585459;556,7999878;0,027390892;556,7999878;0,146996021
556,4000244;0,336596161;556,4000244;0,039517235;556,4000244;0,085753538;556,4000244;0,027513932;556,4000244;0,146840692
556;0,336541772;556;0,039528351;556;0,085725218;556;0,027593946;556;0,146890357
555,5999756;0,336600244;555,5999756;0,039440323;555,5999756;0,085511714;555,5999756;0,027385516;555,5999756;0,146692693
