Baseline 100%T;;Koen;;Mads;;Eva;;Jasmijn;;;;;;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;;;;;
462,7999878;0,359524816;462,7999878;0,707969189;462,7999878;1,560566187;462,7999878;0,589267075;462,7999878;0,265229881;;637,2000122;0,234712303;;0,235106522
462,3999939;0,359733611;462,3999939;0,712796331;462,3999939;1,571325421;462,3999939;0,592960239;462,3999939;0,266422302;;637,5999756;0,237387255;;0,237781474
462;0,359743297;462;0,718044102;462;1,582385182;462;0,597084284;462;0,26782766;;638;0,240520164;;0,240914384
461,6000061;0,359783828;461,6000061;0,72331667;461,6000061;1,593500376;461,6000061;0,601071835;461,6000061;0,269095004;;638,4000244;0,244103164;;0,244497383
461,1999817;0,359848619;461,1999817;0,728520334;461,1999817;1,604536891;461,1999817;0,605055213;461,1999817;0,27004233;;638,7999878;0,247811288;;0,248205507
460,7999878;0,359850228;460,7999878;0,733870149;460,7999878;1,615415215;460,7999878;0,609466851;460,7999878;0,2711685;;639,2000122;0,251985908;;0,252380127
460,3999939;0,359974027;460,3999939;0,739372134;460,3999939;1,626043677;460,3999939;0,613284171;460,3999939;0,272231281;;639,5999756;0,256455123;;0,256849343
460;0,35996896;460;0,744766593;460;1,635994792;460;0,617589653;460;0,273114502;;640;0,261345834;;0,261740053
459,6000061;0,360064685;459,6000061;0,749812484;459,6000061;1,646229863;459,6000061;0,621821404;459,6000061;0,273762137;;640,4000244;0,266416192;;0,266810412
459,1999817;0,360192627;459,1999817;0,755047977;459,1999817;1,655973911;459,1999817;0,625847817;459,1999817;0,274300516;;640,7999878;0,271987259;;0,272381479
458,7999878;0,360170811;458,7999878;0,760154069;458,7999878;1,665274024;458,7999878;0,629997909;458,7999878;0,274955839;;641,2000122;0,277840138;;0,278234357
458,3999939;0,360173047;458,3999939;0,76524967;458,3999939;1,674326777;458,3999939;0,633898974;458,3999939;0,275520921;;641,5999756;0,28423515;;0,284629369
458;0,360128224;458;0,770129681;458;1,683110595;458;0,637945354;458;0,276023507;;642;0,290785372;;0,291179592
457,6000061;0,360230178;457,6000061;0,774965167;457,6000061;1,690903425;457,6000061;0,641625941;457,6000061;0,276271224;;642,4000244;0,297735274;;0,298129493
457,1999817;0,360282928;457,1999817;0,779519498;457,1999817;1,699044704;457,1999817;0,64544785;457,1999817;0,276363134;;642,7999878;0,305190146;;0,305584366
456,7999878;0,360309064;456,7999878;0,783980966;456,7999878;1,706552386;456,7999878;0,649188221;456,7999878;0,276337504;;643,2000122;0,312914521;;0,31330874
456,3999939;0,360290706;456,3999939;0,788356721;456,3999939;1,713492513;456,3999939;0,652810931;456,3999939;0,276535153;;643,5999756;0,320806384;;0,321200604
456;0,360243499;456;0,792962968;456;1,720313907;456;0,656242728;456;0,276392281;;644;0,32956323;;0,32995745
455,6000061;0,360239595;455,6000061;0,797181964;455,6000061;1,726612806;455,6000061;0,659608364;455,6000061;0,276331246;;644,4000244;0,338754773;;0,339148993
455,1999817;0,360411674;455,1999817;0,801245689;455,1999817;1,732656598;455,1999817;0,66299057;455,1999817;0,275846958;;644,7999878;0,348313153;;0,348707372
454,7999878;0,36043182;454,7999878;0,805370629;454,7999878;1,738155484;454,7999878;0,666436911;454,7999878;0,275537372;;645,2000122;0,358330131;;0,35872435
454,3999939;0,360511541;454,3999939;0,809457481;454,3999939;1,744550586;454,3999939;0,669887543;454,3999939;0,27499786;;645,5999756;0,369038969;;0,369433189
454;0,360482663;454;0,81357187;454;1,750339389;454;0,673263431;454;0,274567515;;646;0,380055308;;0,380449528
453,6000061;0,360528052;453,6000061;0,818068504;453,6000061;1,756110907;453,6000061;0,676804423;453,6000061;0,274128407;;646,4000244;0,391466141;;0,39186036
453,1999817;0,360505551;453,1999817;0,822363377;453,1999817;1,762141585;453,1999817;0,680052638;453,1999817;0,273715854;;646,7999878;0,404035211;;0,40442943
452,7999878;0,360553086;452,7999878;0,826678932;452,7999878;1,768341541;452,7999878;0,683557212;452,7999878;0,273127943;;647,2000122;0,417410076;;0,417804295
452,3999939;0,360459894;452,3999939;0,831478477;452,3999939;1,77511394;452,3999939;0,68763417;452,3999939;0,272858381;;647,5999756;0,430977434;;0,431371654
452;0,36059776;452;0,836375475;452;1,781959414;452;0,691430032;452;0,272233367;;648;0,445682615;;0,446076835
451,6000061;0,360512018;451,6000061;0,84178561;451,6000061;1,790034533;451,6000061;0,695710719;451,6000061;0,271875471;;648,4000244;0,460865915;;0,461260134
451,1999817;0,360530436;451,1999817;0,847613096;451,1999817;1,798988581;451,1999817;0,700397432;451,1999817;0,271578908;;648,7999878;0,476935238;;0,477329457
450,7999878;0,360578209;450,7999878;0,853723764;450,7999878;1,808714867;450,7999878;0,705169141;450,7999878;0,271297872;;649,2000122;0,493837118;;0,494231338
450,3999939;0,360625923;450,3999939;0,860334575;450,3999939;1,819182634;450,3999939;0,71047461;450,3999939;0,271062195;;649,5999756;0,51226157;;0,512655789
450;0,360651165;450;0,86771059;450;1,831035733;450;0,716251552;450;0,270968765;;650;0,531441987;;0,531836206
449,6000061;0,360749185;449,6000061;0,875765383;449,6000061;1,844582438;449,6000061;0,722623527;449,6000061;0,270960391;;650,4000244;0,551178634;;0,551572854
449,1999817;0,360622823;449,1999817;0,884858191;449,1999817;1,859732866;449,1999817;0,729648411;449,1999817;0,271273971;;650,7999878;0,572210193;;0,572604412
448,7999878;0,360623568;448,7999878;0,894702971;448,7999878;1,877033114;448,7999878;0,737191498;448,7999878;0,271751195;;651,2000122;0,594006419;;0,594400639
448,3999939;0,360625356;448,3999939;0,905618429;448,3999939;1,896235943;448,3999939;0,745811939;448,3999939;0,272225708;;651,5999756;0,616838157;;0,617232377
448;0,360720992;448;0,917125046;448;1,916509032;448;0,754776239;448;0,272899628;;652;0,641196489;;0,641590709
447,6000061;0,360747904;447,6000061;0,929913938;447,6000061;1,939509392;447,6000061;0,764668226;447,6000061;0,273745984;;652,4000244;0,666758299;;0,667152519
447,1999817;0,360743582;447,1999817;0,94420588;447,1999817;1,965376854;447,1999817;0,775663912;447,1999817;0,274880558;;652,7999878;0,693045735;;0,693439955
446,7999878;0,360803574;446,7999878;0,959686875;446,7999878;1,993443727;446,7999878;0,787601173;446,7999878;0,276218504;;653,2000122;0,720336556;;0,720730776
446,3999939;0,360815197;446,3999939;0,976737857;446,3999939;2,025431156;446,3999939;0,800573885;446,3999939;0,277870476;;653,5999756;0,74902004;;0,74941426
446;0,360805422;446;0,995150566;446;2,059166908;446;0,814825237;446;0,279541642;;654;0,777789176;;0,778183395
445,6000061;0,360810936;445,6000061;1,015188694;445,6000061;2,096435308;445,6000061;0,830160141;445,6000061;0,281879604;;654,4000244;0,807423651;;0,807817871
445,1999817;0,360911399;445,1999817;1,036456227;445,1999817;2,136667728;445,1999817;0,846655071;445,1999817;0,28418991;;654,7999878;0,838780105;;0,839174325
444,7999878;0,361007184;444,7999878;1,059084177;444,7999878;2,17933321;444,7999878;0,863999128;444,7999878;0,286631972;;655,2000122;0,870109081;;0,870503301
444,3999939;0,361191869;444,3999939;1,083486557;444,3999939;2,226709843;444,3999939;0,88319087;444,3999939;0,289386243;;655,5999756;0,902135432;;0,902529651
444;0,361185759;444;1,109967232;444;2,276834249;444;0,903310657;444;0,292769164;;656;0,934625864;;0,935020084
443,6000061;0,361098379;443,6000061;1,138181567;443,6000061;2,329949141;443,6000061;0,924977124;443,6000061;0,296244115;;656,4000244;0,967354238;;0,967748458
443,1999817;0,361234665;443,1999817;1,167800903;443,1999817;2,387707233;443,1999817;0,947782755;443,1999817;0,299764097;;656,7999878;0,999380827;;0,999775047
442,7999878;0,361355007;442,7999878;1,199077129;442,7999878;2,44769907;442,7999878;0,972126842;442,7999878;0,303709388;;657,2000122;1,031299233;;1,031693453
442,3999939;0,36138621;442,3999939;1,231832623;442,3999939;2,509351015;442,3999939;0,997316241;442,3999939;0,307761073;;657,5999756;1,063571095;;1,063965315
442;0,36138916;442;1,265648603;442;2,574922323;442;1,023451686;442;0,312092066;;658;1,094531894;;1,094926114
441,6000061;0,361598909;441,6000061;1,301400065;441,6000061;2,644264698;441,6000061;1,051301003;441,6000061;0,316515029;;658,4000244;1,12499404;;1,12538826
441,1999817;0,361463338;441,1999817;1,338817954;441,1999817;2,717730999;441,1999817;1,080060363;441,1999817;0,32163778;;658,7999878;1,154474497;;1,154868717
440,7999878;0,361677319;440,7999878;1,376428246;440,7999878;2,788215876;440,7999878;1,109019041;440,7999878;0,326220483;;659,2000122;1,182187676;;1,182581896
440,3999939;0,361747503;440,3999939;1,41577363;440,3999939;2,864140272;440,3999939;1,139561415;440,3999939;0,331208199;;659,5999756;1,208320022;;1,208714242
440;0,361916542;440;1,454774857;440;2,939701796;440;1,16975832;440;0,336313248;;660;1,233002663;;1,233396883
439,6000061;0,362025946;439,6000061;1,494868875;439,6000061;3,013087034;439,6000061;1,200702906;439,6000061;0,34113428;;660,4000244;1,255755901;;1,256150121
439,1999817;0,362061828;439,1999817;1,534741521;439,1999817;3,091752768;439,1999817;1,231736064;439,1999817;0,346213818;;660,7999878;1,276122808;;1,276517028
438,7999878;0,362060636;438,7999878;1,574863911;438,7999878;3,169484615;438,7999878;1,263094425;438,7999878;0,351310521;;661,2000122;1,293909192;;1,294303412
438,3999939;0,362017661;438,3999939;1,615166545;438,3999939;3,244403362;438,3999939;1,293976068;438,3999939;0,356541544;;661,5999756;1,309493065;;1,309887285
438;0,362166733;438;1,653959751;438;3,314307213;438;1,324218392;438;0,36122492;;662;1,322148204;;1,322542424
437,6000061;0,362322688;437,6000061;1,692695498;437,6000061;3,387349606;437,6000061;1,354311943;437,6000061;0,366000831;;662,4000244;1,332024097;;1,332418317
437,1999817;0,362445861;437,1999817;1,728907108;437,1999817;3,450605154;437,1999817;1,382874131;437,1999817;0,370408356;;662,7999878;1,338901997;;1,339296217
436,7999878;0,362390101;436,7999878;1,764298081;436,7999878;3,514129877;436,7999878;1,410354972;436,7999878;0,37465319;;663,2000122;1,342730641;;1,343124861
436,3999939;0,362567335;436,3999939;1,797465324;436,3999939;3,574912071;436,3999939;1,436641097;436,3999939;0,378578901;;663,5999756;1,343286753;;1,343680973
436;0,362701267;436;1,828793526;436;3,625355721;436;1,460962296;436;0,382165253;;664;1,340814233;;1,341208453
435,6000061;0,362758547;435,6000061;1,857991099;435,6000061;3,691990376;435,6000061;1,483840585;435,6000061;0,385686874;;664,4000244;1,334897041;;1,335291261
435,1999817;0,362831354;435,1999817;1,884551525;435,1999817;3,717851162;435,1999817;1,504601717;435,1999817;0,388502359;;664,7999878;1,326459646;;1,326853866
434,7999878;0,362925142;434,7999878;1,907689691;434,7999878;3,747931004;434,7999878;1,523216963;434,7999878;0,390945643;;665,2000122;1,314881921;;1,315276141
434,3999939;0,362895608;434,3999939;1,928427696;434,3999939;3,786815643;434,3999939;1,539462805;434,3999939;0,393216938;;665,5999756;1,299914837;;1,300309057
434;0,362909645;434;1,946349382;434;3,816295385;434;1,553248882;434;0,394884884;;666;1,282068253;;1,282462473
433,6000061;0,363053381;433,6000061;1,960484028;433,6000061;3,835575819;433,6000061;1,56461072;433,6000061;0,39612183;;666,4000244;1,261473894;;1,261868114
433,1999817;0,363173693;433,1999817;1,971167564;433,1999817;3,850445509;433,1999817;1,573961258;433,1999817;0,396862775;;666,7999878;1,238641262;;1,239035482
432,7999878;0,363167942;432,7999878;1,979829669;432,7999878;3,869994164;432,7999878;1,580894709;432,7999878;0,397265703;;667,2000122;1,212983251;;1,213377471
432,3999939;0,363148779;432,3999939;1,984792948;432,3999939;3,874648571;432,3999939;1,584716201;432,3999939;0,397280663;;667,5999756;1,185694933;;1,186089153
432;0,363088965;432;1,987300873;432;3,870454311;432;1,586951375;432;0,396965146;;668;1,15626502;;1,15665924
431,6000061;0,363078386;431,6000061;1,986807942;431,6000061;3,882465601;431,6000061;1,586989045;431,6000061;0,396200478;;668,4000244;1,124196768;;1,124590988
431,1999817;0,363095164;431,1999817;1,983255386;431,1999817;3,873722076;431,1999817;1,584938765;431,1999817;0,395041317;;668,7999878;1,090969682;;1,091363902
430,7999878;0,36311987;430,7999878;1,977105141;430,7999878;3,862785339;430,7999878;1,580511928;430,7999878;0,39358902;;669,2000122;1,056479573;;1,056873793
430,3999939;0,36314249;430,3999939;1,968709946;430,3999939;3,863695383;430,3999939;1,574544907;430,3999939;0,391838789;;669,5999756;1,020725727;;1,021119947
430;0,363224775;430;1,958814979;430;3,848512411;430;1,566527367;430;0,389635772;;670;0,984134436;;0,984528655
429,6000061;0,363256306;429,6000061;1,946357369;429,6000061;3,835601091;429,6000061;1,557432175;429,6000061;0,387313396;;670,4000244;0,947146773;;0,947540993
429,1999817;0,363200188;429,1999817;1,932146192;429,1999817;3,805260897;429,1999817;1,546987772;429,1999817;0,3849774;;670,7999878;0,909706235;;0,910100455
428,7999878;0,363039345;428,7999878;1,917712808;428,7999878;3,788416862;428,7999878;1,535437822;428,7999878;0,382273018;;671,2000122;0,871516466;;0,871910686
428,3999939;0,363085717;428,3999939;1,900605798;428,3999939;3,7630229;428,3999939;1,522532344;428,3999939;0,37942034;;671,5999756;0,833562613;;0,833956832
428;0,363152653;428;1,882063508;428;3,737537384;428;1,508807182;428;0,376212359;;672;0,79555583;;0,79595005
427,6000061;0,363268554;427,6000061;1,863681674;427,6000061;3,709359407;427,6000061;1,49481535;427,6000061;0,373016506;;672,4000244;0,757575333;;0,757969553
427,1999817;0,36318174;427,1999817;1,844697714;427,1999817;3,683323383;427,1999817;1,47999084;427,1999817;0,369853646;;672,7999878;0,720346689;;0,720740909
426,7999878;0,363246322;426,7999878;1,824397683;426,7999878;3,648632765;426,7999878;1,464425206;426,7999878;0,366374135;;673,2000122;0,68421042;;0,684604639
426,3999939;0,363197386;426,3999939;1,804415464;426,3999939;3,615514755;426,3999939;1,449153781;426,3999939;0,363289893;;673,5999756;0,648559213;;0,648953432
426;0,363204539;426;1,784100294;426;3,584540367;426;1,433822393;426;0,360109061;;674;0,612964869;;0,613359088
425,6000061;0,363294393;425,6000061;1,764020681;425,6000061;3,545761347;425,6000061;1,417952418;425,6000061;0,356699258;;674,4000244;0,57891196;;0,57930618
425,1999817;0,363251627;425,1999817;1,744008422;425,1999817;3,512033224;425,1999817;1,402686119;425,1999817;0,353412002;;674,7999878;0,545993626;;0,546387846
424,7999878;0,363176704;424,7999878;1,724489331;424,7999878;3,485626221;424,7999878;1,387897849;424,7999878;0,350438446;;675,2000122;0,513592362;;0,513986582
424,3999939;0,363198131;424,3999939;1,705216527;424,3999939;3,448489189;424,3999939;1,372974634;424,3999939;0,347274512;;675,5999756;0,483347893;;0,483742112
424;0,363193691;424;1,686525226;424;3,417178154;424;1,358387947;424;0,344285548;;676;0,453829974;;0,454224194
423,6000061;0,363236427;423,6000061;1,669540644;423,6000061;3,388298988;423,6000061;1,344784141;423,6000061;0,341412097;;676,4000244;0,425234675;;0,425628895
423,1999817;0,363313943;423,1999817;1,652875423;423,1999817;3,361025095;423,1999817;1,332098842;423,1999817;0,338636994;;676,7999878;0,398053438;;0,398447657
422,7999878;0,363298327;422,7999878;1,636593342;422,7999878;3,331224203;422,7999878;1,319912553;422,7999878;0,336201161;;677,2000122;0,372248918;;0,372643137
422,3999939;0,363373131;422,3999939;1,622062206;422,3999939;3,303986788;422,3999939;1,308616638;422,3999939;0,333876401;;677,5999756;0,347611249;;0,348005468
422;0,363380224;422;1,608282328;422;3,283430576;422;1,297953486;422;0,331593305;;678;0,324235529;;0,324629748
421,6000061;0,363431543;421,6000061;1,595575213;421,6000061;3,257730722;421,6000061;1,288124561;421,6000061;0,329335421;;678,4000244;0,302331597;;0,302725816
421,1999817;0,363479614;421,1999817;1,58347106;421,1999817;3,236523628;421,1999817;1,279249191;421,1999817;0,327089638;;678,7999878;0,281405419;;0,281799639
420,7999878;0,363530666;420,7999878;1,573229432;420,7999878;3,218434334;420,7999878;1,271155953;420,7999878;0,325371563;;679,2000122;0,261811048;;0,262205267
420,3999939;0,363591254;420,3999939;1,564041257;420,3999939;3,200452328;420,3999939;1,264078379;420,3999939;0,323784739;;679,5999756;0,243519619;;0,243913839
420;0,363618672;420;1,555728793;420;3,18747735;420;1,257474542;420;0,322509021;;680;0,226038635;;0,226432854
419,6000061;0,363786846;419,6000061;1,548365831;419,6000061;3,170945168;419,6000061;1,251948833;419,6000061;0,320974618;;680,4000244;0,209930971;;0,210325191
419,1999817;0,36390397;419,1999817;1,54246223;419,1999817;3,160211802;419,1999817;1,247159481;419,1999817;0,319828838;;680,7999878;0,194807813;;0,195202032
418,7999878;0,363870621;418,7999878;1,536997795;418,7999878;3,150190592;418,7999878;1,243131518;418,7999878;0,318903178;;681,2000122;0,180879757;;0,181273976
418,3999939;0,363943368;418,3999939;1,532079101;418,3999939;3,143341541;418,3999939;1,239232779;418,3999939;0,317955107;;681,5999756;0,167813107;;0,168207327
418;0,364053518;418;1,528698564;418;3,136296988;418;1,236578465;418;0,3170968;;682;0,155363426;;0,155757645
417,6000061;0,364021301;417,6000061;1,525338292;417,6000061;3,130934238;417,6000061;1,234190345;417,6000061;0,316420049;;682,4000244;0,144063041;;0,14445726
417,1999817;0,364055038;417,1999817;1,522994757;417,1999817;3,123999596;417,1999817;1,232383251;417,1999817;0,315624237;;682,7999878;0,133581653;;0,133975873
416,7999878;0,364315957;416,7999878;1,520273566;416,7999878;3,122885466;416,7999878;1,230660915;416,7999878;0,314979345;;683,2000122;0,123793051;;0,12418727
416,3999939;0,364301682;416,3999939;1,518563271;416,3999939;3,118848562;416,3999939;1,229409933;416,3999939;0,314544529;;683,5999756;0,114891946;;0,115286166
416;0,364446968;416;1,5166291;416;3,11612463;416;1,228343368;416;0,313786566;;684;0,106600829;;0,106995048
415,6000061;0,364462525;415,6000061;1,515400767;415,6000061;3,113093376;415,6000061;1,227462769;415,6000061;0,313344955;;684,4000244;0,098966561;;0,099360781
415,1999817;0,364614487;415,1999817;1,513676643;415,1999817;3,111947775;415,1999817;1,225643873;415,1999817;0,312827587;;684,7999878;0,091879807;;0,092274027
414,7999878;0,364615679;414,7999878;1,511802316;414,7999878;3,110064983;414,7999878;1,224508405;414,7999878;0,312229931;;685,2000122;0,08505401;;0,08544823
414,3999939;0,364702314;414,3999939;1,510091424;414,3999939;3,105397224;414,3999939;1,22322917;414,3999939;0,31167385;;685,5999756;0,079196848;;0,079591068
414;0,364851713;414;1,507482767;414;3,10297966;414;1,221586466;414;0,311013818;;686;0,073487714;;0,073881934
413,6000061;0,364962786;413,6000061;1,505043268;413,6000061;3,102075577;413,6000061;1,219588876;413,6000061;0,310214102;;686,4000244;0,068368919;;0,068763139
413,1999817;0,364988416;413,1999817;1,501858354;413,1999817;3,095656633;413,1999817;1,217533827;413,1999817;0,309616387;;686,7999878;0,063635118;;0,064029338
412,7999878;0,365171343;412,7999878;1,498070359;412,7999878;3,088127136;412,7999878;1,214788079;412,7999878;0,308758587;;687,2000122;0,059275717;;0,059669936
412,3999939;0,365212351;412,3999939;1,493934155;412,3999939;3,082799673;412,3999939;1,21164906;412,3999939;0,307876885;;687,5999756;0,055058863;;0,055453083
412;0,365309417;412;1,489279985;412;3,074406862;412;1,208159685;412;0,306825966;;688;0,051519986;;0,051914206
411,6000061;0,365450949;411,6000061;1,484302163;411,6000061;3,062873602;411,6000061;1,20432651;411,6000061;0,305795223;;688,4000244;0,048184611;;0,048578831
411,1999817;0,365555823;411,1999817;1,477958322;411,1999817;3,055807352;411,1999817;1,199584723;411,1999817;0,304684371;;688,7999878;0,04498262;;0,045376839
410,7999878;0,365685135;410,7999878;1,471003413;410,7999878;3,041551352;410,7999878;1,194643378;410,7999878;0,303027034;;689,2000122;0,042136353;;0,042530572
410,3999939;0,365781546;410,3999939;1,464003325;410,3999939;3,031188965;410,3999939;1,188978195;410,3999939;0,30181089;;689,5999756;0,039554011;;0,039948231
410;0,365936726;410;1,455908418;410;3,014194965;410;1,183168173;410;0,300394505;;690;0,036986396;;0,037380615
409,6000061;0,366051644;409,6000061;1,447388887;409,6000061;2,999706745;409,6000061;1,176363945;409,6000061;0,29871437;;690,4000244;0,034611091;;0,035005311
409,1999817;0,366145492;409,1999817;1,438574314;409,1999817;2,983092785;409,1999817;1,16938138;409,1999817;0,297011614;;690,7999878;0,032477476;;0,032871695
408,7999878;0,366311431;408,7999878;1,428569198;408,7999878;2,964703083;408,7999878;1,16151464;408,7999878;0,295310736;;691,2000122;0,030609651;;0,03100387
408,3999939;0,36642009;408,3999939;1,417881131;408,3999939;2,943686962;408,3999939;1,15370357;408,3999939;0,293605894;;691,5999756;0,028841738;;0,029235957
408;0,366513163;408;1,406771302;408;2,923954725;408;1,145009995;408;0,291686118;;692;0,027295232;;0,027689451
407,6000061;0,366605282;407,6000061;1,395204902;407,6000061;2,902385712;407,6000061;1,136146665;407,6000061;0,289490312;;692,4000244;0,025689779;;0,026083998
407,1999817;0,366707265;407,1999817;1,383276343;407,1999817;2,879694939;407,1999817;1,126567602;407,1999817;0,287773043;;692,7999878;0,024181228;;0,024575448
406,7999878;0,366738111;406,7999878;1,370898962;406,7999878;2,858166218;406,7999878;1,117174387;406,7999878;0,285705566;;693,2000122;0,022830985;;0,023225205
406,3999939;0,366760165;406,3999939;1,357893586;406,3999939;2,829946518;406,3999939;1,107159734;406,3999939;0,283750385;;693,5999756;0,021778122;;0,022172341
406;0,366913021;406;1,344535828;406;2,806397676;406;1,096861243;406;0,281569094;;694;0,020769782;;0,021164002
405,6000061;0,367089897;405,6000061;1,330371857;405,6000061;2,779684782;405,6000061;1,086165547;405,6000061;0,279320061;;694,4000244;0,019552059;;0,019946279
405,1999817;0,367042661;405,1999817;1,316150904;405,1999817;2,752060175;405,1999817;1,0753901;405,1999817;0,277114451;;694,7999878;0,018534144;;0,018928364
404,7999878;0,367199689;404,7999878;1,301756144;404,7999878;2,723938227;404,7999878;1,064066768;404,7999878;0,274676651;;695,2000122;0,017652366;;0,018046586
404,3999939;0,367298067;404,3999939;1,287094474;404,3999939;2,695536852;404,3999939;1,052617431;404,3999939;0,272497356;;695,5999756;0,016825596;;0,017219816
404;0,367384672;404;1,272261977;404;2,666319609;404;1,041035533;404;0,270123631;;696;0,015928101;;0,01632232
403,6000061;0,367515653;403,6000061;1,256959796;403,6000061;2,636059284;403,6000061;1,029013872;403,6000061;0,267791361;;696,4000244;0,015036853;;0,015431073
403,1999817;0,36754933;403,1999817;1,241698742;403,1999817;2,605686903;403,1999817;1,017802596;403,1999817;0,265469939;;696,7999878;0,014517578;;0,014911798
402,7999878;0,367739379;402,7999878;1,226721168;402,7999878;2,576806307;402,7999878;1,00564158;402,7999878;0,262970626;;697,2000122;0,013726376;;0,014120596
402,3999939;0,367721647;402,3999939;1,211156249;402,3999939;2,547027826;402,3999939;0,993560612;402,3999939;0,26085192;;697,5999756;0,013163169;;0,013557389
402;0,367844433;402;1,195942402;402;2,515761614;402;0,982252181;402;0,258642674;;698;0,012734459;;0,013128678
401,6000061;0,368007958;401,6000061;1,181067348;401,6000061;2,487264156;401,6000061;0,970422149;401,6000061;0,25631392;;698,4000244;0,012137104;;0,012531323
401,1999817;0,368004739;401,1999817;1,166226864;401,1999817;2,457516909;401,1999817;0,959116817;401,1999817;0,254305244;;698,7999878;0,011508803;;0,011903023
400,7999878;0,368144691;400,7999878;1,151714325;400,7999878;2,429883242;400,7999878;0,947622776;400,7999878;0,252017409;;699,2000122;0,011069559;;0,011463779
400,3999939;0,368412137;400,3999939;1,137037396;400,3999939;2,399383068;400,3999939;0,93628782;400,3999939;0,249754936;;699,5999756;0,010604473;;0,010998692
400;0,368413568;400;1,12327826;400;2,373788357;400;0,925923228;400;0,247756928;;700;0,010070995;;0,010465214
399,6000061;0,36842981;399,6000061;1,109758735;399,6000061;2,347732067;399,6000061;0,915316641;399,6000061;0,245868355;;700,4000244;0,009485571;;0,00987979
399,1999817;0,368517846;399,1999817;1,097152948;399,1999817;2,320982456;399,1999817;0,905323565;399,1999817;0,243942529;;700,7999878;0,009177475;;0,009571695
398,7999878;0,368482411;398,7999878;1,084990859;398,7999878;2,296947479;398,7999878;0,895998538;398,7999878;0,2424725;;701,2000122;0,008509906;;0,008904126
398,3999939;0,368733108;398,3999939;1,072987556;398,3999939;2,27355361;398,3999939;0,886578381;398,3999939;0,240397587;;701,5999756;0,008251361;;0,00864558
398;0,368873179;398;1,061636806;398;2,250658274;398;0,878122628;398;0,238787428;;702;0,008097103;;0,008491323
397,6000061;0,368994951;397,6000061;1,050977349;397,6000061;2,230050087;397,6000061;0,869737864;397,6000061;0,237476915;;702,4000244;0,007812973;;0,008207193
397,1999817;0,369194359;397,1999817;1,041165948;397,1999817;2,20943284;397,1999817;0,861926496;397,1999817;0,23599416;;702,7999878;0,007448914;;0,007843133
396,7999878;0,36919415;396,7999878;1,031689048;396,7999878;2,190749645;396,7999878;0,854757428;396,7999878;0,234732345;;703,2000122;0,007240874;;0,007635093
396,3999939;0,369387537;396,3999939;1,022994161;396,3999939;2,173923969;396,3999939;0,848105073;396,3999939;0,233455449;;703,5999756;0,006969272;;0,007363491
396;0,369378716;396;1,015370607;396;2,157674789;396;0,842209101;396;0,232429236;;704;0,006754915;;0,007149134
395,6000061;0,369526655;395,6000061;1,007881999;395,6000061;2,142977715;395,6000061;0,836320281;395,6000061;0,231315538;;704,4000244;0,0063033;;0,006697519
395,1999817;0,36979267;395,1999817;1,000844836;395,1999817;2,129500628;395,1999817;0,830842435;395,1999817;0,230309248;;704,7999878;0,006100717;;0,006494937
394,7999878;0,369752049;394,7999878;0,99487704;394,7999878;2,117008686;394,7999878;0,82595861;394,7999878;0,229568139;;705,2000122;0,005817784;;0,006212004
394,3999939;0,369863719;394,3999939;0,989129722;394,3999939;2,10621357;394,3999939;0,821608543;394,3999939;0,228784442;;705,5999756;0,005646084;;0,006040304
394;0,369861871;394;0,983810723;394;2,095457792;394;0,817680776;394;0,22810185;;706;0,005336533;;0,005730752
393,6000061;0,370171726;393,6000061;0,979332686;393,6000061;2,086468697;393,6000061;0,814032137;393,6000061;0,227418363;;706,4000244;0,005328357;;0,005722576
393,1999817;0,370284557;393,1999817;0,975566089;393,1999817;2,078238964;393,1999817;0,811047971;393,1999817;0,226895899;;706,7999878;0,00519465;;0,00558887
392,7999878;0,370548695;392,7999878;0,971547544;392,7999878;2,070561171;392,7999878;0,808051646;392,7999878;0,226460084;;707,2000122;0,004740964;;0,005135184
392,3999939;0,37047556;392,3999939;0,968489826;392,3999939;2,063360691;392,3999939;0,805564582;392,3999939;0,226068914;;707,5999756;0,004512272;;0,004906491
392;0,370757163;392;0,965324342;392;2,056879044;392;0,80324322;392;0,225657165;;708;0,004388047;;0,004782267
391,6000061;0,370748937;391,6000061;0,962888122;391,6000061;2,052746058;391,6000061;0,801209986;391,6000061;0,225489229;;708,4000244;0,004254865;;0,004649085
391,1999817;0,370901972;391,1999817;0,96059233;391,1999817;2,048697233;391,1999817;0,799349725;391,1999817;0,225111112;;708,7999878;0,004088746;;0,004482966
390,7999878;0,37102288;390,7999878;0,958439529;390,7999878;2,043946266;390,7999878;0,797785938;390,7999878;0,224910766;;709,2000122;0,004044509;;0,004438728
390,3999939;0,371128231;390,3999939;0,956517756;390,3999939;2,040361643;390,3999939;0,796648204;390,3999939;0,224872187;;709,5999756;0,003822633;;0,004216852
390;0,371183842;390;0,955365837;390;2,037722826;390;0,795413017;390;0,224678993;;710;0,003711476;;0,004105696
389,6000061;0,371318847;389,6000061;0,953648329;389,6000061;2,035611868;389,6000061;0,79409641;389,6000061;0,22453706;;710,4000244;0,003564825;;0,003959045
