Baseline 100%T;;Baseline 0%T;;Eva;;Jasmijn;;Mads;;Koen;;F. albivenis (Nicco);;A. thaliana (model);
Wavelength (nm);%T;Wavelength (nm);%T;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
667,5999756;67,46569061;667,5999756;-4,964550495;667,5999756;0,670329213;667,5999756;0,437283158;667,5999756;0,481691361;667,5999756;0,327007353;667,5999756;0,178846851;667,5999756;0,197567374
667,2000122;67,45946503;667,2000122;-4,960063457;667,2000122;0,665408373;667,2000122;0,433388442;667,2000122;0,477588028;667,2000122;0,322524011;667,2000122;0,176308826;667,2000122;0,194945872
666,7999878;67,41806793;666,7999878;-4,958286285;666,7999878;0,660676479;666,7999878;0,430430472;666,7999878;0,473931611;666,7999878;0,318816721;666,7999878;0,173663974;666,7999878;0,192233697
666,4000244;67,37162781;666,4000244;-4,953241825;666,4000244;0,656161308;666,4000244;0,425210446;666,4000244;0,468117058;666,4000244;0,314671785;666,4000244;0,171553522;666,4000244;0,189498544
666;67,37877655;666;-4,960745335;666;0,651240349;666;0,421927065;666;0,464872301;666;0,310982913;666;0,169636384;666;0,186696827
665,5999756;67,38230896;665,5999756;-4,957630157;665,5999756;0,646529496;665,5999756;0,418407589;665,5999756;0,460371435;665,5999756;0,30688405;665,5999756;0,167155385;665,5999756;0,183443531
665,2000122;67,3768158;665,2000122;-4,959213734;665,2000122;0,64104867;665,2000122;0,414575785;665,2000122;0,456286252;665,2000122;0,303304195;665,2000122;0,164474681;665,2000122;0,180960521
664,7999878;67,33240509;664,7999878;-4,961377144;664,7999878;0,636761367;664,7999878;0,410426587;664,7999878;0,451094359;664,7999878;0,298849315;664,7999878;0,162745103;664,7999878;0,177564114
664,4000244;67,37983704;664,4000244;-4,954929829;664,4000244;0,631974995;664,4000244;0,406847805;664,4000244;0,447493702;664,4000244;0,295260549;664,4000244;0,159935296;664,4000244;0,174830362
664;67,45547485;664;-4,965695858;664;0,627369165;664;0,403660446;664;0,442815512;664;0,291034281;664;0,158387378;664;0,172730595
663,5999756;67,38026428;663,5999756;-4,965620041;663,5999756;0,622601152;663,5999756;0,399280667;663,5999756;0,438732594;663,5999756;0,287086785;663,5999756;0,155825898;663,5999756;0,169572428
663,2000122;67,42695618;663,2000122;-4,955477238;663,2000122;0,617770135;663,2000122;0,395784915;663,2000122;0,434287667;663,2000122;0,283413172;663,2000122;0,15361014;663,2000122;0,16722244
662,7999878;67,35497284;662,7999878;-4,960992336;662,7999878;0,611971617;662,7999878;0,39201209;662,7999878;0,429499388;662,7999878;0,279024273;662,7999878;0,150923565;662,7999878;0,164175376
662,4000244;67,43336487;662,4000244;-4,960217476;662,4000244;0,608572304;662,4000244;0,389083952;662,4000244;0,425559342;662,4000244;0,27542907;662,4000244;0,148640245;662,4000244;0,160900682
662;67,39704895;662;-4,959289551;662;0,602595568;662;0,38597545;662;0,421042442;662;0,271836549;662;0,146354944;662;0,158276483
661,5999756;67,40627289;661,5999756;-4,958247662;661,5999756;0,59888041;661,5999756;0,382342488;661,5999756;0,417239726;661,5999756;0,268169075;661,5999756;0,145097882;661,5999756;0,156013683
661,2000122;67,38560486;661,2000122;-4,957393646;661,2000122;0,594578147;661,2000122;0,379441559;661,2000122;0,413228244;661,2000122;0,264918536;661,2000122;0,14282769;661,2000122;0,153519154
660,7999878;67,39263916;660,7999878;-4,951178551;660,7999878;0,590107918;660,7999878;0,376452863;660,7999878;0,409341067;660,7999878;0,261357129;660,7999878;0,141050011;660,7999878;0,151365399
660,4000244;67,42436218;660,4000244;-4,954572201;660,4000244;0,586560905;660,4000244;0,374141336;660,4000244;0,405924946;660,4000244;0,258681178;660,4000244;0,139746964;660,4000244;0,148770899
660;67,3875351;660;-4,968922615;660;0,582872689;660;0,371155739;660;0,402517289;660;0,255319119;660;0,137759551;660;0,146963015
659,5999756;67,3636322;659,5999756;-4,959267139;659,5999756;0,57919246;659,5999756;0,368248731;659,5999756;0,399003595;659,5999756;0,252107501;659,5999756;0,136578068;659,5999756;0,144933671
659,2000122;67,34351349;659,2000122;-4,958228111;659,2000122;0,575449467;659,2000122;0,365448892;659,2000122;0,394937486;659,2000122;0,249548644;659,2000122;0,134774461;659,2000122;0,142795891
658,7999878;67,35876465;658,7999878;-4,959594727;658,7999878;0,572442651;658,7999878;0,363697588;658,7999878;0,393167794;658,7999878;0,247182027;658,7999878;0,133963421;658,7999878;0,140835464
658,4000244;67,38274384;658,4000244;-4,955091;658,4000244;0,569973528;658,4000244;0,361731738;658,4000244;0,390343159;658,4000244;0,244772241;658,4000244;0,132180333;658,4000244;0,139002651
658;67,37976074;658;-4,960125446;658;0,567491233;658;0,359755516;658;0,387866497;658;0,242700264;658;0,131750152;658;0,13732253
657,5999756;67,33747101;657,5999756;-4,95735693;657,5999756;0,5637936;657,5999756;0,357457429;657,5999756;0,385961324;657,5999756;0,240636021;657,5999756;0,130144626;657,5999756;0,135187164
657,2000122;67,3319397;657,2000122;-4,955630302;657,2000122;0,5623312;657,2000122;0,35577938;657,2000122;0,38331148;657,2000122;0,238884792;657,2000122;0,129270911;657,2000122;0,134159491
656,7999878;67,30464935;656,7999878;-4,961023331;656,7999878;0,559869826;656,7999878;0,353554785;656,7999878;0,38173756;656,7999878;0,236720488;656,7999878;0,128776476;656,7999878;0,132880449
656,4000244;67,35144043;656,4000244;-4,959494114;656,4000244;0,558234632;656,4000244;0,352430403;656,4000244;0,380547136;656,4000244;0,23580268;656,4000244;0,128262684;656,4000244;0,131794885
656;67,33242798;656;-4,952316761;656;0,55682832;656;0,350837499;656;0,37903291;656;0,233945936;656;0,127525523;656;0,130829528
655,5999756;67,33022308;655,5999756;-4,954921246;655,5999756;0,555036128;655,5999756;0,348823011;655,5999756;0,378001124;655,5999756;0,233097374;655,5999756;0,127287582;655,5999756;0,129476592
655,2000122;67,35543823;655,2000122;-4,968778133;655,2000122;0,553901136;655,2000122;0,347636342;655,2000122;0,377219945;655,2000122;0,232373014;655,2000122;0,126450896;655,2000122;0,128935367
654,7999878;67,32784271;654,7999878;-4,955124378;654,7999878;0,552321672;654,7999878;0,346202612;654,7999878;0,376123369;654,7999878;0,231211141;654,7999878;0,126282916;654,7999878;0,127979115
654,4000244;67,27190399;654,4000244;-4,960106373;654,4000244;0,551179171;654,4000244;0,344086647;654,4000244;0,374965936;654,4000244;0,229937196;654,4000244;0,125267789;654,4000244;0,12676917
654;67,27732086;654;-4,961843491;654;0,549764633;654;0,343165785;654;0,373823136;654;0,229137704;654;0,125495434;654;0,126079038
653,5999756;67,30715179;653,5999756;-4,961719036;653,5999756;0,548614144;653,5999756;0,341719151;653,5999756;0,373843163;653,5999756;0,228805706;653,5999756;0,124940947;653,5999756;0,125410467
653,2000122;67,26811218;653,2000122;-4,962974548;653,2000122;0,547222197;653,2000122;0,339974433;653,2000122;0,373046488;653,2000122;0,22785975;653,2000122;0,124887176;653,2000122;0,125106648
652,7999878;67,24002075;652,7999878;-4,961355686;652,7999878;0,545976281;652,7999878;0,338791132;652,7999878;0,372309029;652,7999878;0,226920873;652,7999878;0,124231316;652,7999878;0,124048829
652,4000244;67,24497223;652,4000244;-4,955001354;652,4000244;0,545004964;652,4000244;0,337312281;652,4000244;0,371784002;652,4000244;0,226392582;652,4000244;0,124063261;652,4000244;0,123231381
652;67,2736969;652;-4,958568096;652;0,543263674;652;0,336187005;652;0,37119782;652;0,22541219;652;0,123327725;652;0,123050585
651,5999756;67,22809601;651,5999756;-4,957089901;651,5999756;0,541942596;651,5999756;0,334503412;651,5999756;0,370093972;651,5999756;0,224605784;651,5999756;0,123261705;651,5999756;0,121918775
651,2000122;67,23648071;651,2000122;-4,953164577;651,2000122;0,539705217;651,2000122;0,332988203;651,2000122;0,369208366;651,2000122;0,223918706;651,2000122;0,122725822;651,2000122;0,121095263
650,7999878;67,20188904;650,7999878;-4,959746838;650,7999878;0,537234306;650,7999878;0,330980212;650,7999878;0,368271589;650,7999878;0,22267507;650,7999878;0,121914007;650,7999878;0,120839305
650,4000244;67,19436646;650,4000244;-4,958743095;650,4000244;0,535061538;650,4000244;0,328825891;650,4000244;0,366399169;650,4000244;0,221788719;650,4000244;0,121260122;650,4000244;0,120010264
650;67,20561218;650;-4,950119019;650;0,532835543;650;0,326853216;650;0,365109086;650;0,220718563;650;0,120424911;650;0,119066298
649,5999756;67,21479034;649,5999756;-4,959299088;649,5999756;0,529872894;649,5999756;0,324557364;649,5999756;0,363400668;649,5999756;0,219278112;649,5999756;0,11981225;649,5999756;0,118255653
649,2000122;67,1949234;649,2000122;-4,961928368;649,2000122;0,526360691;649,2000122;0,322008461;649,2000122;0,361042827;649,2000122;0,21734044;649,2000122;0,119034872;649,2000122;0,117179714
648,7999878;67,16192627;648,7999878;-4,959244728;648,7999878;0,522127092;648,7999878;0,319091082;648,7999878;0,35858193;648,7999878;0,215488881;648,7999878;0,11804077;648,7999878;0,116163939
648,4000244;67,18887329;648,4000244;-4,961808681;648,4000244;0,518795133;648,4000244;0,316746682;648,4000244;0,356467277;648,4000244;0,213810399;648,4000244;0,116475776;648,4000244;0,114950195
648;67,13957977;648;-4,96178627;648;0,51455617;648;0,313407689;648;0,353397638;648;0,211617664;648;0,115667917;648;0,114216141
647,5999756;67,13298798;647,5999756;-4,952143669;647,5999756;0,510211349;647,5999756;0,310472727;647,5999756;0,350021154;647,5999756;0,209461808;647,5999756;0,114248976;647,5999756;0,112666123
647,2000122;67,17160034;647,2000122;-4,96156311;647,2000122;0,505017996;647,2000122;0,307336927;647,2000122;0,347164601;647,2000122;0,207230195;647,2000122;0,113060914;647,2000122;0,111580499
646,7999878;67,09664154;646,7999878;-4,964684486;646,7999878;0,500064373;646,7999878;0,303687543;646,7999878;0,343455851;646,7999878;0,204214379;646,7999878;0,111617185;646,7999878;0,110325582
646,4000244;67,11035156;646,4000244;-4,952618599;646,4000244;0,495054007;646,4000244;0,300870985;646,4000244;0,340479016;646,4000244;0,201905698;646,4000244;0,109908626;646,4000244;0,108611509
646;67,14345551;646;-4,96280098;646;0,489634961;646;0,297438711;646;0,337108582;646;0,199247107;646;0,10870523;646;0,107535832
645,5999756;67,13854218;645,5999756;-4,963132858;645,5999756;0,483344585;645,5999756;0,294244409;645,5999756;0,334055692;645,5999756;0,196625695;645,5999756;0,107087158;645,5999756;0,106304005
645,2000122;67,10980988;645,2000122;-4,960197926;645,2000122;0,478625357;645,2000122;0,291197181;645,2000122;0,33034116;645,2000122;0,194212109;645,2000122;0,106263235;645,2000122;0,105622113
644,7999878;67,10129547;644,7999878;-4,955615044;644,7999878;0,472872764;644,7999878;0,287571669;644,7999878;0,326835513;644,7999878;0,191100597;644,7999878;0,10431432;644,7999878;0,10397429
644,4000244;67,05309296;644,4000244;-4,95995903;644,4000244;0,466699839;644,4000244;0,284023911;644,4000244;0,323003054;644,4000244;0,188104019;644,4000244;0,102665111;644,4000244;0,102190852
644;67,06539154;644;-4,956107616;644;0,461492121;644;0,281279534;644;0,31987682;644;0,18553862;644;0,101570584;644;0,101197235
643,5999756;67,04737854;643,5999756;-4,959231377;643,5999756;0,455981106;643,5999756;0,27807194;643,5999756;0,315718949;643,5999756;0,182863861;643,5999756;0,099983096;643,5999756;0,099615864
643,2000122;67,00466156;643,2000122;-4,961186886;643,2000122;0,450112611;643,2000122;0,274986237;643,2000122;0,311968207;643,2000122;0,179528981;643,2000122;0,09912248;643,2000122;0,098648034
642,7999878;67,03337097;642,7999878;-4,957059383;642,7999878;0,444778025;642,7999878;0,271843076;642,7999878;0,308880866;642,7999878;0,177216023;642,7999878;0,09776894;642,7999878;0,097657427
642,4000244;66,97395325;642,4000244;-4,958918095;642,4000244;0,439168453;642,4000244;0,268721193;642,4000244;0,305218756;642,4000244;0,174621582;642,4000244;0,096534178;642,4000244;0,096877135
642;66,99964905;642;-4,961981297;642;0,434119016;642;0,26628378;642;0,302224368;642;0,17208077;642;0,094516374;642;0,095042601
641,5999756;66,98806763;641,5999756;-4,952123642;641,5999756;0,428846419;641,5999756;0,263520509;641,5999756;0,299107254;641,5999756;0,169639319;641,5999756;0,093727946;641,5999756;0,094121255
641,2000122;66,98988342;641,2000122;-4,961156845;641,2000122;0,423616886;641,2000122;0,260954291;641,2000122;0,295815319;641,2000122;0,167270958;641,2000122;0,092614062;641,2000122;0,092900172
640,7999878;66,98178101;640,7999878;-4,959961414;640,7999878;0,418690503;640,7999878;0,258214623;640,7999878;0,292460859;640,7999878;0,164997742;640,7999878;0,091593921;640,7999878;0,092097037
640,4000244;66,96214294;640,4000244;-4,958392143;640,4000244;0,414080113;640,4000244;0,255209684;640,4000244;0,289407134;640,4000244;0,162751168;640,4000244;0,090024561;640,4000244;0,091046572
640;66,96162415;640;-4,962491989;640;0,409849137;640;0,253306121;640;0,28647694;640;0,160421759;640;0,089267768;640;0,090229742
639,5999756;66,92536163;639,5999756;-4,957225323;639,5999756;0,404288054;639,5999756;0,250286967;639,5999756;0,283615261;639,5999756;0,157926634;639,5999756;0,088033438;639,5999756;0,089328811
639,2000122;66,97625732;639,2000122;-4,954145432;639,2000122;0,400794208;639,2000122;0,248637587;639,2000122;0,280826598;639,2000122;0,156302318;639,2000122;0,08692655;639,2000122;0,088520512
638,7999878;66,9123764;638,7999878;-4,962749481;638,7999878;0,39624697;638,7999878;0,24572672;638,7999878;0,278041065;638,7999878;0,154052258;638,7999878;0,086022943;638,7999878;0,087540708
638,4000244;66,88040161;638,4000244;-4,958518982;638,4000244;0,391833037;638,4000244;0,243739352;638,4000244;0,27507782;638,4000244;0,151936889;638,4000244;0,085180067;638,4000244;0,086616643
638;66,90601349;638;-4,957636833;638;0,388097465;638;0,241787046;638;0,273136973;638;0,150485098;638;0,084103324;638;0,085795164
637,5999756;66,9057312;637,5999756;-4,959326744;637,5999756;0,384502113;637,5999756;0,239758104;637,5999756;0,270340502;637,5999756;0,148818567;637,5999756;0,083450869;637,5999756;0,085627563
637,2000122;66,86040497;637,2000122;-4,962560654;637,2000122;0,3809129;637,2000122;0,237752453;637,2000122;0,268151611;637,2000122;0,146992788;637,2000122;0,082455263;637,2000122;0,084346905
636,7999878;66,87734985;636,7999878;-4,955210209;636,7999878;0,377491057;636,7999878;0,235910162;636,7999878;0,266140014;636,7999878;0,145832509;636,7999878;0,081588693;636,7999878;0,083791308
636,4000244;66,87299347;636,4000244;-4,955229282;636,4000244;0,374847055;636,4000244;0,234127417;636,4000244;0,264126122;636,4000244;0,144542828;636,4000244;0,080806598;636,4000244;0,083173931
636;66,85600281;636;-4,957738876;636;0,372239977;636;0,232616052;636;0,262109757;636;0,143330678;636;0,080207616;636;0,082897134
635,5999756;66,80404663;635,5999756;-4,95567131;635,5999756;0,369443893;635,5999756;0,230845317;635,5999756;0,260116607;635,5999756;0,14182356;635,5999756;0,07946679;635,5999756;0,082338631
635,2000122;66,88276672;635,2000122;-4,96194315;635,2000122;0,367378861;635,2000122;0,229622379;635,2000122;0,25903073;635,2000122;0,141191691;635,2000122;0,078887932;635,2000122;0,081664324
634,7999878;66,82980347;634,7999878;-4,961977959;634,7999878;0,36523965;634,7999878;0,228723988;634,7999878;0,257362574;634,7999878;0,140308648;634,7999878;0,078423694;634,7999878;0,081576325
634,4000244;66,85020447;634,4000244;-4,954384327;634,4000244;0,363634139;634,4000244;0,227917761;634,4000244;0,256020635;634,4000244;0,139453724;634,4000244;0,077870257;634,4000244;0,081145808
634;66,78777313;634;-4,961928844;634;0,361607671;634;0,226580173;634;0,254665166;634;0,138260901;634;0,078228541;634;0,081417806
633,5999756;66,84788513;633,5999756;-4,955910206;633,5999756;0,360752016;633,5999756;0,225977212;633,5999756;0,254114509;633,5999756;0,138133645;633,5999756;0,077343293;633,5999756;0,080447406
633,2000122;66,80644989;633,2000122;-4,956765652;633,2000122;0,35899654;633,2000122;0,224824965;633,2000122;0,253085077;633,2000122;0,136993408;633,2000122;0,077387467;633,2000122;0,080844767
632,7999878;66,77695465;632,7999878;-4,962317944;632,7999878;0,357993901;632,7999878;0,224389479;632,7999878;0,251894385;632,7999878;0,136891142;632,7999878;0,077008955;632,7999878;0,08055231
632,4000244;66,79721832;632,4000244;-4,962238312;632,4000244;0,357519358;632,4000244;0,22431241;632,4000244;0,251552135;632,4000244;0,13635619;632,4000244;0,07634256;632,4000244;0,080161661
632;66,74964142;632;-4,954759121;632;0,356392056;632;0,223254234;632;0,250649452;632;0,13610974;632;0,076396383;632;0,080053918
631,5999756;66,73257446;631,5999756;-4,96117878;631,5999756;0,355365962;631,5999756;0,222786248;631,5999756;0,250187814;631,5999756;0,135940895;631,5999756;0,076327406;631,5999756;0,080007486
631,2000122;66,78118134;631,2000122;-4,963217258;631,2000122;0,355895847;631,2000122;0,222709045;631,2000122;0,249912217;631,2000122;0,135899156;631,2000122;0,075863861;631,2000122;0,08001402
630,7999878;66,78115082;630,7999878;-4,952096939;630,7999878;0,355428338;630,7999878;0,222632885;630,7999878;0,249842778;630,7999878;0,135686085;630,7999878;0,07599508;630,7999878;0,079426259
630,4000244;66,76602936;630,4000244;-4,957731247;630,4000244;0,355366409;630,4000244;0,222257152;630,4000244;0,249512777;630,4000244;0,135733813;630,4000244;0,076255448;630,4000244;0,07962805
630;66,75605011;630;-4,951608658;630;0,35496825;630;0,221947759;630;0,249551043;630;0,135144338;630;0,075873941;630;0,079252116
629,5999756;66,71163177;629,5999756;-4,949790955;629,5999756;0,354514152;629,5999756;0,221633852;629,5999756;0,248871133;629,5999756;0,135172755;629,5999756;0,075762704;629,5999756;0,079668224
629,2000122;66,75653076;629,2000122;-4,960312366;629,2000122;0,354543358;629,2000122;0,221895635;629,2000122;0,248966053;629,2000122;0,135540843;629,2000122;0,075178631;629,2000122;0,079229005
628,7999878;66,78237915;628,7999878;-4,953523159;628,7999878;0,355091065;628,7999878;0,222017199;628,7999878;0,249181896;628,7999878;0,135655344;628,7999878;0,075412422;628,7999878;0,079154141
628,4000244;66,76750946;628,4000244;-4,95063448;628,4000244;0,35542506;628,4000244;0,221889898;628,4000244;0,249378994;628,4000244;0,135650948;628,4000244;0,075785168;628,4000244;0,079510152
628;66,71511841;628;-4,961466312;628;0,354689568;628;0,222001448;628;0,249013856;628;0,135371566;628;0,075878322;628;0,079141311
627,5999756;66,75125122;627,5999756;-4,957737923;627,5999756;0,355046272;627,5999756;0,22197257;627,5999756;0,249387413;627,5999756;0,135305643;627,5999756;0,075727537;627,5999756;0,079493053
627,2000122;66,75167847;627,2000122;-4,950586796;627,2000122;0,355560809;627,2000122;0,221638203;627,2000122;0,249214053;627,2000122;0,135382697;627,2000122;0,075910352;627,2000122;0,079270758
626,7999878;66,70848083;626,7999878;-4,961205482;626,7999878;0,354789764;626,7999878;0,221626729;626,7999878;0,24901624;626,7999878;0,135060877;626,7999878;0,075429641;626,7999878;0,079086274
626,4000244;66,74324036;626,4000244;-4,955488682;626,4000244;0,355240047;626,4000244;0,221686065;626,4000244;0,248995811;626,4000244;0,135267705;626,4000244;0,075083137;626,4000244;0,079282038
626;66,7407608;626;-4,947297573;626;0,355332762;626;0,221663043;626;0,249681473;626;0,135321647;626;0,0751068;626;0,078835286
625,5999756;66,68486023;625,5999756;-4,961158276;625,5999756;0,354868978;625,5999756;0,220956534;625,5999756;0,248824954;625,5999756;0,134856239;625,5999756;0,075408362;625,5999756;0,07912156
625,2000122;66,73070526;625,2000122;-4,959702969;625,2000122;0,355056167;625,2000122;0,221158207;625,2000122;0,248932749;625,2000122;0,134695664;625,2000122;0,075553797;625,2000122;0,079112925
624,7999878;66,72518921;624,7999878;-4,958720684;624,7999878;0,354658693;624,7999878;0,22092253;624,7999878;0,248465642;624,7999878;0,134883106;624,7999878;0,075326853;624,7999878;0,079110935
624,4000244;66,72138214;624,4000244;-4,958190441;624,4000244;0,35462001;624,4000244;0,220735207;624,4000244;0,248066932;624,4000244;0,134618551;624,4000244;0,075593844;624,4000244;0,07898467
624;66,71240234;624;-4,960083485;624;0,354495704;624;0,220157102;624;0,248179317;624;0,134428546;624;0,074943393;624;0,078262545
623,5999756;66,74494171;623,5999756;-4,953742981;623,5999756;0,354119927;623,5999756;0,220291808;623,5999756;0,248169512;623,5999756;0,134470806;623,5999756;0,075055167;623,5999756;0,078246303
623,2000122;66,72748566;623,2000122;-4,965601921;623,2000122;0,353468269;623,2000122;0,219722241;623,2000122;0,247630179;623,2000122;0,133944213;623,2000122;0,075348318;623,2000122;0,07833685
622,7999878;66,75805664;622,7999878;-4,955913067;622,7999878;0,353473187;622,7999878;0,219331086;622,7999878;0,247386321;622,7999878;0,133862883;622,7999878;0,074757114;622,7999878;0,077769868
622,4000244;66,7289505;622,4000244;-4,952886581;622,4000244;0,352566809;622,4000244;0,218494594;622,4000244;0,246689007;622,4000244;0,133324355;622,4000244;0,07464505;622,4000244;0,07783059
622;66,67577362;622;-4,963141918;622;0,351592273;622;0,217833072;622;0,245381624;622;0,132798865;622;0,07440903;622;0,077442534
621,5999756;66,74996948;621,5999756;-4,958484173;621,5999756;0,351406157;621,5999756;0,217885047;621,5999756;0,245827138;621,5999756;0,13271752;621,5999756;0,074445039;621,5999756;0,077165283
621,2000122;66,76262665;621,2000122;-4,95480442;621,2000122;0,350931436;621,2000122;0,217839956;621,2000122;0,244687006;621,2000122;0,13239409;621,2000122;0,073919229;621,2000122;0,077110589
620,7999878;66,77417755;620,7999878;-4,963970661;620,7999878;0,349344045;620,7999878;0,217004925;620,7999878;0,244653493;620,7999878;0,131858781;620,7999878;0,073824286;620,7999878;0,077015691
620,4000244;66,75498199;620,4000244;-4,960130692;620,4000244;0,348687917;620,4000244;0,216337219;620,4000244;0,243741438;620,4000244;0,131366298;620,4000244;0,073510028;620,4000244;0,076468058
620;66,77251434;620;-4,951074123;620;0,348422468;620;0,215313584;620;0,243152931;620;0,131030366;620;0,073170207;620;0,07607881
619,5999756;66,71200562;619,5999756;-4,961758137;619,5999756;0,346570879;619,5999756;0,214424729;619,5999756;0,242170751;619,5999756;0,129430741;619,5999756;0,07307227;619,5999756;0,07584472
619,2000122;66,75826263;619,2000122;-4,954515934;619,2000122;0,345726967;619,2000122;0,213993743;619,2000122;0,241054371;619,2000122;0,129585773;619,2000122;0,072717361;619,2000122;0,075401738
618,7999878;66,80943298;618,7999878;-4,951156139;618,7999878;0,345328897;618,7999878;0,213427842;618,7999878;0,240681782;618,7999878;0,129236564;618,7999878;0,072258018;618,7999878;0,075191341
618,4000244;66,78541565;618,4000244;-4,964383602;618,4000244;0,343862176;618,4000244;0,212483764;618,4000244;0,239716381;618,4000244;0,12835528;618,4000244;0,071987972;618,4000244;0,074911468
618;66,77272034;618;-4,955851078;618;0,342590749;618;0,211580083;618;0,238695696;618;0,127786085;618;0,07148274;618;0,074506156
617,5999756;66,80593872;617,5999756;-4,953574657;617,5999756;0,341750681;617,5999756;0,21053268;617,5999756;0,237939969;617,5999756;0,126981065;617,5999756;0,071532182;617,5999756;0,074648373
617,2000122;66,82032776;617,2000122;-4,95717001;617,2000122;0,340163559;617,2000122;0,210257947;617,2000122;0,236935601;617,2000122;0,126388624;617,2000122;0,070744082;617,2000122;0,073949739
616,7999878;66,78085327;616,7999878;-4,956068039;616,7999878;0,338880777;616,7999878;0,209197938;616,7999878;0,235927671;616,7999878;0,125491872;616,7999878;0,070724674;616,7999878;0,073207155
616,4000244;66,8374176;616,4000244;-4,955937386;616,4000244;0,337853104;616,4000244;0,208229646;616,4000244;0,234847873;616,4000244;0,125004381;616,4000244;0,070105083;616,4000244;0,072776742
616;66,81563568;616;-4,962512016;616;0,336456537;616;0,206955642;616;0,233850315;616;0,124228455;616;0,070291266;616;0,072993807
615,5999756;66,83419037;615,5999756;-4,957406044;615,5999756;0,335125148;615,5999756;0,206166476;615,5999756;0,233375296;615,5999756;0,123541489;615,5999756;0,069634423;615,5999756;0,072224453
615,2000122;66,81599426;615,2000122;-4,95552063;615,2000122;0,333845913;615,2000122;0,204954639;615,2000122;0,231401578;615,2000122;0,122212268;615,2000122;0,069345318;615,2000122;0,071252607
614,7999878;66,84301758;614,7999878;-4,954484463;614,7999878;0,332588345;614,7999878;0,204854682;614,7999878;0,230979979;614,7999878;0,122066014;614,7999878;0,068615258;614,7999878;0,07108546
614,4000244;66,84000397;614,4000244;-4,955524445;614,4000244;0,330909342;614,4000244;0,203153879;614,4000244;0,229041189;614,4000244;0,121168688;614,4000244;0,068753317;614,4000244;0,070680201
614;66,82642365;614;-4,952778816;614;0,329878509;614;0,202518046;614;0,22881943;614;0,120380372;614;0,068193249;614;0,070077524
613,5999756;66,86548615;613,5999756;-4,962051868;613,5999756;0,328564346;613,5999756;0,201677635;613,5999756;0,227868095;613,5999756;0,11960692;613,5999756;0,067849413;613,5999756;0,070081353
613,2000122;66,89672852;613,2000122;-4,958317757;613,2000122;0,327549398;613,2000122;0,200986028;613,2000122;0,226524219;613,2000122;0,119209953;613,2000122;0,067336179;613,2000122;0,069719978
612,7999878;66,90080261;612,7999878;-4,959550858;612,7999878;0,326694757;612,7999878;0,200368598;612,7999878;0,225891724;612,7999878;0,118516177;612,7999878;0,067499593;612,7999878;0,068897657
612,4000244;66,85386658;612,4000244;-4,96807766;612,4000244;0,3244268;612,4000244;0,198857144;612,4000244;0,224617675;612,4000244;0,117120355;612,4000244;0,066997856;612,4000244;0,06853693
612;66,89577484;612;-4,957623482;612;0,324324399;612;0,198788449;612;0,223651633;612;0,117025822;612;0,066613927;612;0,067853436
611,5999756;66,88873291;611,5999756;-4,951649189;611,5999756;0,322615534;611,5999756;0,197477952;611,5999756;0,222937733;611,5999756;0,116256893;611,5999756;0,066376917;611,5999756;0,067698516
611,2000122;66,88476563;611,2000122;-4,959288597;611,2000122;0,321284294;611,2000122;0,19667834;611,2000122;0,221837685;611,2000122;0,114879064;611,2000122;0,065920345;611,2000122;0,067462884
610,7999878;66,85729218;610,7999878;-4,958259106;610,7999878;0,319858253;610,7999878;0,195195586;610,7999878;0,220856801;610,7999878;0,11438784;610,7999878;0,065922454;610,7999878;0,06673912
610,4000244;66,89277649;610,4000244;-4,954573154;610,4000244;0,318949789;610,4000244;0,194905251;610,4000244;0,219960496;610,4000244;0,113821141;610,4000244;0,065020032;610,4000244;0,066374384
610;66,89723969;610;-4,956741333;610;0,317767888;610;0,194293723;610;0,219171032;610;0,113411568;610;0,065216348;610;0,065888681
609,5999756;66,87931061;609,5999756;-4,956293106;609,5999756;0,316901416;609,5999756;0,193352312;609,5999756;0,218249917;609,5999756;0,112518981;609,5999756;0,06464652;609,5999756;0,065512978
609,2000122;66,90292358;609,2000122;-4,957948685;609,2000122;0,315757901;609,2000122;0,192856655;609,2000122;0,217527628;609,2000122;0,112188593;609,2000122;0,064566828;609,2000122;0,065108046
608,7999878;66,91840363;608,7999878;-4,957221508;608,7999878;0,314897716;608,7999878;0,191622064;608,7999878;0,216871917;608,7999878;0,111295067;608,7999878;0,064197287;608,7999878;0,064618558
608,4000244;66,90631866;608,4000244;-4,953950882;608,4000244;0,313710958;608,4000244;0,191096216;608,4000244;0,215436548;608,4000244;0,110747144;608,4000244;0,063829608;608,4000244;0,064173333
608;66,93044281;608;-4,960717678;608;0,313144267;608;0,190955788;608;0,215259656;608;0,110113382;608;0,063487388;608;0,064180002
607,5999756;66,92394257;607,5999756;-4,959720612;607,5999756;0,311822683;607,5999756;0,190264747;607,5999756;0,214309424;607,5999756;0,109985948;607,5999756;0,063344672;607,5999756;0,063669041
607,2000122;66,90141296;607,2000122;-4,954040051;607,2000122;0,31019786;607,2000122;0,189471841;607,2000122;0,213146791;607,2000122;0,108880214;607,2000122;0,063336678;607,2000122;0,063357703
