Baseline 100%T;;Baseline 0%T;;Eva;;Jasmijn;;Mads;;Koen;;F. albivenis (Nicco);;A. thaliana (model);
Wavelength (nm);%T;Wavelength (nm);%T;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
401,1999817;71,80702972;401,1999817;-4,954549313;401,1999817;0,703991532;401,1999817;0,49922961;401,1999817;0,512222111;401,1999817;0,328986734;401,1999817;0,199627295;401,1999817;0,20963648
400,7999878;71,97106171;400,7999878;-4,959050179;400,7999878;0,702301741;400,7999878;0,496759713;400,7999878;0,511171222;400,7999878;0,328552514;400,7999878;0,198674187;400,7999878;0,208684415
400,3999939;71,82714844;400,3999939;-4,957480907;400,3999939;0,698761046;400,3999939;0,495845556;400,3999939;0,509174585;400,3999939;0,325976968;400,3999939;0,197613731;400,3999939;0,207131684
400;71,92247009;400;-4,955911636;400;0,698488951;400;0,49455446;400;0,507768929;400;0,32438919;400;0,196121514;400;0,205310538
399,6000061;72,02667999;399,6000061;-4,956762314;399,6000061;0,697835684;399,6000061;0,494193375;399,6000061;0,506759405;399,6000061;0,324134111;399,6000061;0,196303934;399,6000061;0,204883233
399,1999817;72,05425262;399,1999817;-4,961569309;399,1999817;0,696603537;399,1999817;0,493801087;399,1999817;0,505106092;399,1999817;0,32245186;399,1999817;0,19430089;399,1999817;0,204826236
398,7999878;72,10597229;398,7999878;-4,953511238;398,7999878;0,693750978;398,7999878;0,493440539;398,7999878;0,504095912;398,7999878;0,321132124;398,7999878;0,194317982;398,7999878;0,202556595
398,3999939;72,07814789;398,3999939;-4,952521324;398,3999939;0,693282664;398,3999939;0,492123276;398,3999939;0,503425717;398,3999939;0,31968841;398,3999939;0,193780601;398,3999939;0,202893555
398;72,03818512;398;-4,947375298;398;0,691040337;398;0,490667611;398;0,500849664;398;0,31760782;398;0,192828447;398;0,203264847
397,6000061;72,20509338;397,6000061;-4,954603672;397,6000061;0,690850735;397,6000061;0,490226686;397,6000061;0,500411987;397,6000061;0,318397254;397,6000061;0,192282707;397,6000061;0,201527879
397,1999817;72,41342163;397,1999817;-4,957683563;397,1999817;0,690016389;397,1999817;0,489655405;397,1999817;0,500901163;397,1999817;0,317739785;397,1999817;0,192315877;397,1999817;0,201539353
396,7999878;72,28381348;396,7999878;-4,949394703;396,7999878;0,688865125;396,7999878;0,488851756;396,7999878;0,498769194;396,7999878;0,316723704;396,7999878;0,191533819;396,7999878;0,20129104
396,3999939;72,39982605;396,3999939;-4,951713085;396,3999939;0,689091444;396,3999939;0,489178956;396,3999939;0,498108357;396,3999939;0,316029638;396,3999939;0,191510081;396,3999939;0,201687396
396;72,30492401;396;-4,957912445;396;0,68610096;396;0,488190502;396;0,497036189;396;0,315482765;396;0,190496564;396;0,200298727
395,6000061;72,55805969;395,6000061;-4,956573486;395,6000061;0,688231051;395,6000061;0,487205058;395,6000061;0,497266293;395,6000061;0,315406531;395,6000061;0,190277711;395,6000061;0,200450897
395,1999817;72,5309906;395,1999817;-4,954237938;395,1999817;0,686185062;395,1999817;0,488045186;395,1999817;0,497508794;395,1999817;0,31463787;395,1999817;0,18956764;395,1999817;0,199613363
394,7999878;72,41706085;394,7999878;-4,950427055;394,7999878;0,684787095;394,7999878;0,486459136;394,7999878;0,495977938;394,7999878;0,313212633;394,7999878;0,189898834;394,7999878;0,19981508
394,3999939;72,6149826;394,3999939;-4,960110188;394,3999939;0,686228037;394,3999939;0,487107754;394,3999939;0,496979952;394,3999939;0,313329399;394,3999939;0,189278156;394,3999939;0,200491145
394;72,632164;394;-4,956976891;394;0,685591996;394;0,487269223;394;0,495574057;394;0,313096255;394;0,189095795;394;0,19980593
393,6000061;72,81672668;393,6000061;-4,957621098;393,6000061;0,684400618;393,6000061;0,48755756;393,6000061;0,497386456;393,6000061;0,314395249;393,6000061;0,189127237;393,6000061;0,198759675
393,1999817;72,77628326;393,1999817;-4,959068775;393,1999817;0,686119556;393,1999817;0,48717466;393,1999817;0,495328665;393,1999817;0,311716735;393,1999817;0,188346341;393,1999817;0,199265778
392,7999878;72,74759674;392,7999878;-4,958188057;392,7999878;0,683296144;392,7999878;0,486976534;392,7999878;0,494074553;392,7999878;0,312341571;392,7999878;0,188882157;392,7999878;0,19889982
392,3999939;72,84724426;392,3999939;-4,959787846;392,3999939;0,684099853;392,3999939;0,488737285;392,3999939;0,495509744;392,3999939;0,311025769;392,3999939;0,189174101;392,3999939;0,199346468
392;72,82977295;392;-4,945764542;392;0,683874965;392;0,48685199;392;0,494209796;392;0,311540008;392;0,18867673;392;0,198837206
391,6000061;72,82427216;391,6000061;-4,958193779;391,6000061;0,683377504;391,6000061;0,486628324;391,6000061;0,494780213;391,6000061;0,311308473;391,6000061;0,187294036;391,6000061;0,197727814
391,1999817;73,00387573;391,1999817;-4,956568241;391,1999817;0,684484541;391,1999817;0,486258447;391,1999817;0,494820476;391,1999817;0,310983241;391,1999817;0,188319311;391,1999817;0,199143753
390,7999878;73,04619598;390,7999878;-4,951917171;390,7999878;0,685466766;390,7999878;0,48739329;390,7999878;0,495103777;390,7999878;0,311026871;390,7999878;0,187507927;390,7999878;0,196625903
390,3999939;73,14521027;390,3999939;-4,957446575;390,3999939;0,685637415;390,3999939;0,487333328;390,3999939;0,495832712;390,3999939;0,311302811;390,3999939;0,188101381;390,3999939;0,198936567
390;73,22836304;390;-4,962563038;390;0,68354404;390;0,488275737;390;0,495170116;390;0,310757607;390;0,187165514;390;0,19798179
389,6000061;73,27436829;389,6000061;-4,950629711;389,6000061;0,685299933;389,6000061;0,487452775;389,6000061;0,495951623;389,6000061;0,310934871;389,6000061;0,187442914;389,6000061;0,198019609
389,1999817;73,06298828;389,1999817;-4,958548546;389,1999817;0,682648897;389,1999817;0,487775534;389,1999817;0,494661421;389,1999817;0,3091667;389,1999817;0,187734768;389,1999817;0,198690057
388,7999878;73,22007751;388,7999878;-4,955842495;388,7999878;0,683077693;388,7999878;0,487769604;388,7999878;0,493774682;388,7999878;0,309761077;388,7999878;0,187326267;388,7999878;0,197567627
388,3999939;73,35932159;388,3999939;-4,945332527;388,3999939;0,68466574;388,3999939;0,488325477;388,3999939;0,493977457;388,3999939;0,311025649;388,3999939;0,186733156;388,3999939;0,197939113
388;73,39427185;388;-4,958378315;388;0,683899105;388;0,48846969;388;0,495319426;388;0,310930342;388;0,187212557;388;0,198150471
387,6000061;73,45307159;387,6000061;-4,952372074;387,6000061;0,684027791;387,6000061;0,488624275;387,6000061;0,494096041;387,6000061;0,309896886;387,6000061;0,186805666;387,6000061;0,197393864
387,1999817;73,46440125;387,1999817;-4,949470043;387,1999817;0,683639765;387,1999817;0,487106949;387,1999817;0,493163109;387,1999817;0,309737444;387,1999817;0,187868759;387,1999817;0,198728994
386,7999878;73,49263;386,7999878;-4,954017639;386,7999878;0,68432945;386,7999878;0,486406386;386,7999878;0,49374944;386,7999878;0,309739471;386,7999878;0,1865426;386,7999878;0,196784779
386,3999939;73,59358978;386,3999939;-4,947246075;386,3999939;0,682605207;386,3999939;0,487333566;386,3999939;0,493564606;386,3999939;0,309690595;386,3999939;0,186930418;386,3999939;0,197175741
386;73,49569702;386;-4,952228069;386;0,68387723;386;0,486534208;386;0,493713379;386;0,308974594;386;0,18719317;386;0,197929323
385,6000061;73,62516022;385,6000061;-4,95745039;385,6000061;0,682770968;385,6000061;0,487371177;385,6000061;0,495298505;385,6000061;0,309099197;385,6000061;0,18723686;385,6000061;0,197394922
385,1999817;73,85655975;385,1999817;-4,944485664;385,1999817;0,684285343;385,1999817;0,488276094;385,1999817;0,494274646;385,1999817;0,30992654;385,1999817;0,186957806;385,1999817;0,196101889
384,7999878;73,78318024;384,7999878;-4,956466675;384,7999878;0,683065414;384,7999878;0,487130553;384,7999878;0,493341535;384,7999878;0,309058785;384,7999878;0,186457887;384,7999878;0,196820244
384,3999939;73,8451767;384,3999939;-4,949384212;384,3999939;0,685192049;384,3999939;0,487944692;384,3999939;0,493524015;384,3999939;0,308973938;384,3999939;0,184177205;384,3999939;0,194804132
384;73,75699615;384;-4,954843044;384;0,683552325;384;0,486578882;384;0,491792738;384;0,307083637;384;0,185346156;384;0,195636377
383,6000061;73,90891266;383,6000061;-4,967861652;383,6000061;0,684277535;383,6000061;0,485521644;383,6000061;0,493519604;383,6000061;0,307746261;383,6000061;0,185016468;383,6000061;0,196702033
383,1999817;73,88334656;383,1999817;-4,952714443;383,1999817;0,682926357;383,1999817;0,485251993;383,1999817;0,490534782;383,1999817;0,306054682;383,1999817;0,187425301;383,1999817;0,19661133
382,7999878;74,13008118;382,7999878;-4,961593628;382,7999878;0,684599519;382,7999878;0,486254156;382,7999878;0,491409898;382,7999878;0,305729926;382,7999878;0,185227856;382,7999878;0,194879741
382,3999939;73,90696716;382,3999939;-4,961091995;382,3999939;0,680857301;382,3999939;0,485283583;382,3999939;0,492503256;382,3999939;0,305534035;382,3999939;0,184824318;382,3999939;0,193561137
382;73,77875519;382;-4,962767124;382;0,680441618;382;0,48412168;382;0,490866661;382;0,303969592;382;0,184668839;382;0,194284648
381,6000061;74,16810608;381,6000061;-4,94388485;381,6000061;0,681438983;381,6000061;0,48418197;381,6000061;0,489830613;381,6000061;0,30465281;381,6000061;0,18423216;381,6000061;0,194427326
381,1999817;74,2273941;381,1999817;-4,950888157;381,1999817;0,681351185;381,1999817;0,48695609;381,1999817;0,490333766;381,1999817;0,304959178;381,1999817;0,183349326;381,1999817;0,193121716
380,7999878;74,07769012;380,7999878;-4,963390827;380,7999878;0,67934823;380,7999878;0,48283118;380,7999878;0,488445938;380,7999878;0,303370118;380,7999878;0,183064818;380,7999878;0,194092214
380,3999939;74,26053619;380,3999939;-4,966137886;380,3999939;0,681667924;380,3999939;0,483373195;380,3999939;0,489619672;380,3999939;0,303247064;380,3999939;0,182321176;380,3999939;0,193667948
380;74,1763382;380;-4,943267345;380;0,679994643;380;0,482386828;380;0,487044424;380;0,301237106;380;0,183227569;380;0,192950249
379,6000061;74,35460663;379,6000061;-4,956461906;379,6000061;0,679265022;379,6000061;0,482729912;379,6000061;0,4890683;379,6000061;0,29998976;379,6000061;0,182738155;379,6000061;0,191649512
379,1999817;74,31198883;379,1999817;-4,95309639;379,1999817;0,678604305;379,1999817;0,482916683;379,1999817;0,487216443;379,1999817;0,299559891;379,1999817;0,181673288;379,1999817;0,191381395
378,7999878;74,24967957;378,7999878;-4,949840069;378,7999878;0,677596748;378,7999878;0,480937481;378,7999878;0,485318124;378,7999878;0,298310876;378,7999878;0,181075797;378,7999878;0,190467462
378,3999939;74,31713104;378,3999939;-4,942337513;378,3999939;0,676671863;378,3999939;0,481737167;378,3999939;0,486006379;378,3999939;0,297639668;378,3999939;0,181913957;378,3999939;0,190142646
378;74,6238327;378;-4,952276707;378;0,675503552;378;0,482101023;378;0,485444486;378;0,299373239;378;0,180074871;378;0,18772611
377,6000061;74,30809021;377,6000061;-4,94964695;377,6000061;0,674337685;377,6000061;0,478182286;377,6000061;0,483824581;377,6000061;0,295017481;377,6000061;0,179622769;377,6000061;0,188725308
377,1999817;74,34539795;377,1999817;-4,957949638;377,1999817;0,675041795;377,1999817;0,476751268;377,1999817;0,482904315;377,1999817;0,294996917;377,1999817;0,179032773;377,1999817;0,187747419
376,7999878;74,36206055;376,7999878;-4,955227852;376,7999878;0,672370195;376,7999878;0,477744103;376,7999878;0,480472863;376,7999878;0,29446879;376,7999878;0,178325802;376,7999878;0,186167613
376,3999939;74,45095825;376,3999939;-4,963228703;376,3999939;0,672865987;376,3999939;0,476945251;376,3999939;0,479655385;376,3999939;0,293397218;376,3999939;0,177601084;376,3999939;0,18594043
376;74,71167755;376;-4,952851295;376;0,671365202;376;0,476650536;376;0,480735749;376;0,293363124;376;0,177027449;376;0,184962288
375,6000061;74,47478485;375,6000061;-4,954500198;375,6000061;0,670221329;375,6000061;0,475028664;375,6000061;0,477232814;375,6000061;0,28926447;375,6000061;0,175373346;375,6000061;0,184191689
375,1999817;74,57871246;375,1999817;-4,949286938;375,1999817;0,671355903;375,1999817;0,474468827;375,1999817;0,47782898;375,1999817;0,29081735;375,1999817;0,176340282;375,1999817;0,185080603
374,7999878;74,516716;374,7999878;-4,943341732;374,7999878;0,668720663;374,7999878;0,473956525;374,7999878;0,475741983;374,7999878;0,287950635;374,7999878;0,175557554;374,7999878;0,182944328
374,3999939;74,54563141;374,3999939;-4,949615002;374,3999939;0,666185498;374,3999939;0,471096218;374,3999939;0,474625081;374,3999939;0,287672848;374,3999939;0,174447238;374,3999939;0,182230622
374;74,55971527;374;-4,949197292;374;0,665506184;374;0,470663101;374;0,473424852;374;0,285512;374;0,173773602;374;0,181164295
373,6000061;74,48230743;373,6000061;-4,957475662;373,6000061;0,664636195;373,6000061;0,469899476;373,6000061;0,471755505;373,6000061;0,282713234;373,6000061;0,173206031;373,6000061;0,181520715
373,1999817;74,56758881;373,1999817;-4,947094917;373,1999817;0,663830996;373,1999817;0,468563855;373,1999817;0,471053362;373,1999817;0,284139216;373,1999817;0,173779905;373,1999817;0,179428458
372,7999878;74,67508698;372,7999878;-4,963455677;372,7999878;0,659695327;372,7999878;0,468733788;372,7999878;0,470605999;372,7999878;0,282616943;372,7999878;0,172939584;372,7999878;0,179883167
372,3999939;74,70347595;372,3999939;-4,956305981;372,3999939;0,659794807;372,3999939;0,466288298;372,3999939;0,469183505;372,3999939;0,280749142;372,3999939;0,170912415;372,3999939;0,177564696
372;74,78403473;372;-4,974871635;372;0,657768965;372;0,466096342;372;0,467338413;372;0,280005246;372;0,170225769;372;0,178481177
371,6000061;74,7693634;371,6000061;-4,954180717;371,6000061;0,657592118;371,6000061;0,465768665;371,6000061;0,466549248;371,6000061;0,278893441;371,6000061;0,169535935;371,6000061;0,178265661
371,1999817;74,7899704;371,1999817;-4,95064497;371,1999817;0,657415807;371,1999817;0,466236264;371,1999817;0,465910852;371,1999817;0,276853025;371,1999817;0,16995509;371,1999817;0,17681317
370,7999878;74,81993103;370,7999878;-4,949183941;370,7999878;0,655293644;370,7999878;0,46469903;370,7999878;0,466319084;370,7999878;0,276441634;370,7999878;0,167521119;370,7999878;0,175152525
370,3999939;75,01438141;370,3999939;-4,954826832;370,3999939;0,656077921;370,3999939;0,464656502;370,3999939;0,465129823;370,3999939;0,276783854;370,3999939;0,168938428;370,3999939;0,175633609
370;75,1006546;370;-4,949041367;370;0,654823363;370;0,464123994;370;0,46487993;370;0,276154667;370;0,170105308;370;0,175585643
369,6000061;75,12744141;369,6000061;-4,949584007;369,6000061;0,655873597;369,6000061;0,462547869;369,6000061;0,464601964;369,6000061;0,274620533;369,6000061;0,166070029;369,6000061;0,174234495
369,1999817;75,00801849;369,1999817;-4,950851917;369,1999817;0,652070463;369,1999817;0,462524235;369,1999817;0,46175763;369,1999817;0,271680743;369,1999817;0,166088045;369,1999817;0,174336776
368,7999878;75,09949493;368,7999878;-4,946877956;368,7999878;0,65081352;368,7999878;0,462310731;368,7999878;0,459724993;368,7999878;0,271873772;368,7999878;0,165733516;368,7999878;0,173236936
368,3999939;75,07781219;368,3999939;-4,956212521;368,3999939;0,649460971;368,3999939;0,461547017;368,3999939;0,460361183;368,3999939;0,27037707;368,3999939;0,165199906;368,3999939;0,17215845
368;75,12917328;368;-4,963665009;368;0,648814023;368;0,459297538;368;0,458158821;368;0,270202696;368;0,165902317;368;0,172020614
367,6000061;75,19374847;367,6000061;-4,949239731;367,6000061;0,646725178;367,6000061;0,458041102;367,6000061;0,459138781;367,6000061;0,269379228;367,6000061;0,165650651;367,6000061;0,172809348
367,1999817;75,02108765;367,1999817;-4,954440117;367,1999817;0,646528721;367,1999817;0,459062636;367,1999817;0,457905471;367,1999817;0,267906696;367,1999817;0,163680494;367,1999817;0,171453908
366,7999878;75,2498703;366,7999878;-4,954453468;366,7999878;0,642662287;366,7999878;0,457288802;366,7999878;0,456441522;366,7999878;0,267183483;366,7999878;0,165102974;366,7999878;0,171454281
366,3999939;75,22480774;366,3999939;-4,97205925;366,3999939;0,644726098;366,3999939;0,458100289;366,3999939;0,454439282;366,3999939;0,265925497;366,3999939;0,163638577;366,3999939;0,170102358
366;75,45178223;366;-4,953526974;366;0,644271731;366;0,455799937;366;0,45667553;366;0,267426878;366;0,161907509;366;0,168403491
365,6000061;75,47481537;365,6000061;-4,94736433;365,6000061;0,643851399;365,6000061;0,457251906;365,6000061;0,454525888;365,6000061;0,265978515;365,6000061;0,162753761;365,6000061;0,167686716
365,1999817;75,38573456;365,1999817;-4,966293812;365,1999817;0,642110586;365,1999817;0,45505026;365,1999817;0,452141583;365,1999817;0,264361262;365,1999817;0,162215754;365,1999817;0,167283058
364,7999878;75,44300079;364,7999878;-4,942675591;364,7999878;0,640830398;364,7999878;0,455012173;364,7999878;0,45390597;364,7999878;0,262396544;364,7999878;0,161434472;364,7999878;0,16664578
364,3999939;75,36761475;364,3999939;-4,953749657;364,3999939;0,640137315;364,3999939;0,455108225;364,3999939;0,452869445;364,3999939;0,260776699;364,3999939;0,162277326;364,3999939;0,1667521
364;75,53105927;364;-4,948372364;364;0,644032121;364;0,454043299;364;0,451792538;364;0,26115641;364;0,160746008;364;0,167473912
363,6000061;75,3411026;363,6000061;-4,960817814;363,6000061;0,637669325;363,6000061;0,452520579;363,6000061;0,449240625;363,6000061;0,25922069;363,6000061;0,160228655;363,6000061;0,164284632
363,1999817;75,33959198;363,1999817;-4,957765102;363,1999817;0,636867762;363,1999817;0,45259434;363,1999817;0,449461401;363,1999817;0,259019643;363,1999817;0,158384055;363,1999817;0,16638051
362,7999878;75,43064117;362,7999878;-4,95427227;362,7999878;0,636782169;362,7999878;0,449862212;362,7999878;0,44971022;362,7999878;0,258058012;362,7999878;0,159010738;362,7999878;0,164981172
362,3999939;75,47709656;362,3999939;-4,954129219;362,3999939;0,63654387;362,3999939;0,451403976;362,3999939;0,448781073;362,3999939;0,256702304;362,3999939;0,15959245;362,3999939;0,164455175
362;75,88337708;362;-4,951601982;362;0,636483133;362;0,452795535;362;0,450431407;362;0,258951336;362;0,159963429;362;0,165712297
361,6000061;75,75650787;361,6000061;-4,945422649;361,6000061;0,635832965;361,6000061;0,451896697;361,6000061;0,448481321;361,6000061;0,256647676;361,6000061;0,157614276;361,6000061;0,16295591
361,1999817;75,67088318;361,1999817;-4,967969418;361,1999817;0,633107603;361,1999817;0,45050928;361,1999817;0,447354406;361,1999817;0,253845036;361,1999817;0,156707674;361,1999817;0,16305846
360,7999878;75,597435;360,7999878;-4,952676296;360,7999878;0,631890118;360,7999878;0,447236449;360,7999878;0,445131809;360,7999878;0,252463967;360,7999878;0,156648785;360,7999878;0,162039295
360,3999939;75,70237732;360,3999939;-4,92872858;360,3999939;0,632387221;360,3999939;0,450286925;360,3999939;0,443813622;360,3999939;0,253581226;360,3999939;0,156362802;360,3999939;0,161736444
360;75,63479614;360;-4,962645531;360;0,629048407;360;0,44810909;360;0,444142222;360;0,250301093;360;0,158044174;360;0,16169782
359,6000061;75,97572327;359,6000061;-4,950452805;359,6000061;0,630941391;359,6000061;0,450278014;359,6000061;0,446435958;359,6000061;0,252741128;359,6000061;0,155637607;359,6000061;0,160749942
359,1999817;75,94335938;359,1999817;-4,94529295;359,1999817;0,628721237;359,1999817;0,449260622;359,1999817;0,444333851;359,1999817;0,252492428;359,1999817;0,156337529;359,1999817;0,159981355
358,7999878;75,79613495;358,7999878;-4,962765217;358,7999878;0,629632711;358,7999878;0,44774133;358,7999878;0,442137837;358,7999878;0,24944064;358,7999878;0,154706314;358,7999878;0,160933256
358,3999939;75,79636383;358,3999939;-4,956388474;358,3999939;0,628277302;358,3999939;0,447863311;358,3999939;0,439430952;358,3999939;0,248431012;358,3999939;0,155817151;358,3999939;0,16030474
358;76,27548218;358;-4,945930958;358;0,630221009;358;0,448262543;358;0,442475259;358;0,251156032;358;0,155397341;358;0,16053623
357,6000061;76,04866028;357,6000061;-4,934764862;357,6000061;0,627931178;357,6000061;0,447516829;357,6000061;0,441771209;357,6000061;0,248985469;357,6000061;0,154069424;357,6000061;0,157391593
357,1999817;76,02711487;357,1999817;-4,932968616;357,1999817;0,627048075;357,1999817;0,446681649;357,1999817;0,440290064;357,1999817;0,248958245;357,1999817;0,152094558;357,1999817;0,157761812
356,7999878;75,86857605;356,7999878;-4,94486475;356,7999878;0,62409842;356,7999878;0,447535038;356,7999878;0,438609392;356,7999878;0,247995213;356,7999878;0,154491425;356,7999878;0,160155922
356,3999939;76,33254242;356,3999939;-4,965742111;356,3999939;0,625878155;356,3999939;0,446803182;356,3999939;0,440953374;356,3999939;0,248019144;356,3999939;0,153863847;356,3999939;0,156693757
356;75,79864502;356;-4,957929611;356;0,621972442;356;0,443207592;356;0,439958423;356;0,244693607;356;0,155499935;356;0,159018606
355,6000061;76,2070694;355,6000061;-4,971230984;355,6000061;0,625825286;355,6000061;0,44546026;355,6000061;0,440042555;355,6000061;0,246217132;355,6000061;0,155554593;355,6000061;0,158467382
355,1999817;76,31038666;355,1999817;-4,928867817;355,1999817;0,624128521;355,1999817;0,447208643;355,1999817;0,440636158;355,1999817;0,246391356;355,1999817;0,153339565;355,1999817;0,159034923
354,7999878;76,17095947;354,7999878;-4,964073658;354,7999878;0,624402881;354,7999878;0,44503814;354,7999878;0,439820468;354,7999878;0,245858237;354,7999878;0,151984781;354,7999878;0,158051029
354,3999939;76,25030518;354,3999939;-4,936253071;354,3999939;0,624490738;354,3999939;0,446029395;354,3999939;0,440793097;354,3999939;0,244531021;354,3999939;0,151849002;354,3999939;0,157939598
354;76,17047119;354;-4,935442448;354;0,626842558;354;0,446103692;354;0,440987468;354;0,24451761;354;0,153681979;354;0,158855423
353,6000061;76,4069519;353,6000061;-4,94250679;353,6000061;0,626088202;353,6000061;0,445705533;353,6000061;0,441488266;353,6000061;0,246262774;353,6000061;0,154912397;353,6000061;0,158873305
353,1999817;76,34698486;353,1999817;-4,956132412;353,1999817;0,623572946;353,1999817;0,448722184;353,1999817;0,438852578;353,1999817;0,243636549;353,1999817;0,15393281;353,1999817;0,158210233
352,7999878;76,450737;352,7999878;-4,936152458;352,7999878;0,626957595;352,7999878;0,446928561;352,7999878;0,442314416;352,7999878;0,244643763;352,7999878;0,154948384;352,7999878;0,158159107
352,3999939;76,48739624;352,3999939;-4,94999361;352,3999939;0,627955794;352,3999939;0,447159857;352,3999939;0,440168262;352,3999939;0,245862976;352,3999939;0,151238874;352,3999939;0,156871215
352;76,72331238;352;-4,95397377;352;0,630758107;352;0,450732619;352;0,44167462;352;0,247040272;352;0,15247041;352;0,156718969
351,6000061;76,61821747;351,6000061;-4,938344479;351,6000061;0,628550649;351,6000061;0,448843867;351,6000061;0,442272246;351,6000061;0,24556753;351,6000061;0,152485669;351,6000061;0,158383116
351,1999817;76,40312958;351,1999817;-4,94598484;351,1999817;0,628120244;351,1999817;0,449048698;351,1999817;0,44144088;351,1999817;0,245072156;351,1999817;0,154773891;351,1999817;0,158807844
350,7999878;76,52470398;350,7999878;-4,942216873;350,7999878;0,630532086;350,7999878;0,452250212;350,7999878;0,443206638;350,7999878;0,246786594;350,7999878;0,156086132;350,7999878;0,159889132
350,3999939;76,78517914;350,3999939;-4,943627357;350,3999939;0,632176697;350,3999939;0,45212692;350,3999939;0,445767403;350,3999939;0,246928364;350,3999939;0,154340118;350,3999939;0,159288153
350;76,85092926;350;-4,949410439;350;0,632069707;350;0,453196645;350;0,445102334;350;0,2493352;350;0,155017138;350;0,159319833
;;;;;;;;;;;;;;;
Baseline 100%T;;;;;;;;;;;;;;;
Baseline 100%T;;;;;;;;;;;;;;;
Collection Time: 6/11/2025 10:29:39 AM;;;;;;;;;;;;;;;
Operator Name  :;;;;;;;;;;;;;;;
Scan Software Version: 3.00(339);;;;;;;;;;;;;;;
Parameter List :;;;;;;;;;;;;;;;
Instrument                        Cary 4000;;;;;;;;;;;;;;;
Instrument Version                1.12;;;;;;;;;;;;;;;
Start (nm)                        800.00;;;;;;;;;;;;;;;
Stop (nm)                         350.00;;;;;;;;;;;;;;;
X Mode                            Nanometers;;;;;;;;;;;;;;;
Y Mode                            Abs;;;;;;;;;;;;;;;
UV-Vis Scan Rate (nm/min)         363.636;;;;;;;;;;;;;;;
UV-Vis Data Interval (nm)         0.400;;;;;;;;;;;;;;;
UV-Vis Ave. Time (sec)            0.066;;;;;;;;;;;;;;;
UV-Vis SBW (nm)                   2.000;;;;;;;;;;;;;;;
Slit Height                       Full;;;;;;;;;;;;;;;
Beam Mode                         Double;;;;;;;;;;;;;;;
Signal-to-noise Mode              Off;;;;;;;;;;;;;;;
UV Source                         On;;;;;;;;;;;;;;;
Vis Source                        On;;;;;;;;;;;;;;;
Third Source                      Off;;;;;;;;;;;;;;;
Source Changeover (nm)            350.00;;;;;;;;;;;;;;;
Baseline Correction               On;;;;;;;;;;;;;;;
Baseline Type                     Zero/baseline correction;;;;;;;;;;;;;;;
Baseline File Name                C:\Varian\Users\Nicco\integrating_sphere_800-300nm.MSW;;;;;;;;;;;;;;;
Baseline Std Ref File Name;;;;;;;;;;;;;;;
Cycle Mode                        Off;;;;;;;;;;;;;;;
Comments;;;;;;;;;;;;;;;
Method Log     :;;;;;;;;;;;;;;;
Method Name    : C:\Varian\Users\Nicco\integrating_sphere_800-300nm.MSW;;;;;;;;;;;;;;;
Date/Time stamp: 5/30/2022 1:42:04 PM;;;;;;;;;;;;;;;
Method Modifications:;;;;;;;;;;;;;;;
UVVIS SAT Changed: 01/11/2011 15:06:23; Old: 0.100; New: 0.066;;;;;;;;;;;;;
Common SAT Changed: 01/11/2011 15:06:23; Old: 0.100; New: 0.066;;;;;;;;;;;;;
X Start nm Changed: 01/11/2011 15:06:39; Old: 800.00; New: 750.00;;;;;;;;;;;;;
X Stop nm Changed: 01/11/2011 15:06:39; Old: 200.00; New: 350.00;;;;;;;;;;;;;
Common Interval nm Changed: 01/11/2011 15:06:39; Old:    1.000; New:    0.500;;;;;;;;;;;;;
Measurement Mode Changed: 01/11/2011 15:06:39; Old:0; New:1;;;;;;;;;;;;;
Baseline Correction Changed: 01/11/2011 15:06:39; Old:0; New:1;;;;;;;;;;;;;
Storage Changed: 01/11/2011 15:06:39; Old:1; New:0;;;;;;;;;;;;;
Beam mode Changed: 01/11/2011 15:06:39; Old:Double auto select; New:Double fixed slit;;;;;;;;;;;;;
Saved as C:\Varian\Users\pengqi\750-350.MSW;;;;;;;;;;;;;;;
Opened C:\Varian\Users\pengqi\750-350.MSW;;;;;;;;;;;;;;;
Common Interval nm Changed: 12/04/2012 13:06:10; Old:    0.500; New:    0.400;;;;;;;;;;;;;
Saved as C:\Varian\Users\pengqi\750-350-stander.MSW;;;;;;;;;;;;;;;
Opened C:\Varian\Users\Maxi\750-350-for acetone exraction.MSW;;;;;;;;;;;;;;;
Baseline Correction Changed: 1/12/2022 11:59:56 AM; Old:1; New:2;;;;;;;;;;;;;
Saved as C:\Varian\Users\Maxi\750-350 integration sphere.MSW;;;;;;;;;;;;;;;
Opened C:\Varian\Users\Maxi\750-350 integration sphere.MSW;;;;;;;;;;;;;;;
X Start nm Changed: 5/30/2022 1:41:24 PM; Old: 750.00; New: 800.00;;;;;;;;;;;;;
Saved as C:\Varian\Users\Tom_O\integrating_sphere_800-300nm.MSW;;;;;;;;;;;;;;;
Opened C:\Varian\Users\Nicco\integrating_sphere_800-300nm.MSW;;;;;;;;;;;;;;;
Baseline file Changed: 6/11/2025 10:25:09 AM; Old:C:\Varian\Users\Tom_O\integrating_sphere_800-300nm.MSW; New:C:\Varian\Users\Nicco\integrating_sphere_800-300nm.MSW;;;;;;;;;;;;;
