ab-Eva;ab-Jasmijn;ab-Mads;ab-Koen;ab-Nicco;ab-model;flLT-AF;flLT-CE;flLT-HA;flLT-HP;flLT-FA;flLT-AT;flRT-FA;flRT-AT;flRT-AF;flRT-CE;flRT-HA;flRT-HP
-0,000415582;-0,013477506;-0,001350234;-0,021045921;3,48E-05;0,001114785;4134627,75;35093592;6455527,5;37918464;22796304;0,787987023;0,461240467;0,377319144;2655562,5;1674844;1234453,625;1143464,375
-0,000931723;-0,011514211;-0,001073819;-0,019612901;0,000484363;0,000225603;3887064,25;32792932;6515316;35593976;21666594;0,779842124;0,434128316;0,348419797;2510566,5;1565465,5;1102370,875;1007100,125
-0,000207608;-0,01243914;-0,000818416;-0,019781267;0,000610198;0,001390644;3509474,5;30758816;6239052;33043492;19875340;0,768614284;0,403808016;0,323414113;2369697,75;1523732,375;1009714,875;978083,625
2,28E-05;-0,013638987;-0,001007865;-0,020084344;0,001462974;0,001485467;3306936;28515800;5990878,5;30497000;18264656;0,767315588;0,38551807;0,309600558;2152337;1322034,875;864324,6875;864884,25
0,000269116;-0,012378512;-0,001777107;-0,020682162;0,000760263;0,001734064;2913956;26235198;5447864;28281898;16423123;0,7426225;0,363202441;0,287291378;2092517,5;1201707,375;933371,6875;843496,125
0,000873364;-0,011182641;-0,000212782;-0,018313983;3,95E-05;0,001408329;2824331;24324120;5289409,5;27036356;15510638;0,738116819;0,344123388;0,273890302;1830022,375;1132198,625;862648,875;744425,3125
1,76E-05;-0,012340572;-0,000959671;-0,021211023;4,96E-05;0,001351718;2634964,5;22814854;4851258;24183482;13914853;0,729899198;0,324903468;0,260317023;1881016,875;1118080,375;859718,9375;778872,3125
-0,000768599;-0,012166021;-0,001465724;-0,019627994;0,000428806;0,001765772;2539490,75;20872090;4611469,5;23055178;13098113;0,712108997;0,315565203;0,24700303;1692503,375;1125964,875;747977;721993,25
-0,001304865;-0,013991498;-0,002164617;-0,020671399;-0,000506138;0,001631027;2309377;19387720;4467123;21028572;12331176;0,691725402;0,300863489;0,237660768;1622553,375;999500;718790,1875;681028,75
-0,000575891;-0,013441066;-0,001331447;-0,021014946;0,000210167;0,002050914;2217715,5;19200412;4323071;20088030;11089671;0,677778599;0,292154205;0,227818739;1547383,25;977864,9375;738414,125;585929,6875
-0,00074343;-0,013444681;-0,001118696;-0,020486733;-6,91E-05;0,001678216;2259613;17461004;4138960,75;18794636;10522020;0,653228168;0,282376882;0,219629159;1461111,5;929554,375;652152,3125;617284,5
-0,0001852;-0,012537435;-0,000522375;-0,019554751;0,000488588;0,00079841;2192946,25;16986468;3884369;17817068;9957315;0,652615051;0,276521678;0,210693533;1358146,125;926818,5;671435,3125;606208,75
-0,001309356;-0,013514846;-0,001984073;-0,021652564;0,000251736;0,000585106;2052051,5;16309199;3994042,25;17035458;9583907;0,631032878;0,273503981;0,205947666;1474890,25;887366,25;616477,5625;582610,8125
-0,000129928;-0,012151422;-0,000647495;-0,020134415;0,000486955;0,001763303;2097437,25;15469098;3808193;16820996;9318240;0,647730141;0,268239154;0,20015797;1357965,25;880705,375;607638,75;571719,8125
-0,000562138;-0,013352415;-0,001397404;-0,020566585;0,001144164;0,002405138;2141621,25;15900792;3805710,5;16604158;9277137;0,6510801;0,26287668;0,20001516;1423808,875;853806,0625;615295;525346,625
