ab-Eva;ab-Jasmijn;ab-Mads;ab-Koen;ab-Nicco;ab-model;flLT-AF;flLT-CE;flLT-HA;flLT-HP;flLT-FA;flLT-AT;flRT-FA;flRT-AT;flRT-AF;flRT-CE;flRT-HA;flRT-HP
-0,001122155;-0,013639991;-0,001846811;-0,019617749;0,000173367;0,002035439;85779,0625;301623,1563;248265,625;604873,375;336190,6563;0,000830629;0,003171205;0,00297102;21697,33594;9921,367188;1346,15625;13428,07422
-0,0028916;-0,014155845;-0,003181559;-0,021301635;-0,000872774;0,000371156;100841,2109;304291,25;249338,1406;624119,375;360432,3125;0,000878593;0,003562156;0,003458322;10453,72656;18311,15234;841,9492188;19281,20313
-0,00161007;-0,013488748;-0,00270611;-0,020719528;-0,000453234;0,000387867;98340,9375;344183,9063;262912,6875;630917,875;348043,6563;0,000463702;0,003940105;0,003869541;25723,85547;23227,66797;17232,32031;17386,27148
-0,002364396;-0,015109574;-0,002342564;-0,021382272;0,000410435;0,001495727;103380,9219;345130,25;264785,3125;591186,1875;353759,125;0,00058222;0,004719556;0,00449308;33096,87109;27774,95703;14236,26953;17634,37109
-0,001502408;-0,013707165;-0,002856679;-0,021923967;0,000111143;0,00052881;94702,35938;390408,5938;259365,5313;595176;341987,5625;0,00051733;0,005354471;0,004594571;34547,30469;13637,99219;19743,27344;12476,36914
-0,001304917;-0,014113549;-0,002377372;-0,020440752;0,000490428;0,001367065;85015,14063;342385,75;255222,8125;643137,6875;347251,6875;0,000423422;0,006418185;0,005581219;56263,25;29680;19987,9043;16371,00781
-0,001042522;-0,013687751;-0,001525986;-0,020465743;6,91E-05;0,000946775;94380,42188;385947,4375;251581,2188;617454,875;357058,8438;7,89287E-05;0,007400571;0,006315059;44377,17578;30725,88281;24264,03125;23292,14844
-0,001699192;-0,013827239;-0,002838574;-0,019672675;0,000470473;0,001457597;100844,2969;352095,9688;275246,7188;600088,25;356079,4375;0;0,00874325;0,008493909;63890,75391;34972,04297;34622,16406;27496,87109
-0,002379998;-0,014206856;-0,00260896;-0,021361375;-0,00016952;0,002339678;89239,48438;346009,3125;273429,5;623848,5;348206,5938;0,000278416;0,010286614;0,009095675;64436,80469;50202,57813;36319,35938;27950,93359
-0,000263646;-0,012791018;-0,001864441;-0,01949887;-0,00014354;0,000509735;106590,0781;347763,125;270053,625;678536,6875;351133,875;3,99861E-05;0,012432526;0,010182039;75914,03125;49926,44922;28197,02148;38088,8125
-0,002422731;-0,013751908;-0,002958812;-0,020726142;-0,000879904;0,00138854;99193,64063;347671,1563;268531,9063;646194,75;355291,0625;0,000101116;0,013690195;0,012757158;112125,2813;70718,64844;40875,54688;42143
-0,002030453;-0,01386144;-0,00295732;-0,020356976;-0,000145041;0,000706511;105484,0781;350177,625;289215,6563;671396,4375;382606,875;0,000129017;0,016427456;0,014359737;110899,1719;70181,4375;54775,98828;45258,38281
-0,002129637;-0,014799553;-0,001917741;-0,021599563;-0,000615753;0,001373037;101177,6094;350374,625;279157,4688;684175;365192,625;0,000353989;0,019527239;0,017232867;128993,5;96904,65625;57248,34375;51952,02734
-0,000695103;-0,013819767;-0,001787212;-0,019515352;0,00110578;0,001538744;101935,3984;361861,875;293731,7188;661651,875;397244,2188;0,000326976;0,021749584;0,018733626;136578;107237,1094;79579,6875;56228,71484
-0,002175384;-0,014306004;-0,002211493;-0,019854918;0,000478507;0,000295926;94195,46875;369538,2188;287744,1563;680662,375;380930,3125;0,000503418;0,025427375;0,021232599;177177,0625;130571,3594;66164,86719;78541,14844
-0,002105372;-0,013222617;-0,002361616;-0,019725317;-8,30E-05;0,00132126;102545,8359;402812,75;282608,25;668854,375;386847,3438;0,000435035;0,027824067;0,024698239;191017,9688;139816,375;92309,875;78690,16406
-0,001705638;-0,013497431;-0,000998826;-0,019525796;0,000909809;0,002593868;116124,0781;427265,2188;285387,5313;632438,625;384929,5313;0,000622203;0,031924769;0,027341917;226321,5;151975,9688;84687,71875;91436,46875
-0,001031417;-0,014502379;-0,002360534;-0,021034872;0,000624663;0,00276804;98833,11719;336088,0625;293434,25;628086,8125;375868,7188;0,000827074;0,035488128;0,032676001;278326,375;164344,1719;106632,8047;111279,2734
-0,000937664;-0,013225731;-0,000611255;-0,018873546;-0,000314608;-1,62E-05;107792,9453;339850,875;275029,2188;653765,3125;375065,25;0,000483379;0,040948595;0,035457948;274074,4063;171608,125;116303,5;101353,4609
-0,001793348;-0,012889685;-0,001470987;-0,019591423;-1,91E-05;0,001967773;100575,7031;353832,5313;267238,4688;643651,25;339995,1563;0,000523844;0,046275527;0,041100244;330520,1875;192849,3594;113985,4141;124411,1484
-0,000866419;-0,012445932;-0,000558829;-0,019091353;-0,00052191;0,000905762;101597,5781;387115,75;266297,4063;611684,5625;346223,0625;0,000530888;0,050996925;0,045542098;351154,1875;234278,5625;150612,0313;114402,375
-0,001567256;-0,012649938;-0,001252213;-0,019985123;0,000376442;0,001448559;124873,9531;337807,6875;262363,125;641900,8125;375300,6875;0,000498756;0,056905929;0,051096596;423781,1563;244686,0156;148657,7969;165209,0781
-0,002318464;-0,014661878;-0,002142929;-0,020354556;0,000675061;0,002197548;104824,4375;366174,1875;259284,2344;592858,25;363282,0938;0,000195375;0,0638308;0,056545126;488645,3438;329062,3125;172633;171859,1563
-0,002291737;-0,013934447;-0,002172138;-0,020438826;0,000895049;0,000738948;99016,65625;343355,0938;289154,3438;662837,375;364083,8125;0,000188243;0,071634214;0,064910949;483508,4375;349648,5;182676,9375;203124,7344
-0,000565344;-0,012649938;-0,001776488;-0,02041818;-0,000485143;0,000118626;96031,96094;342653,0938;261257,2813;614935,3125;365474,9375;0,000186871;0,079463664;0,073147129;591370,25;384027;226920,625;232376,2813
-0,001111518;-0,013947031;-0,001798349;-0,020660095;0,000117668;0,000192039;111791,1797;396429,875;247797,2031;600486,5;365293,625;0,000242049;0,090963377;0,083395994;633309,9375;431188,9063;265986,1875;247486
-0,002052043;-0,013566534;-0,002484714;-0,020472806;-5,82E-05;0,002277741;109415,6563;343520,125;258438,2813;632200,375;343973,4688;0,000639384;0,102182894;0,095607231;705113,1875;512562,125;283709,1563;287277,3125
-0,000902327;-0,011998049;-0,001230944;-0,019614385;0,000893467;0,001366571;114937,0156;388850;242163,9219;590898,0625;364841,7188;0,000850164;0,115707994;0,110809316;822968,625;560557,875;333852,9688;311921,875
-0,001959489;-0,013082081;-0,002020507;-0,01941902;2,00E-05;0,000458398;109299,8125;405369,7188;269490;667453,375;348905,0625;0,000759069;0,131689142;0,125100228;950471,5625;637760,0625;367192,3438;372747,25
-0,000849523;-0,013407034;-0,001786233;-0,020809995;0,000606103;0,000944155;98070,89063;397772,6563;261691,2188;671530,25;366540,6563;0,001034006;0,146765807;0,144235159;1139426,625;734489,8125;385402,0938;391947,25
-3,18E-05;-0,012825954;-0,000837742;-0,020211317;6,45E-05;0,000661994;114047,2188;443860,0313;246795,4375;694734,75;368910,5313;0,001407447;0,168408328;0,164920347;1215567,375;826575,375;474988,5;467023,5625
-0,001988866;-0,013971396;-0,002491972;-0,020794548;-4,23E-05;0,00152986;112575,3047;442214,2188;277779,0938;721092,125;413973,3438;0,002622619;0,18929058;0,187128341;1408168,75;914037,0625;547442,375;531783,8125
-0,001711826;-0,013682734;-0,001824076;-0,019517975;-0,000580079;0,001094413;127445,4063;647272;293811,4063;830035,375;413481,8125;0,004150979;0,217188194;0,218381499;1592289,625;1107749,5;650400,5;618913,375
-0,001684804;-0,013290608;-0,000674065;-0,019928604;0,000313981;0,002136542;158412,9688;697849,5;310266,2188;932784,4375;453670,5938;0,005830285;0,244755652;0,247936544;1824314;1201824,5;723445,875;666557,25
-0,001182775;-0,013162048;-0,001624977;-0,019759947;-7,99E-05;0,000849606;189088,7656;995654,1875;341072,6875;1062555,75;490685,3438;0,007834459;0,276408074;0,283526696;2109664;1383993,375;824573,125;754333,6875
-0,001941605;-0,014054257;-0,002347867;-0,02129562;0,000412793;0,00250841;213110,6875;1281084,125;416072,375;1425105;588321,8125;0,011475989;0,30786895;0,318285752;2371587,5;1598609,875;912145,8125;836539,5625
-0,000682077;-0,01242128;-0,000461147;-0,019520352;-2,41E-05;0,001529652;276934,1875;1763210;450739,375;1710322,25;707002,875;0,016804402;0,345140525;0,362905549;2705507,25;1723673,75;1010341;936807,5625
-0,001106096;-0,012787146;-0,001524387;-0,020290675;1,95E-05;0,000906411;365347,1875;2481496,75;588678,375;2245094,25;864638,75;0,022724904;0,383269519;0,403795489;2967050,75;1928856,125;1111708,875;1024229,125
-0,001793503;-0,012651648;-0,002092955;-0,019640908;4,82E-05;0,00196499;557407,4375;3666310,75;754672,5625;3551245,5;1172381;0,034384198;0,426979149;0,447350235;3245688;2301922;1228665,125;1157897,125
-0,001170331;-0,013722765;-0,001777158;-0,02100577;-0,000861303;0,000493952;750089,0625;5379872;970761,3125;4966239;1517928;0,049585484;0,472557211;0,501576806;3585172,75;2475185,5;1492711,5;1298041
-0,000162533;-0,013539487;-0,001277043;-0,019514164;-0,000498226;0,0003181;1034334,188;7636522,5;1309366,5;6977497,5;2075602,125;0,071897492;0,519684547;0,555666682;4179055,5;2722247,5;1599746,5;1420842,75
-0,001840161;-0,013650477;-0,001437087;-0,020305496;0,000261579;0,000623678;1449585,375;10981182;1798078,625;9884251;2767051;0,099029282;0,576782104;0,610236289;4531797;3059232;1738061,5;1563238
-0,00105032;-0,012978934;-0,001491522;-0,020918945;0,000103582;0,000546641;1895336,375;14304559;2353627,75;12656090;3652981;0,136123273;0,637591212;0,675257321;5013122,5;3422275,25;1921788,875;1738062,125
-0,00133795;-0,012672517;-0,001487085;-0,01964739;0,000221459;0,000842525;2506319,5;18242088;3072709,5;16509485;4752857;0,184955961;0,69828976;0,7310208;5570690,5;3631635,25;2039065,125;1922937,625
-0,001558177;-0,013507017;-0,002320421;-0,02007594;0,000420203;0,001554072;3089811,25;22673370;3893783,5;20973628;5961956,5;0,234607932;0,764131049;0,802464223;5940051;3998190,75;2329937,25;2199318
-0,001579637;-0,01358505;-0,002640968;-0,020432208;0,000128646;0,000945478;3512038,75;25572296;4651867,5;26368542;7207969;0,286925428;0,820056439;0,867010636;6222956;4434886;2472545;2307120,25
-0,002621157;-0,014621434;-0,002099653;-0,021118864;-0,000152028;0,001045887;3989557,75;29032524;5434991,5;30349850;8292174;0,349136602;0,878522788;0,917043729;6781217,5;4439161,5;2675710,25;2497792,25
-0,001965726;-0,014459916;-0,002276338;-0,020707386;-3,87E-05;0,001147954;4759664;33168196;6578954,5;35800636;9528891;0,422927555;0,929346146;0,963067734;7104137;4690158,5;2779556,75;2573936
-0,000994693;-0,013402064;-0,001642719;-0,019922422;0,000496803;0,001128384;5199377,5;37433504;7554236,5;43071792;11035857;0,494722299;0,969328556;0,988841188;7239742,5;4991427;2865580,25;2729937
-0,00095466;-0,013007424;-0,001136614;-0,020778954;-0,001000478;0,000848801;5702687;41874024;8603477;49588576;12286298;0,552975445;0,983648989;1;7394832,5;4921230;2936824,25;2737881,25
-0,000751079;-0,013205593;-0,001937946;-0,020653035;-6,55E-05;3,68E-05;6014914;44069132;9227645;53282184;13700762;0,577293353;1;0,992125866;7139330;4752449;3016598,5;2748197,25
-0,002365889;-0,014344926;-0,003111246;-0,0210036;-0,000790407;0,001328141;6138380;42919508;9733276;51750296;14064151;0,600618968;0,982854272;0,955394055;7074521,5;4579672;2910544,75;2704973,25
-0,00024238;-0,012888781;-0,001176527;-0,019752033;9,24E-05;0,001147045;5775103;40888164;9228940;48416176;13999015;0,572482586;0,953731692;0,910703126;6679297;4308830,5;2754365,25;2548223,5
-0,00033318;-0,013737713;-0,002048385;-0,020318689;0,000392505;0,001212871;5347742;38107364;8664324;44975960;13791275;0,576538367;0,915394542;0,856048445;6217636,5;3992905;2615846;2384078,75
-0,000587835;-0,012329299;-0,00076157;-0,019166209;0,001808062;0,002640302;5083867;36027688;8318288,5;42075832;13943333;0,585261731;0,866665936;0,796044479;5960666;3730327,5;2536841,25;2304010
-0,001520053;-0,013179074;-0,001834954;-0,020694995;0,000463192;0,000925321;4947069,5;35057180;7762137;41151576;14882174;0,600164493;0,802645669;0,724008136;5262157;3302738;2157961,25;1998399
-0,000849368;-0,013336198;-0,002747782;-0,021230251;-0,00025454;0,001353977;5020653,5;35695532;7363501;40355204;16400919;0,645640597;0,74324565;0,656183435;4853199;3004751,75;2061539,125;1867575,125
-0,000875977;-0,012182986;-0,001608265;-0,020960091;-0,000310934;0,001024895;5008379,5;36369200;7540550;40946972;18433540;0,676093261;0,680812011;0,598938775;4296472;2817664,5;1895035;1738683,125
-0,000484884;-0,013201825;-0,001169299;-0,019479712;0,000784302;0,001722447;4869504,5;38470060;7385310,5;41304660;20450996;0,717042546;0,631521781;0,534458997;3911275,75;2376189,25;1670798,75;1600378,5
-0,000899899;-0,013525937;-0,000764154;-0,019794971;-0,00046849;0,000873572;4836926;38859892;7414798,5;42212700;22117586;0,736066713;0,581234256;0,492987434;3587520,25;2311189;1484075,25;1379878,75
-0,000406271;-0,013151148;-0,001777622;-0,019860951;-0,001069688;-0,000312849;4755361;38889744;7515015;41808880;23218582;0,750797791;0,537595573;0,444093718;3148100,5;2069859,625;1420590,625;1295139,5
0,000355171;-0,011959471;-0,000762449;-0,019849725;-0,000104153;0,001046509;4586839;36615684;7116217;40222604;23832446;0,752406253;0,497031458;0,409804512;2996250,5;1751621,375;1293062;1200363,125
