Nicco;Model;Eva;Jasmijn;Mads;Koen;Koen-AC;fl-AT;fl-AF;;;;;;
0,045726502;0,044805769;0,292184383;0,211991295;0,777210593;0,402825624;1,276122808;0,049126214;;;;;;;
0,04696813;0,046524115;0,284514636;0,208401814;0,756513178;0,393192172;1,255755901;0,046492142;;;;;;;
0,04831344;0,048140012;0,27711013;0,20510754;0,73633492;0,383568227;1,233002663;0,043727351;;;;;;;
0,049545208;0,049888119;0,269999355;0,201876074;0,717514396;0,374597549;1,208320022;0,043319527;;;;;;;
0,05114117;0,051799007;0,262992352;0,198998615;0,699124277;0,365921825;1,182187676;0,040048037;;;;;;;
0,052317483;0,053645138;0,256205857;0,196066424;0,681560457;0,357248783;1,154474497;0,03953721;;;;;;;
0,053629053;0,055660933;0,249996364;0,193478078;0,664664149;0,349226087;1,12499404;0,039769784;;;;;;;
0,055311126;0,057791028;0,243981212;0,190917864;0,648622811;0,341442972;1,094531894;0,035560983;;;;;;;
0,056665437;0,059655558;0,238167733;0,18861115;0,633337379;0,333973974;1,063571095;0,032847255;;;;;;;
0,058210248;0,061740302;0,232669354;0,186466947;0,618774951;0,326691866;1,031299233;0,033537113;;;;;;;
0,060077318;0,064031273;0,227756038;0,184403226;0,605477274;0,320249736;0,999380827;0,031565521;;;;;;;
0,061650423;0,066326097;0,222774804;0,182436407;0,592788458;0,313972801;0,967354238;0,029973808;;;;;;;
0,063546804;0,068750858;0,218279824;0,180634573;0,580495954;0,307818919;0,934625864;0,027718475;;;;;;;
0,065634431;0,071578391;0,21374768;0,178836614;0,569206357;0,302059621;0,902135432;0,027423333;;;;;;;
0,067398818;0,074061468;0,209794194;0,177334577;0,558820128;0,296974689;0,870109081;0,025679244;;;;;;;
0,069575482;0,076804422;0,206101939;0,175886467;0,548672378;0,291990846;0,838780105;0,024086465;;;;;;;
0,071551816;0,079919077;0,202535212;0,174486652;0,53942579;0,287299901;0,807423651;0,020856736;;;;;;;
0,07426081;0,083159231;0,199158371;0,173099205;0,530850589;0,282970399;0,777789176;0,021012136;;;;;;;
0,076349833;0,086252958;0,196044967;0,171838507;0,522782981;0,278991848;0,74902004;0,018954037;;;;;;;
0,079008864;0,089824311;0,193155199;0,170428664;0,515213788;0,275153875;0,720336556;0,016496525;;;;;;;
0,081938223;0,093565188;0,190509573;0,169288471;0,508374453;0,271799594;0,693045735;0,019248488;;;;;;;
0,084708379;0,09728127;0,187790096;0,167951569;0,501350582;0,268561661;0,666758299;0,015795539;;;;;;;
0,08765527;0,101113878;0,185302123;0,166753277;0,494983405;0,265315384;0,641196489;0,013980418;;;;;;;
0,091182248;0,105474204;0,183066443;0,165491819;0,488946796;0,262315035;0,616838157;0,015003994;;;;;;;
0,095058383;0,109973304;0,180883095;0,163912743;0,483340621;0,259520173;0,594006419;0,013764486;;;;;;;
0,098690325;0,114593849;0,178789169;0,162331596;0,477921516;0,256722689;0,572210193;0,009730792;;;;;;;
0,10232062;0,119704098;0,176730529;0,160917893;0,472678453;0,254214346;0,551178634;0,008904393;;;;;;;
0,106549682;0,124790765;0,174806207;0,159207404;0,467689067;0,252004117;0,531441987;0,006762027;;;;;;;
0,111383507;0,130306065;0,172811359;0,157485768;0,462683827;0,249718368;0,51226157;;;;;;;;
0,115780049;0,136025399;0,170866832;0,155652165;0,457673103;0,247350961;0,493837118;;;;;;;;
0,121095398;0,14254792;0,169352502;0,153846473;0,453290433;0,245288208;0,476935238;;;;;;;;
0,126867139;0,149545133;0,167413697;0,151807845;0,448875189;0,243214324;0,460865915;;;;;;;;
0,132207611;0,155967295;0,165781558;0,149722859;0,444535703;0,241400391;0,445682615;;;;;;;;
0,13862499;0,163590848;0,164101556;0,14745529;0,440428883;0,239488289;0,430977434;;;;;;;;
0,144888976;0,171238899;0,16265057;0,145388559;0,436583906;0,237775594;0,417410076;;;;;;;;
0,151696199;0,179084763;0,161020294;0,143105462;0,432578415;0,235829145;0,404035211;;;;;;;;
0,158744702;0,187426254;0,159613565;0,140819505;0,428920358;0,234166741;0,391466141;;;;;;;;
0,16622425;0,196234822;0,158182398;0,138636962;0,42553252;0,232640967;0,380055308;;;;;;;;
0,174327263;0,205638647;0,156886593;0,136250675;0,421990216;0,23120299;0,369038969;;;;;;;;
0,182281861;0,215419889;0,155591458;0,133810848;0,418824703;0,229802281;0,358330131;;;;;;;;
0,190961206;0,225656509;0,154457554;0,13168262;0,415922582;0,228602901;0,348313153;;;;;;;;
0,200134197;0,236219406;0,153403655;0,129478127;0,413135141;0,227257535;0,338754773;;;;;;;;
0,209668794;0,247124031;0,152049989;0,12732926;0,410404056;0,226009965;0,32956323;;;;;;;;
0,219688678;0,259112328;0,151039183;0,124964654;0,407954305;0,224915549;0,320806384;;;;;;;;
0,229986036;0,271299511;0,150127202;0,122875392;0,405593425;0,223926947;0,312914521;;;;;;;;
0,240897575;0,284271807;0,149213195;0,120878495;0,403504759;0,223086596;0,305190146;;;;;;;;
0,252447629;0,297875226;0,148442328;0,118936755;0,401719749;0,222301111;0,297735274;;;;;;;;
0,264323154;0,312110961;0,147542864;0,116946556;0,39988184;0,221450493;0,290785372;;;;;;;;
0,276367167;0,326598465;0,14682208;0,11510703;0,398465812;0,220802426;0,28423515;;;;;;;;
0,288888016;0,34144327;0,146000624;0,113150664;0,396689057;0,220165789;0,277840138;;;;;;;;
0,3023581;0,357654512;0,145643547;0,111362532;0,395593494;0,219621405;0,271987259;;;;;;;;
0,316236952;0,374073774;0,145142928;0,109765984;0,394586712;0,219234496;0,266416192;;;;;;;;
0,33054302;0,391170621;0,144659907;0,108341776;0,393526942;0,218861729;0,261345834;;;;;;;;
0,345203945;0,408669949;0,144179985;0,1066228;0,392573386;0,218347356;0,256455123;;;;;;;;
0,360435107;0,426879823;0,143679544;0,105108663;0,391752511;0,21798861;0,251985908;;;;;;;;
0,375830182;0,445266932;0,143256038;0,103667751;0,391221643;0,217881382;0,247811288;;;;;;;;
0,391400346;0,464090377;0,143117234;0,102411598;0,390849203;0,217723906;0,244103164;;;;;;;;
0,407559225;0,48347798;0,142820418;0,100977399;0,390204966;0,217410639;0,240520164;;;;;;;;
0,423988679;0,503052056;0,142739967;0,099811465;0,389995843;0,217588797;0,237387255;;;;;;;;
0,440976092;0,52312845;0,14259328;0,098780893;0,389717877;0,217465431;0,234712303;;;;;;;;
0,457904705;0,543444753;0,142499223;0,097692631;0,389363229;0,217284679;0,232255101;;;;;;;;
0,474623987;0,563506901;0,142294318;0,09655448;0,389428645;0,217178568;0,230050474;;;;;;;;
0,491149464;0,583445966;0,142260194;0,095629536;0,389474034;0,217326909;0,228211507;;;;;;;;
0,507665434;0,603369534;0,142318234;0,094891295;0,389310241;0,217334375;0,226819173;;;;;;;;
0,523656824;0,622953832;0,142363787;0,09396442;0,389226556;0,217348173;0,225430206;;;;;;;;
0,53942118;0,641735554;0,142310798;0,09338785;0,389441699;0,217525661;0,224615589;;;;;;;;
0,554471233;0,659961462;0,14216648;0,092613265;0,389535725;0,21764046;0,223956078;;;;;;;;
0,569077113;0,677701175;0,142185479;0,092030868;0,389692038;0,217672288;0,223433688;;;;;;;;
0,582327405;0,69383049;0,142304629;0,091542207;0,3899903;0,217768654;0,223235577;;;;;;;;
0,594754079;0,708955944;0,142503142;0,091254696;0,390410215;0,217984974;0,223491326;;;;;;;;
0,605880836;0,722979426;0,142490283;0,090670101;0,390407771;0,217951238;0,223806232;;;;;;;;
0,615969577;0,735478461;0,142312452;0,090213209;0,390495271;0,217981204;0,224412218;;;;;;;;
0,625113287;0,746406555;0,142547533;0,090136521;0,39098382;0,218178213;0,225340381;;;;;;;;
0,632733205;0,755717516;0,14240174;0,089869931;0,391052157;0,218163028;0,226113007;;;;;;;;
0,639151195;0,763892293;0,14273116;0,089614928;0,39135024;0,218267158;0,227383152;;;;;;;;
0,644534627;0,77044332;0,1427394;0,089480385;0,391514778;0,2184681;0,228928208;;;;;;;;
0,649046281;0,775474191;0,142677873;0,089231588;0,391691744;0,218315646;0,2303987;;;;;;;;
0,652377883;0,779429376;0,142666623;0,089117028;0,391852856;0,218111694;0,232018262;;;;;;;;
0,654469529;0,781874716;0,142751664;0,089077465;0,392089754;0,218262628;0,233534187;;;;;;;;
0,655875304;0,783194125;0,142725557;0,089056902;0,392276764;0,218031034;0,235736221;;;;;;;;
0,656374791;0,783055961;0,142408565;0,088862911;0,391911477;0,217725068;0,237679973;;;;;;;;
0,656218806;0,782511413;0,142400265;0,088757247;0,391945213;0,217775881;0,239804685;;;;;;;;
0,655524889;0,78107971;0,142423645;0,088747181;0,391970933;0,217634812;0,241909429;;;;;;;;
0,654048005;0,778302133;0,141998991;0,088566467;0,391447097;0,217084721;0,244268134;;;;;;;;
0,651536742;0,774835944;0,141772717;0,088454276;0,391056627;0,216875792;0,246315166;;;;;;;;
0,64907656;0,771024287;0,141797438;0,08852841;0,390814811;0,216664165;0,248733968;;;;;;;;
0,645807305;0,766591251;0,141560584;0,088396303;0,390429497;0,216291174;0,251178503;;;;;;;;
0,641979435;0,761328459;0,141189396;0,08820416;0,389763445;0,215819746;0,253367484;;;;;;;;
0,637653986;0,756091058;0,140823185;0,088036798;0,388998449;0,215354979;0,255524546;;;;;;;;
0,633192101;0,750115216;0,140366867;0,087845229;0,388298512;0,214831695;0,257742643;;;;;;;;
0,628169337;0,743686557;0,140062422;0,087804005;0,387396395;0,214274153;0,260150343;;;;;;;;
0,622776964;0,737422943;0,139742389;0,087573804;0,386382043;0,213569269;0,262141049;;;;;;;;
0,616709211;0,730631709;0,139262453;0,087496758;0,38553682;0,212992936;0,264068782;;;;;;;;
0,610776225;0,723576486;0,138747722;0,0871436;0,384506822;0,212417096;0,266092479;;;;;;;;
0,604192296;0,715782821;0,138095081;0,086912036;0,383255124;0,211650237;0,267869294;;;;;;;;
0,597567239;0,70845592;0,137633443;0,086804695;0,381987631;0,210975558;0,269551694;;;;;;;;
0,59042708;0,700848162;0,136939466;0,086424276;0,380741447;0,210122168;0,27122575;;;;;;;;
0,583049396;0,692679763;0,136321783;0,086121313;0,379142314;0,20897314;0,272800595;;;;;;;;
0,575301149;0,68443805;0,135597646;0,085630715;0,377471864;0,20805189;0,274163395;;;;;;;;
0,567344347;0,675777733;0,134906665;0,085285716;0,375901759;0,207184449;0,27528432;;;;;;;;
0,558871666;0,666988969;0,134204194;0,085043713;0,374106914;0,206303656;0,276412547;;;;;;;;
0,550258854;0,657794058;0,133358806;0,084611289;0,372223049;0,205215037;0,277308226;;;;;;;;
0,541592815;0,648770809;0,132711366;0,084258556;0,370418847;0,204011276;0,278149873;;;;;;;;
0,532425204;0,639121294;0,131840617;0,083886132;0,368564457;0,202915281;0,278966516;;;;;;;;
0,52333627;0,629209399;0,130922109;0,083577938;0,366431803;0,201817647;0,279552817;;;;;;;;
0,513898113;0,619328678;0,129883811;0,083090015;0,364237994;0,200422853;0,27987656;;;;;;;;
0,50410811;0,608896792;0,129026398;0,082503587;0,361908108;0,199384734;0,280239791;;;;;;;;
0,494582453;0,598524392;0,127961144;0,082173102;0,359597325;0,198209718;0,280252874;;;;;;;;
0,484401146;0,587461948;0,126902595;0,081513733;0,357023448;0,196720317;0,280445278;;;;;;;;
0,474348107;0,576583505;0,125967354;0,081132546;0,354724675;0,19530195;0,280245751;;;;;;;;
0,464394697;0,565768778;0,124989338;0,0807098;0,352161616;0,193986952;0,280051261;;;;;;;;
0,454434612;0,554156959;0,123826958;0,08003179;0,34930253;0,19245714;0,279840559;;;;;;;;
0,444056579;0,542763829;0,12280412;0,079454571;0,346582919;0,190990388;0,27929917;;;;;;;;
0,433624962;0,531310022;0,121587694;0,07882309;0,343797952;0,189652398;0,278792054;;;;;;;;
0,423395345;0,519392729;0,120407663;0,078345686;0,34097451;0,188131958;0,278064787;;;;;;;;
0,413247684;0,507639408;0,119309798;0,077922568;0,337932259;0,186622635;0,277092904;;;;;;;;
0,402881721;0,495968372;0,118078411;0,077292874;0,33506611;0,185037553;0,276245326;;;;;;;;
0,392842421;0,484319925;0,116810732;0,076664127;0,332116932;0,183405161;0,275234222;;;;;;;;
0,38320286;0,472525209;0,115686536;0,076315403;0,329117119;0,181919545;0,274074316;;;;;;;;
0,373097131;0,46096006;0,114475876;0,075745165;0,326221287;0,180342078;0,272634894;;;;;;;;
0,363277176;0,449439168;0,113285646;0,075134963;0,323302865;0,178941503;0,270995408;;;;;;;;
0,353858867;0,437696904;0,111993603;0,074609116;0,320260763;0,177383453;0,269438744;;;;;;;;
0,344376513;0,426619649;0,110993311;0,074228995;0,317325294;0,175998345;0,267682642;;;;;;;;
0,335172334;0,415854365;0,109639481;0,073485382;0,314259082;0,174371898;0,26597625;;;;;;;;
0,32612724;0,404825896;0,108671054;0,073272906;0,311510325;0,17313619;0,263904423;;;;;;;;
0,317338416;0,394342095;0,1074358;0,072724245;0,308641076;0,171581805;0,261798352;;;;;;;;
0,308464417;0,383779526;0,106365576;0,072264381;0,305657655;0,170044884;0,259530932;;;;;;;;
0,300208637;0,373714745;0,105328165;0,071713999;0,302932859;0,168753594;0,257061124;;;;;;;;
0,292565653;0,364367098;0,104302436;0,071208566;0,300190389;0,167466372;0,25470385;;;;;;;;
0,285140553;0,35530296;0,103368387;0,070803985;0,297738403;0,166199774;0,252215087;;;;;;;;
0,277255574;0,346062481;0,102202937;0,070254959;0,295232147;0,164891705;0,249401301;;;;;;;;
0,270622083;0,337688148;0,101282373;0,069850326;0,292740226;0,163815945;0,246592224;;;;;;;;
0,26390017;0,329657853;0,100280233;0,069321118;0,290223509;0,162223876;0,243770659;;;;;;;;
0,257425764;0,321763337;0,099430412;0,068869509;0,288022429;0,161185876;0,241010547;;;;;;;;
0,251179093;0,314173013;0,098626137;0,068485707;0,28587237;0,160179243;0,237973183;;;;;;;;
0,245256895;0,307058215;0,097809993;0,068106905;0,283628941;0,159284309;0,234959602;;;;;;;;
0,239410171;0,300132722;0,096891336;0,067702241;0,281493962;0,158140734;0,23198995;;;;;;;;
0,234538415;0,294362217;0,096151501;0,067333005;0,279515714;0,157161474;0,228803903;;;;;;;;
0,229758957;0,287993789;0,095454745;0,067060411;0,27781418;0,156485707;0,225671127;;;;;;;;
0,225367749;0,282480359;0,09459918;0,066562086;0,276079327;0,155517533;0,222304389;;;;;;;;
0,220958167;0,276994765;0,09402369;0,066282317;0,274435341;0,154648587;0,219034493;;;;;;;;
0,216763729;0,272055447;0,093603782;0,066156678;0,272839993;0,153946862;0,215925098;;;;;;;;
0,213023239;0,267142981;0,092962787;0,065777853;0,271367639;0,153127387;0,212778375;;;;;;;;
0,209367016;0,262656093;0,092396669;0,065518036;0,270009965;0,152468383;0,209408522;;;;;;;;
0,206214377;0,258286089;0,091857001;0,06499327;0,268806934;0,151952684;0,206159696;;;;;;;;
0,203150088;0,254375011;0,091402568;0,064834379;0,267550826;0,151210681;0,202961803;;;;;;;;
0,20034402;0,250716984;0,091011487;0,064590439;0,266369432;0,150719836;0,199611351;;;;;;;;
0,197576114;0,24705869;0,090744101;0,064451151;0,265626192;0,150388032;0,196416944;;;;;;;;
0,195087397;0,243493766;0,090120211;0,06417238;0,264597893;0,150067121;0,193633691;;;;;;;;
0,192518645;0,240213156;0,089828923;0,06403292;0,263837457;0,149566352;0,190468118;;;;;;;;
0,190093303;0,237134248;0,089489296;0,063814022;0,26307416;0,14909707;0,187227026;;;;;;;;
0,188016826;0,234207764;0,089329325;0,063855246;0,262505502;0,148752421;0,184440225;;;;;;;;
0,186021531;0,231124923;0,088960439;0,063628674;0,261862606;0,148364008;0,181756526;;;;;;;;
0,183929706;0,228554308;0,088820539;0,063448288;0,261312187;0,147975534;0,179062247;;;;;;;;
0,18190425;0,225679755;0,088399954;0,063232943;0,260824353;0,147730663;0,176305369;;;;;;;;
0,180299216;0,223125666;0,08805944;0,06286519;0,260267437;0,147298425;0,173887402;;;;;;;;
0,178806135;0,220798001;0,087944113;0,062702045;0,259895146;0,147084415;0,171368703;;;;;;;;
0,176980445;0,218501881;0,087679148;0,062580794;0,259610623;0,146869332;0,169108421;;;;;;;;
0,175253206;0,216158509;0,087485552;0,062354732;0,259079665;0,14654161;0,166821122;;;;;;;;
0,174068028;0,21431537;0,087436475;0,062204447;0,258885741;0,146427989;0,164933145;;;;;;;;
0,172371232;0,212150455;0,087051608;0,061995331;0,258520663;0,146049574;0,163143709;;;;;;;;
0,171137223;0,210418075;0,086928517;0,061902393;0,258322626;0,145988673;0,161471233;;;;;;;;
0,169745484;0,208424196;0,086850226;0,061884783;0,258195221;0,145892993;0,160035566;;;;;;;;
0,168692344;0,206844136;0,086435549;0,061573554;0,257587552;0,145450354;0,158686414;;;;;;;;
0,167645016;0,205203489;0,086383022;0,061507966;0,257567823;0,145300686;0,157484174;;;;;;;;
0,166664073;0,203973055;0,086344779;0,061344709;0,25748831;0,145276636;0,156444997;;;;;;;;
0,165650079;0,202472702;0,086120084;0,061097417;0,25705424;0,144751772;0,155536532;;;;;;;;
0,164897436;0,201119229;0,085913457;0,06096106;0,256749451;0,144553304;0,154718176;;;;;;;;
0,163858423;0,199969828;0,085928313;0,060748197;0,256638557;0,144490227;0,154259101;;;;;;;;
0,163282761;0,199045733;0,085706197;0,060519546;0,256267995;0,144172996;0,153837949;;;;;;;;
0,162536943;0,198107749;0,085382156;0,060371593;0,255885512;0,143880099;0,153503016;;;;;;;;
0,16237531;0,197515324;0,085205868;0,06009474;0,255575746;0,143541843;0,153232724;;;;;;;;
0,162086824;0,19685258;0,085047781;0,059792157;0,255185068;0,143209413;0,153124616;;;;;;;;
0,161723861;0,195753321;0,084917478;0,059533607;0,254670292;0,142975599;0,153292179;;;;;;;;
0,161073425;0,195212215;0,084500119;0,05924011;0,254120737;0,142615363;0,15336813;;;;;;;;
0,160807007;0,194641396;0,084395699;0,059075981;0,253713906;0,142459944;0,15366675;;;;;;;;
0,160676727;0,194094315;0,084079131;0,058919922;0,253244638;0,1421462;0,154089943;;;;;;;;
0,16061745;0,194094345;0,083690636;0,05848261;0,252579749;0,141577289;0,15440543;;;;;;;;
0,159941354;0,193429902;0,08357951;0,05828321;0,25202927;0,141375154;0,154910997;;;;;;;;
0,159992286;0,192986384;0,083232246;0,057904534;0,251170278;0,14100942;0,155568376;;;;;;;;
0,159970441;0,192789018;0,08292032;0,057646159;0,250524193;0,140558481;0,156059235;;;;;;;;
0,159809107;0,192799345;0,082490563;0,057216089;0,249757245;0,140006706;0,156680375;;;;;;;;
0,159862587;0,192378804;0,082114652;0,056938145;0,248935461;0,139630631;0,157348603;;;;;;;;
0,159882688;0,192376062;0,08204782;0,056802969;0,248276606;0,13941443;0,157904446;;;;;;;;
0,160011718;0,192518905;0,081673756;0,056515086;0,247470245;0,138769805;0,15849255;;;;;;;;
0,159988308;0,192490324;0,080977589;0,055984057;0,24646458;0,138300166;0,159181938;;;;;;;;
0,15981386;0,192019925;0,080758773;0,055568047;0,245583206;0,137827143;0,159869909;;;;;;;;
0,160094419;0,192109793;0,080344826;0,055465326;0,244587258;0,137305901;0,160411611;;;;;;;;
0,160232776;0,19208546;0,079893433;0,055145789;0,243687585;0,136672765;0,160848483;;;;;;;;
0,160206371;0,192124739;0,079566672;0,054651454;0,242646262;0,136227623;0,161298379;;;;;;;;
0,16031959;0,192185789;0,079160541;0,054263495;0,241568565;0,13560082;0,161656916;;;;;;;;
0,159957999;0,192104757;0,078612335;0,053811945;0,240504846;0,134983599;0,161775246;;;;;;;;
0,160188863;0,192261264;0,078318961;0,053626981;0,239471212;0,134443283;0,162405148;;;;;;;;
0,16042901;0,192419887;0,077620439;0,053107455;0,238290802;0,133797675;0,162383929;;;;;;;;
0,160659277;0,192667857;0,077067249;0,052747704;0,237027541;0,133041963;0,162277401;;;;;;;;
0,160695144;0,192651361;0,076701373;0,052421689;0,235851511;0,132387877;0,162218317;;;;;;;;
0,160646254;0,192727685;0,076076068;0,05204447;0,234435841;0,131813675;0,162077263;;;;;;;;
0,160926559;0,192783967;0,075679034;0,051705632;0,233180925;0,131119907;0,162030831;;;;;;;;
0,160757685;0,192766294;0,075100034;0,051261682;0,231913433;0,130375758;0,161940858;;;;;;;;
0,160887533;0,193080291;0,074408323;0,050902378;0,230437368;0,129574478;0,161574215;;;;;;;;
0,161090144;0,192919686;0,073924139;0,050571114;0,229103699;0,129037857;0,160865739;;;;;;;;
0,161010662;0,193022102;0,073119931;0,050181929;0,227717996;0,128049091;0,160394654;;;;;;;;
0,16069656;0,192765087;0,072555006;0,049713179;0,22620821;0,12729831;0,159820274;;;;;;;;
0,160668099;0,192711234;0,07196781;0,049470246;0,224789992;0,126452804;0,159039512;;;;;;;;
0,16059486;0,192419156;0,071414754;0,049069118;0,223192692;0,125756845;0,158205569;;;;;;;;
0,160643601;0,192378879;0,070642434;0,048526965;0,221595347;0,124774963;0,157401562;;;;;;;;
0,160504186;0,192141905;0,069935612;0,048059218;0,220033348;0,123860806;0,156581283;;;;;;;;
0,160551587;0,19202891;0,069298074;0,047677822;0,218413785;0,123076528;0,155757189;;;;;;;;
0,160322824;0,1916302;0,068478011;0,047148366;0,21651417;0,121987671;0,154715374;;;;;;;;
0,159843647;0,191095039;0,067818366;0,046717204;0,215033382;0,12123856;0,15378122;;;;;;;;
0,159476125;0,190889299;0,067172654;0,046315558;0,213321984;0,120427713;0,152727231;;;;;;;;
0,159123176;0,190419674;0,066357315;0,045875702;0,211646989;0,119303934;0,1514875;;;;;;;;
0,158860663;0,19018817;0,065640144;0,045378353;0,209696382;0,118348517;0,150329039;;;;;;;;
0,158573532;0,190000296;0,064943485;0,044857029;0,207971826;0,117560245;0,149173185;;;;;;;;
0,158296236;0,18971765;0,06415911;0,044372913;0,206068397;0,116396233;0,147943065;;;;;;;;
0,15769268;0,188646913;0,063393049;0,044166163;0,20439446;0,115436174;0,146885276;;;;;;;;
0,157268995;0,188066214;0,062701359;0,043572366;0,20250617;0,11445529;0,145576283;;;;;;;;
0,15689277;0,187612981;0,061765276;0,043041144;0,20047386;0,113322273;0,144349918;;;;;;;;
0,1562038;0,186767936;0,061085321;0,042538319;0,19856365;0,112447277;0,143062964;;;;;;;;
0,155197883;0,186281994;0,060333934;0,04207914;0,196767137;0,111587994;0,141649097;;;;;;;;
0,154398093;0,185141057;0,059454493;0,04143063;0,194859028;0,110482194;0,140140191;;;;;;;;
0,153787383;0,18439135;0,058712352;0,041070659;0,193059608;0,109570548;0,138756096;;;;;;;;
0,152895042;0,183531731;0,058075439;0,040532313;0,191085324;0,108559229;0,137196004;;;;;;;;
0,152331093;0,182951197;0,057314381;0,040066987;0,189443529;0,107861377;0,13577801;;;;;;;;
0,151629159;0,181427538;0,05615091;0,039275035;0,187255025;0,106514283;0,134227112;;;;;;;;
0,150513092;0,180429533;0,055545159;0,038865689;0,185343772;0,105596557;0,13267234;;;;;;;;
0,149548733;0,179367811;0,054984845;0,038518809;0,183797255;0,104832165;0,131028861;;;;;;;;
0,148787567;0,178369016;0,054246806;0,038015515;0,182142302;0,103832528;0,129389897;;;;;;;;
0,147420698;0,177051649;0,053373974;0,037529137;0,179841653;0,103121415;0,127757281;;;;;;;;
0,146332943;0,175793603;0,05263352;0,037116073;0,178399846;0,102282472;0,125937834;;;;;;;;
0,145679498;0,174870357;0,052077245;0,036849033;0,176600441;0,101457171;0,124173775;;;;;;;;
0,144585574;0,173343524;0,051306862;0,036232986;0,174799115;0,10034027;0,122375049;;;;;;;;
0,143361995;0,172264904;0,050770521;0,035751104;0,173374593;0,099607952;0,120484352;;;;;;;;
0,142202595;0,171046332;0,049905166;0,035070464;0,171531588;0,098676398;0,118657947;;;;;;;;
0,140992278;0,169486105;0,049352657;0,034687713;0,16991812;0,097985446;0,116821878;;;;;;;;
0,139761323;0,167835802;0,04886464;0,034319192;0,168601409;0,097185068;0,114984401;;;;;;;;
0,138466009;0,166477382;0,048120316;0,033817463;0,167066678;0,096499749;0,112941511;;;;;;;;
0,137134531;0,164823368;0,047457218;0,033270445;0,165611222;0,095734179;0,111123413;;;;;;;;
0,135738918;0,163137108;0,047132697;0,032910388;0,164136618;0,095068857;0,109312035;;;;;;;;
0,134100997;0,161607638;0,046522588;0,032624263;0,162893117;0,094427854;0,10737925;;;;;;;;
0,132987985;0,16022642;0,045889165;0,032168359;0,16145137;0,09371452;0,105402894;;;;;;;;
0,131556684;0,158340037;0,045374934;0,031886037;0,160340756;0,092999659;0,103485815;;;;;;;;
0,130246678;0,156448588;0,044739824;0,0312966;0,158961684;0,092223205;0,101530455;;;;;;;;
0,129054406;0,155013368;0,044472784;0,031033779;0,157923251;0,091735609;0,099695675;;;;;;;;
0,127651499;0,153360859;0,044009235;0,03093292;0,157074153;0,091333784;0,09798567;;;;;;;;
0,126231039;0,151818529;0,043693349;0,030484285;0,156008825;0,090781845;0,095990412;;;;;;;;
0,12499422;0,150453508;0,043249905;0,030176029;0,155070216;0,090400659;0,094289437;;;;;;;;
0,123476224;0,148744151;0,042872708;0,029994952;0,154282033;0,089996532;0,092339732;;;;;;;;
0,122322777;0,147325382;0,042539604;0,029767402;0,153505996;0,089437984;0,090725444;;;;;;;;
0,120937848;0,145699367;0,042027321;0,029283913;0,15244484;0,088944897;0,088699453;;;;;;;;
0,119547264;0,144184172;0,041692726;0,029187558;0,151792124;0,088571452;0,087393291;;;;;;;;
0,118351059;0,142628774;0,041513249;0,028985307;0,151081339;0,088167593;0,085806489;;;;;;;;
0,117218026;0,141588375;0,041237429;0,028899226;0,150442421;0,087768577;0,084026106;;;;;;;;
0,116073848;0,13983421;0,041039903;0,028653501;0,150092721;0,087646015;0,082566224;;;;;;;;
0,114661799;0,138421863;0,040769756;0,028360715;0,149404958;0,087305836;0,081121631;;;;;;;;
0,113748179;0,137074575;0,040647279;0,028151723;0,148884639;0,086965322;0,079813667;;;;;;;;
0,112687798;0,135728926;0,040303577;0,027975215;0,148434162;0,086699277;0,07853739;;;;;;;;
0,111331747;0,134444162;0,04017581;0,027902612;0,14797692;0,086584032;0,077309079;;;;;;;;
0,110267827;0,133091867;0,039921295;0,027875395;0,14771612;0,086390316;0,076212436;;;;;;;;
0,109643148;0,132031247;0,039811317;0,027562888;0,147338256;0,085932575;0,07489495;;;;;;;;
0,108510935;0,130810916;0,039490644;0,027390892;0,146996021;0,08585459;0,073707007;;;;;;;;
0,107204007;0,129544199;0,039517235;0,027513932;0,146840692;0,085753538;0,072646581;;;;;;;;
0,106722833;0,128934637;0,039528351;0,027593946;0,146890357;0,085725218;0,07171464;;;;;;;;
0,105860615;0,127883613;0,039440323;0,027385516;0,146692693;0,085511714;0,070927612;;;;;;;;
0,105075346;0,12701796;0,039250385;0,027234454;0,14642033;0,085451514;0,0700114;;;;;;;;
0,10435337;0,12593469;0,03925506;0,027258048;0,146367282;0,085336693;0,06910494;;;;;;;;
0,103753784;0,125249341;0,039088737;0,02718446;0,146310285;0,085149705;0,068522535;;;;;;;;
0,102846222;0,124299273;0,039068487;0,027187273;0,146457061;0,085295923;0,067895867;;;;;;;;
0,102567451;0,123906598;0,039079845;0,027319545;0,146523655;0,085368104;0,067226619;;;;;;;;
0,102285312;0,123212159;0,038940545;0,02721756;0,146520972;0,085235693;0,06669502;;;;;;;;
0,101597288;0,122589685;0,039070271;0,02724942;0,146738738;0,085384302;0,066202894;;;;;;;;
0,100986221;0,122058608;0,039078116;0,027332941;0,146763995;0,085413732;0,065548532;;;;;;;;
0,100525947;0,121189557;0,039003946;0,027424255;0,146875978;0,085309029;0,065058663;;;;;;;;
0,100188242;0,1205943;0,039075736;0,027099259;0,146967441;0,085417643;0,064675361;;;;;;;;
0,099598871;0,120121665;0,039210066;0,02723247;0,147182152;0,085440017;0,064521663;;;;;;;;
0,099468292;0,119825006;0,039240949;0,02718471;0,147472963;0,08556442;0,064279035;;;;;;;;
